Survey_Date,Longitude,Latitude,X,Y,Ellip_Ht_m,Ortho_Ht_m
07/20/2017,-123.562406,48.145610,296970.040,130972.060,-19.010,1.100
07/20/2017,-123.562410,48.145616,296969.700,130972.760,-19.030,1.080
07/20/2017,-123.562421,48.145628,296968.960,130974.120,-19.000,1.110
07/20/2017,-123.562426,48.145634,296968.580,130974.780,-19.040,1.070
07/20/2017,-123.562432,48.145639,296968.180,130975.360,-18.990,1.120
07/20/2017,-123.562436,48.145644,296967.880,130975.890,-19.080,1.030
07/20/2017,-123.562441,48.145651,296967.560,130976.660,-19.120,0.990
07/20/2017,-123.562445,48.145658,296967.260,130977.480,-19.140,0.970
07/20/2017,-123.562449,48.145664,296967.010,130978.170,-19.210,0.900
07/20/2017,-123.562453,48.145670,296966.770,130978.810,-19.250,0.860
07/20/2017,-123.562456,48.145675,296966.550,130979.410,-19.430,0.680
07/20/2017,-123.562462,48.145691,296966.180,130981.130,-19.350,0.760
07/20/2017,-123.562463,48.145697,296966.090,130981.880,-19.300,0.810
07/20/2017,-123.562467,48.145704,296965.850,130982.610,-19.120,0.990
07/20/2017,-123.562468,48.145709,296965.750,130983.220,-19.210,0.900
07/20/2017,-123.562472,48.145715,296965.530,130983.820,-19.130,0.980
07/20/2017,-123.562475,48.145722,296965.350,130984.670,-19.200,0.910
07/20/2017,-123.562479,48.145728,296965.060,130985.300,-19.150,0.960
07/20/2017,-123.562483,48.145732,296964.770,130985.770,-19.110,1.000
07/20/2017,-123.562488,48.145738,296964.400,130986.420,-19.070,1.040
07/20/2017,-123.562493,48.145742,296964.040,130986.940,-19.150,0.960
07/20/2017,-123.562499,48.145746,296963.640,130987.370,-19.160,0.950
07/20/2017,-123.562510,48.145755,296962.840,130988.440,-19.100,1.010
07/20/2017,-123.562515,48.145760,296962.460,130988.970,-19.140,0.970
07/20/2017,-123.562521,48.145765,296962.090,130989.510,-19.330,0.780
07/20/2017,-123.562531,48.145774,296961.320,130990.570,-19.300,0.810
07/20/2017,-123.562537,48.145778,296960.930,130991.020,-19.240,0.870
07/20/2017,-123.562543,48.145782,296960.520,130991.530,-19.260,0.850
07/20/2017,-123.562549,48.145787,296960.090,130992.080,-19.280,0.830
07/20/2017,-123.562555,48.145792,296959.630,130992.640,-19.230,0.880
07/20/2017,-123.562561,48.145797,296959.210,130993.190,-19.280,0.830
07/20/2017,-123.562568,48.145802,296958.740,130993.750,-19.260,0.850
07/20/2017,-123.562574,48.145806,296958.300,130994.290,-19.150,0.960
07/20/2017,-123.562580,48.145811,296957.850,130994.850,-19.170,0.940
07/20/2017,-123.562587,48.145816,296957.380,130995.410,-19.230,0.880
07/20/2017,-123.562592,48.145820,296957.010,130995.890,-19.140,0.970
07/20/2017,-123.562599,48.145824,296956.500,130996.340,-19.240,0.870
07/20/2017,-123.562604,48.145831,296956.180,130997.120,-19.130,0.980
07/20/2017,-123.562609,48.145839,296955.850,130998.020,-19.040,1.070
07/20/2017,-123.562613,48.145846,296955.520,130998.850,-19.140,0.970
07/20/2017,-123.562619,48.145854,296955.140,130999.680,-19.000,1.110
07/20/2017,-123.562623,48.145860,296954.830,131000.400,-19.000,1.110
07/20/2017,-123.562627,48.145866,296954.550,131001.100,-19.040,1.070
07/20/2017,-123.562634,48.145871,296954.100,131001.680,-18.720,1.390
07/20/2017,-123.562644,48.145886,296953.380,131003.340,-19.040,1.070
07/20/2017,-123.562651,48.145890,296952.900,131003.800,-19.050,1.060
07/20/2017,-123.562660,48.145893,296952.240,131004.160,-19.030,1.080
07/20/2017,-123.562670,48.145898,296951.510,131004.700,-19.050,1.060
07/20/2017,-123.562689,48.145913,296950.150,131006.470,-19.250,0.860
07/20/2017,-123.562694,48.145919,296949.810,131007.120,-19.410,0.700
07/20/2017,-123.562705,48.145928,296949.020,131008.130,-19.390,0.720
