FACS ID,Sample ID,Date Collected,Time_GMT,Latitude,Longitude,Sample Type,Lab ID,Wt. percent in -2.00 phi bin,Wt. percent in -1.00 phi bin,Wt. percent in -0.75 phi bin,Wt. percent in -0.50 phi bin,Wt. percent in -0.25 phi bin,Wt. percent in 0.00 phi bin,Wt. percent in 0.25 phi bin,Wt. percent in 0.50 phi bin,Wt. percent in 0.75 phi bin,Wt. percent in 1.00 phi bin,Wt. percent in 1.25 phi bin,Wt. percent in 1.50 phi bin,Wt. percent in 1.75 phi bin,Wt. percent in 2.00 phi bin,Wt. percent in 2.25 phi bin,Wt. percent in 2.50 phi bin,Wt. percent in 2.75 phi bin,Wt. percent in 3.00 phi bin,Wt. percent in 3.25 phi bin,Wt. percent in 3.50 phi bin,Wt. percent in 3.75 phi bin,Wt. percent in 4.00 phi bin,Wt. percent in 4.25 phi bin,Wt. percent in 4.50 phi bin,Wt. percent in 4.75 phi bin,Wt. percent in 5.00 phi bin,Wt. percent in 5.25 phi bin,Wt. percent in 5.50 phi bin,Wt. percent in 5.75 phi bin,Wt. percent in 6.00 phi bin,Wt. percent in 6.25 phi bin,Wt. percent in 6.50 phi bin,Wt. percent in 6.75 phi bin,Wt. percent in 7.00 phi bin,Wt. percent in 7.25 phi bin,Wt. percent in 7.50 phi bin,Wt. percent in 7.75 phi bin,Wt. percent in 8.00 phi bin,Wt. percent in 8.25 phi bin,Wt. percent in 8.50 phi bin,Wt. percent in 8.75 phi bin,Wt. percent in 9.00 phi bin,Wt. percent in 9.25 phi bin,Wt. percent in 9.50 phi bin,Wt. percent in 9.75 phi bin,Wt. percent in 10.00 phi bin,Wt. percent in 10.25 phi bin,Wt. percent in 10.50 phi bin,Wt. percent in 10.75 phi bin,Wt. percent in 11.00 phi bin,Wt. percent in 11.25 phi bin,Wt. percent in 11.50 phi bin,Wt. percent in 12.00 phi bin,Wt. percent in 13.00 phi bin,Percent Gravel,Percent Sand,Percent Silt,Percent Clay,Percent Mud,D5 Phi, D10 Phi, D16 Phi, D25 Phi, D50 Phi, D75 Phi, D84 Phi, D90 Phi, D95 Phi, F-W Median, F-W Mean, F-W Sorting, F-W Skewness, F-W Kurtosis, Inman Median, Inman Mean, Inman Sorting, Inman Skew 16-84, Inman Skew 05-95, Inman Kurtosis,Moment 1 Mean,Moment 2 Variance,Moment 3 Skewness,Moment 4 Kurtosis
2018-648-FA,T4_1,7/23/2018,19:51:00,48.152965,-123.561931,Grab,18-648FA_21,88.989699,2.048356,0.209608,0.171796,0.172618,0.217006,0.311535,0.398666,0.520321,0.736505,1.027491,1.208329,1.11791,0.830213,0.525253,0.290163,0.164399,0.113435,0.078089,0.048498,0.034524,0.02877,0.014796,0.001233,0.000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028959,0.130351,0.11776,0.076285,0.043105,0.031329,0.044734,0.06399,0.077766,0.07036,0.046141,0.009998,0,0,91.038056,8.205131,0.016037,0.740777,0.756814,-3.888,-3.775,-3.64,-3.438,-2.876,-2.314,-2.112,-0.684,1.292,-2.876274,-2.876274,1.166928,0.304761,1.889237,-2.876274,-2.876274,0.764133,0,2.065985,2.389514,-1.739112,1.926473,5.323909,39.085467
2018-648-FA,T4_2,7/23/2018,19:57:00,48.152347,-123.561242,Grab,18-648FA_22,13.396872,17.296108,4.16845,3.812523,3.203341,2.512021,1.916529,1.464775,1.375794,1.998665,3.422372,5.359435,7.323877,8.555931,8.350588,6.591489,3.997331,1.930218,0.79399,0.342237,0.198498,0.123205,0.059549,0.035593,0.040384,0.047913,0.049967,0.047913,0.045175,0.043122,0.043806,0.044491,0.04918,0.086584,0.124755,0.123332,0.113622,0.10428,0.09508,0.086069,0.082622,0.082913,0.08457,0.084854,0.08235,0.068303,0.05133,0.032019,0.025302,0.01793,0.010376,0.002366,0,0,30.69298,67.441269,1.059666,0.806085,1.865751,-3.254,-2.507,-0.615,-0.762,0.866,1.978,2.245,2.471,2.781,0.86602,0.832215,1.629368,-0.200419,0.902639,0.86602,0.815313,1.430155,-0.035455,-0.770838,1.109672,0.55601,3.715214,0.850265,5.470558
2018-648-FA,TW1_3 duplicate,7/23/2018,18:12:00,48.14011,-123.577964,Grab,18-648FA_23,0,0,0,0,0,0.012271,0.04342,0.085897,0.207662,0.547472,0.46252,0.188784,0.424763,1.585782,4.540245,9.911138,16.424172,19.727885,17.651265,11.798974,5.823974,2.104937,0.670182,0.34925,0.273736,0.198223,0.132149,0.103831,0.094392,0.09053,0.18635,0.433002,0.510981,0.512542,0.50794,0.493074,0.455055,0.42211,0.381173,0.332451,0.302487,0.280221,0.268456,0.264152,0.264302,0.24637,0.235486,0.187792,0.134051,0.076996,0.042028,0.009526,0,0,0,91.541161,5.433346,3.025493,8.458839,2.121,2.317,2.469,2.624,2.953,3.317,3.516,3.813,6.954,2.952797,2.979149,0.993936,0.36561,2.85843,2.952797,2.992325,0.523423,0.075518,3.026993,3.61642,3.240922,2.052651,2.971541,12.815017
2018-648-FA,T4_0 duplicate,7/23/2018,19:44:00,48.153253,-123.562346,Grab,18-648FA_24,0.87891,1.353299,0,0,0.061484,0.870237,2.866106,5.788967,9.932052,15.229146,18.350648,17.215557,12.202235,6.328136,2.41207,0.879696,0.586464,0.444578,0.198641,0.093645,0.122968,0.113509,0.035945,0.003311,0.015135,0.027431,0.031215,0.032515,0.050189,0.152419,0.241065,0.27086,0.296172,0.306425,0.302907,0.29394,0.269593,0.248443,0.223434,0.193904,0.173322,0.155937,0.142714,0.132083,0.121205,0.101133,0.084656,0.060857,0.047918,0.033446,0.018974,0.004502,0,0,2.23221,93.69614,2.577565,1.494085,4.07165,0.215,0.444,0.624,0.813,1.184,1.55,1.735,1.956,2.774,1.184142,1.180805,0.66545,0.116809,1.42404,1.184142,1.179136,0.555402,-0.009013,0.558988,1.303862,1.375432,2.189541,3.346603,17.670304
2018-648-FA,T6_1,7/23/2018,20:14:00,48.153734,-123.556826,Grab,18-648FA_25,47.02204,9.613279,4.466116,2.436851,3.113273,3.694301,3.377771,4.093217,4.158257,2.211378,2.753382,3.286714,2.176689,1.296474,1.621677,1.274794,0.997288,0.953928,0.485636,0.398915,0.27317,0.238482,0.056368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.635319,43.308313,0.056368,0,0.056368,-3.787,-3.575,-3.319,-2.937,-0.631,0.332,0.978,1.484,2.204,-0.631197,-0.991027,1.981974,-0.152431,0.751094,-0.631197,-1.170942,2.148526,-0.251217,-0.07479,0.394188,-0.808761,2.345947,0.892961,2.730351
2018-648-FA,T6_2,7/23/2018,20:20:00,48.152755,-123.55706,Grab,18-648FA_26,0,1.019623,0,0.086765,0.973695,2.969288,6.169948,10.026166,13.978789,16.678141,16.099709,12.629113,8.001652,4.135793,1.937749,1.050819,0.665198,0.3567,0.134968,0.125327,0.192811,0.134968,0.016389,0,0,0,0,0.000288,0.015958,0.099935,0.167954,0.186267,0.202225,0.20798,0.205364,0.199085,0.182866,0.168215,0.150949,0.128974,0.112492,0.097842,0.08607,0.076913,0.070635,0.062525,0.059124,0.048921,0.039242,0.027469,0.015435,0.003663,0,0,1.019623,96.347597,1.652526,0.980254,2.63278,-0.001,0.218,0.386,0.577,0.975,1.389,1.603,1.829,2.316,0.97469,0.988013,0.65526,0.095414,1.168868,0.97469,0.994675,0.60847,0.032845,0.300762,0.903762,1.139771,1.629657,4.00969,24.017434
2018-648-FA,T6_3,7/23/2018,20:24:00,48.152203,-123.557298,Grab,18-648FA_27,0,0,0,0,0,0.105979,0.896002,2.158113,4.162074,7.649738,12.332072,16.282189,17.245632,14.644336,9.730776,5.115883,2.273726,1.079056,0.578066,0.34684,0.221592,0.144516,0.096344,0.059733,0.041428,0.048172,0.062624,0.064551,0.054916,0.052989,0.060697,0.089742,0.28993,0.493599,0.469296,0.416988,0.371272,0.32415,0.287623,0.2508,0.22398,0.209386,0.197238,0.186126,0.175531,0.147448,0.122252,0.087306,0.068161,0.047787,0.027042,0.006298,0,0,0,94.966589,2.996433,2.036978,5.033411,0.634,0.857,1.026,1.213,1.598,1.992,2.218,2.483,4.083,1.59807,1.614135,0.820636,0.240726,1.815286,1.59807,1.622168,0.596208,0.040419,1.275553,1.892203,1.873,2.271514,3.481753,16.286999
2018-648-FA,T8_4,7/23/2018,20:30:00,48.151768,-123.552555,Grab,18-648FA_28,0,0,0,0,0,0.022953,0.248661,0.841622,1.951033,4.217675,8.186689,13.102528,16.736806,17.119361,13.963278,8.894417,4.4759,2.132747,1.128539,0.707728,0.487758,0.277353,0.094683,0.029648,0.046863,0.063122,0.061209,0.056427,0.057669,0.127989,0.298236,0.369819,0.404529,0.416897,0.410042,0.393485,0.358139,0.325913,0.291796,0.251369,0.225769,0.206067,0.191124,0.179462,0.166389,0.1402,0.115014,0.082019,0.064478,0.045005,0.025531,0.006058,0,0,0,94.49505,3.514669,1.990281,5.50495,0.894,1.105,1.263,1.445,1.822,2.226,2.463,2.776,5.956,1.822346,1.849329,1.066987,0.350366,2.657756,1.822346,1.862821,0.600115,0.067446,2.670757,3.217304,2.110099,2.187035,3.313028,15.11629
2018-648-FA,T8_3,7/23/2018,20:33:00,48.151871,-123.552641,Grab,18-648FA_29,0,0.209964,0,0,0,0.043716,0.332623,0.779287,1.68212,3.886932,7.954431,13.209868,17.296374,17.961619,14.635393,8.999816,4.048492,1.539567,0.665245,0.456168,0.342126,0.19007,0.061773,0.019007,0.034213,0.05322,0.05512,0.049418,0.049116,0.125614,0.310717,0.389785,0.42813,0.441847,0.434725,0.418132,0.381654,0.349921,0.314409,0.272754,0.244367,0.222141,0.204649,0.190459,0.176725,0.150173,0.127864,0.095055,0.075737,0.052542,0.029821,0.0071,0,0,0.209964,94.023848,3.602391,2.163797,5.766188,0.909,1.122,1.277,1.454,1.818,2.2,2.415,2.683,6.255,1.817997,1.836528,1.094699,0.354384,2.939386,1.817997,1.845794,0.569265,0.048828,3.099025,3.695916,2.108185,2.311021,3.283308,14.762694
2018-648-FA,T8_2,7/23/2018,20:37:00,48.15287,-123.552087,Grab,18-648FA_30,0,2.451352,0.723462,1.649493,3.318278,5.392202,7.745865,9.935543,11.671851,12.540006,11.961236,9.935543,7.311788,4.794141,3.077124,2.112509,1.504801,1.032139,0.684877,0.511246,0.356908,0.154339,0.023151,0.000193,0,0,0,0,0.001223,0.020909,0.06573,0.081967,0.089197,0.091866,0.090531,0.087639,0.08041,0.073848,0.066174,0.056499,0.049158,0.042708,0.037369,0.033476,0.030696,0.027248,0.025914,0.021465,0.01735,0.012123,0.006895,0.001557,0,0,2.451352,96.413351,0.706665,0.428633,1.135297,-0.482,-0.149,0.091,0.352,0.897,1.442,1.728,2.044,2.561,0.896891,0.905103,0.870241,0.054398,1.144471,0.896891,0.909208,0.818611,0.015047,0.174197,0.858131,0.9763,1.296858,2.66046,18.943839
2018-648-FA,T8_1,7/23/2018,20:43:00,48.154187,-123.551249,Grab,18-648FA_31,81.47244,8.809735,1.147121,1.080205,1.041968,0.984612,0.878503,0.765703,0.605106,0.457892,0.405316,0.34796,0.297295,0.261926,0.243763,0.212217,0.165377,0.132875,0.093682,0.062136,0.042061,0.027722,0.022942,0.013383,0.007743,0.010515,0.015295,0.015295,0.011471,0.00889,0.011471,0.014339,0.015295,0.015295,0.014339,0.014339,0.013383,0.012427,0.011471,0.010515,0.014795,0.033526,0.031631,0.024274,0.01815,0.015347,0.017757,0.019828,0.020609,0.016928,0.010799,0.002329,0,0,90.282175,9.253442,0.216423,0.24796,0.464384,-3.877,-3.755,-3.607,-3.386,-2.773,-2.159,-0.628,-0.972,0.131,-2.772591,-2.336028,1.35201,0.444205,1.338276,-2.772591,-2.117746,1.489483,0.439646,0.603779,0.345424,-1.758698,1.130663,5.38678,45.423938
2018-648-FA,T10_1,7/23/2018,20:48:00,48.153769,-123.545999,Grab,18-648FA_32,75.213844,2.075211,0.153363,0.198723,0.280805,0.401767,0.531369,0.617771,0.753853,1.073538,1.566027,2.155717,2.656846,2.829649,2.570444,2.004514,1.384584,0.883455,0.529209,0.321846,0.198723,0.105842,0.045361,0.0216,0.016632,0.01404,0.01404,0.015675,0.022668,0.056578,0.085113,0.094013,0.101813,0.104399,0.102545,0.098587,0.090063,0.082529,0.074632,0.065153,0.059207,0.054578,0.051288,0.048144,0.044715,0.037586,0.031175,0.022178,0.01762,0.012267,0.007026,0.001673,0,0,77.289055,21.218045,0.965656,0.527244,1.4929,-3.867,-3.734,-3.575,-3.335,-2.67,-2.006,1.389,1.956,2.489,-2.670458,-1.618665,2.203954,0.6296,1.959331,-2.670458,-1.092769,2.481778,0.635709,0.798431,0.280581,-1.150702,3.744494,2.219899,8.685052
2018-648-FA,T10_2,7/23/2018,20:53:00,48.152285,-123.547312,Grab,18-648FA_33,0,0.342598,0,0.097168,1.136861,3.44945,6.772583,10.105432,12.63179,13.894969,13.700634,12.048784,9.133756,5.878641,3.245398,1.7393,1.039693,0.592722,0.272069,0.184618,0.194335,0.116601,0.01749,0.006899,0.02915,0.03498,0.032065,0.030122,0.032576,0.07818,0.18361,0.228673,0.25119,0.260731,0.258767,0.250935,0.230135,0.21129,0.18999,0.164273,0.147351,0.135061,0.125226,0.117363,0.109285,0.090499,0.072733,0.04936,0.038772,0.026993,0.015214,0.003681,0,0,0.342598,96.234807,2.136793,1.285803,3.422595,0,0.203,0.368,0.568,1.03,1.522,1.778,2.059,2.695,1.030155,1.058666,0.760958,0.147994,1.157595,1.030155,1.072921,0.705182,0.060645,0.449744,0.911012,1.255931,1.987441,3.616483,19.233961
2018-648-FA,T10_3,7/23/2018,20:56:00,48.151649,-123.547649,Grab,18-648FA_34,1.276256,0.49379,0,0,0.007208,0.369907,1.346842,2.608321,4.6191,7.910327,11.571462,14.322055,14.985992,13.183879,9.579653,5.852125,3.148955,1.71675,0.976935,0.597543,0.388877,0.208666,0.070188,0.033197,0.048373,0.058806,0.059754,0.059179,0.077824,0.180584,0.273413,0.308848,0.337773,0.348031,0.34261,0.329857,0.301284,0.277255,0.249759,0.218316,0.198748,0.183114,0.171555,0.161226,0.147994,0.12229,0.0964,0.065893,0.05196,0.035998,0.020376,0.004754,0,0,1.770046,93.394597,3.106975,1.728382,4.835357,0.418,0.722,0.934,1.151,1.596,2.06,2.321,2.645,3.799,1.595964,1.616958,0.859317,0.174262,1.525144,1.595964,1.627455,0.69389,0.045384,0.738673,1.436737,1.806546,2.383979,2.670818,13.737024
2018-648-FA,T12_1,7/23/2018,21:01:00,48.15416,-123.540408,Grab,18-648FA_35,0,0.456985,0.003919,0.342931,1.695058,3.840825,6.731242,9.993983,13.227331,15.774816,15.578856,12.639449,8.132359,4.075977,1.763644,0.862226,0.529093,0.352729,0.235153,0.14697,0.107778,0.09798,0.070546,0.029394,0.030374,0.056829,0.077404,0.077404,0.066717,0.070779,0.140178,0.214509,0.231291,0.241419,0.241419,0.228152,0.207958,0.191376,0.17149,0.150755,0.139368,0.132561,0.129047,0.12539,0.117836,0.095079,0.067787,0.039391,0.03023,0.021145,0.012059,0.002808,0,0,0.456985,96.132319,2.17575,1.234946,3.410696,-0.058,0.156,0.335,0.542,0.971,1.396,1.612,1.843,2.463,0.970797,0.972591,0.701252,0.094072,1.209168,0.970797,0.973488,0.638672,0.004213,0.362959,0.973346,1.164029,1.903209,3.812872,20.86235
2018-648-FA,T12_2,7/23/2018,21:05:00,48.1514,-123.542714,Grab,18-648FA_36,0.111669,0,0,0,0.002436,0.194904,0.974521,2.348596,4.823879,9.082536,14.033103,17.541379,17.541379,13.838199,8.556295,4.005282,1.481272,0.652929,0.399554,0.272866,0.175414,0.107197,0.049701,0.026312,0.041904,0.057497,0.058471,0.053879,0.067936,0.153706,0.229546,0.254997,0.273789,0.278475,0.271816,0.259125,0.235507,0.215114,0.193862,0.169966,0.155073,0.14294,0.134588,0.125401,0.113893,0.093314,0.07148,0.047652,0.037003,0.025775,0.014546,0.003318,0,0,0.111669,96.031742,2.527777,1.328812,3.856589,0.593,0.805,0.971,1.148,1.513,1.901,2.1,2.306,2.924,1.513495,1.528161,0.635601,0.124484,1.268204,1.513495,1.535493,0.5649,0.038942,0.433287,1.06302,1.716259,1.733536,3.779385,20.24572
2018-648-FA,T12_3,7/23/2018,21:10:00,48.150361,-123.543721,Grab,18-648FA_37,0,0.076132,0,0,0.001345,0.105706,0.499701,1.028231,1.84505,3.41142,6.034851,9.801827,13.837874,16.432475,15.951994,12.396429,7.332151,3.42103,1.393397,0.691894,0.480482,0.297899,0.115316,0.041321,0.04997,0.072072,0.073033,0.062463,0.057399,0.117762,0.26803,0.331088,0.360317,0.368721,0.360484,0.345078,0.314199,0.287712,0.258996,0.225615,0.202665,0.184656,0.168499,0.154948,0.141121,0.116759,0.095722,0.0688,0.053965,0.037361,0.021133,0.004906,0,0,0.076132,94.963755,3.224965,1.735147,4.960113,0.877,1.146,1.341,1.546,1.958,2.371,2.585,2.837,3.964,1.957946,1.961402,0.778911,0.154121,1.534601,1.957946,1.963131,0.622324,0.008332,0.743876,1.480334,2.173089,1.955919,3.270856,15.840783
2018-648-FA,T14_1,7/23/2018,21:16:00,48.151604,-123.536248,Grab,18-648FA_38,99.539826,0.272488,0.021787,0.020473,0.026483,0.022539,0.015007,0.014105,0.012809,0.006386,0.008339,0.006799,0.005879,0.0071,0.003418,0.004526,0.003925,0.003155,0.002291,0.000319,0.000207,0.000163,0.000077,0.000244,0.000225,0.000133,0.000158,0.000116,0.000096,0.000115,0.000113,0.000098,0.000086,0.000075,0.000062,0.000054,0.000049,0.000045,0.000039,0.000028,0.000016,0.000007,0.000008,0.000021,0.000039,0.000043,0.000024,0.000002,0,0,0,0,0,0,99.812313,0.185712,0.001747,0.000228,0.001975,-3.9,-3.799,-3.679,-3.498,-2.995,-2.493,-2.312,-2.192,-2.091,-2.995377,-2.995377,0.61556,0,0.737705,-2.995377,-2.995377,0.683144,0,0,0.323529,-2.117521,0.017449,25.851152,919.588105
2018-648-FA,T14_2,7/23/2018,21:21:00,48.150179,-123.537526,Grab,18-648FA_39,95.056827,3.240875,0.255444,0.154288,0.102688,0.036443,0.051089,0.107457,0.101156,0.067778,0.078506,0.114098,0.140153,0.13266,0.111884,0.091449,0.076463,0.041893,0.010218,0.008685,0.009196,0.008344,0.002384,0.00002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.297702,1.699893,0.002405,0,0.002405,-3.895,-3.79,-3.663,-3.474,-2.948,-2.422,-2.233,-2.106,-2.001,-2.947998,-2.947998,0.64459,0,0.737705,-2.947998,-2.947998,0.715362,0,0,0.323529,-2.042009,0.202724,7.348711,64.915724
2018-648-FA,TW1_5,7/24/2018,14:44:00,48.139595,-123.577381,Surface,18-648FA_40,15.025202,22.878941,6.57482,5.923483,4.915753,3.778985,2.758967,1.978591,1.59762,1.751237,2.38414,3.373436,4.522493,5.352027,5.345882,4.393455,2.89415,1.548462,0.700495,0.313379,0.172051,0.122894,0.073736,0.044856,0.044242,0.054073,0.055917,0.049772,0.043013,0.042398,0.047314,0.052844,0.054965,0.065116,0.096856,0.109158,0.099201,0.090583,0.081604,0.073066,0.069537,0.069775,0.071272,0.072187,0.069635,0.057172,0.040944,0.023469,0.018399,0.013106,0.007561,0.001764,0,0,37.904143,60.402321,1.024046,0.66949,1.693536,-3.334,-2.669,-0.62,-0.66,-0.517,1.621,2.056,2.353,2.709,-0.516673,0.306691,1.584798,0.495269,1.085519,-0.516673,0.718372,1.338113,0.922975,0.152579,1.258363,0.096481,3.41329,1.342015,6.600818
2018-648-FA,TW1_5 duplicate,7/24/2018,14:44:00,48.139595,-123.577381,Surface,18-648FA_41,8.584287,24.278,3.527225,3.293855,2.900459,2.413715,1.926972,1.526908,1.413557,1.87363,3.060484,4.900776,6.934431,8.40133,8.468007,6.934431,4.387361,2.16701,0.846801,0.346722,0.213367,0.133354,0.065344,0.04134,0.046007,0.050675,0.048674,0.044007,0.03934,0.038006,0.042007,0.045341,0.046674,0.045341,0.04134,0.038042,0.054007,0.099386,0.096585,0.075549,0.069796,0.066893,0.066877,0.070308,0.068357,0.056533,0.042145,0.024571,0.019813,0.014236,0.008072,0.002055,0,0,32.862287,65.670395,0.785529,0.681789,1.467318,-2.835,-0.618,-0.63,-0.765,0.77,1.999,2.268,2.484,2.769,0.769842,0.802558,1.573498,-0.126356,0.830781,0.769842,0.818916,1.448852,0.03387,-0.554222,0.933902,0.568048,3.355626,0.803509,5.29625
2018-648-FA,TW2_5,7/24/2018,15:00:00,48.141912,-123.573096,Surface,18-648FA_42,70.164159,8.548158,1.747695,1.705784,1.659682,1.611484,1.546522,1.404024,1.244761,1.137888,1.144175,1.200755,1.234284,1.230093,1.148366,0.932523,0.662196,0.406538,0.201174,0.111065,0.092205,0.058676,0.020536,0.011735,0.020746,0.023051,0.018231,0.016974,0.018022,0.019489,0.020956,0.023051,0.025289,0.031123,0.049483,0.056252,0.052928,0.049934,0.045106,0.039458,0.035831,0.033583,0.032562,0.032348,0.032236,0.028902,0.025273,0.018494,0.013259,0.007694,0.00425,0.000996,0,0,78.712317,20.479888,0.457802,0.349993,0.807795,-3.857,-3.715,-3.544,-3.287,-2.575,-0.712,-0.223,0.83,1.883,-2.574771,-2.11386,1.699965,0.484711,0.913329,-2.574771,-1.883405,1.660522,0.416355,0.955914,0.728386,-1.370664,2.285075,2.925419,15.08732
2018-648-FA,TW2_4,7/24/2018,15:05:00,48.142075,-123.573365,Surface,18-648FA_43,53.584838,16.248918,2.681504,2.553671,2.627992,2.84501,2.913385,2.559617,1.911537,1.322915,1.040495,0.986984,1.082115,1.206974,1.331833,1.313996,1.058332,0.665917,0.368632,0.234855,0.151615,0.068375,0.023188,0.024377,0.035674,0.035674,0.032701,0.035674,0.032701,0.032701,0.032701,0.038647,0.04162,0.04162,0.043288,0.061125,0.087479,0.08275,0.073773,0.063181,0.05648,0.052758,0.050455,0.048899,0.048152,0.042873,0.038116,0.029746,0.024294,0.017526,0.010109,0.002206,0,0,69.833756,28.925753,0.681922,0.558569,1.24049,-3.813,-3.627,-3.403,-3.067,-2.134,-0.507,0.303,1.178,2.27,-2.1338,-1.744679,1.848002,0.381408,0.973759,-2.1338,-1.550119,1.852698,0.315044,0.735077,0.641636,-1.042693,2.823663,2.576124,12.840938
2018-648-FA,TW3_5,7/24/2018,15:16:00,48.145234,-123.570041,Surface,18-648FA_44,89.552117,2.812503,0.733066,0.807989,0.910824,0.918169,0.785953,0.632435,0.53768,0.423827,0.325399,0.246069,0.199794,0.149845,0.092551,0.060232,0.061701,0.052152,0.027912,0.027912,0.034523,0.024974,0.010283,0.00808,0.013222,0.009549,0.011018,0.014691,0.012487,0.009549,0.011753,0.015425,0.01616,0.016552,0.028823,0.048794,0.048059,0.042122,0.038122,0.031265,0.027554,0.024438,0.022143,0.020953,0.020679,0.01929,0.01919,0.016063,0.012466,0.008099,0.004528,0.001015,0,0,92.364619,7.053009,0.316567,0.265805,0.582372,-3.888,-3.777,-3.643,-3.442,-2.883,-2.325,-2.124,-0.617,-0.2,-2.883332,-2.883332,0.938541,0.227536,1.353765,-2.883332,-2.883332,0.759334,0,1.105285,1.428814,-1.870982,1.017887,6.726297,62.078771
2018-648-FA,TW3_4,7/24/2018,15:27:00,48.144968,-123.569789,Surface,18-648FA_45,33.808067,35.892102,6.971977,6.525055,5.154496,3.575373,2.163101,1.132201,0.649526,0.297948,0.259215,0.300927,0.238358,0.122159,0.151953,0.1162,0.131097,0.143015,0.1162,0.05959,0.080446,0.143015,0.095343,0.038733,0.047672,0.053631,0.068528,0.083425,0.071507,0.05661,0.065549,0.077466,0.077466,0.074646,0.078997,0.106197,0.116512,0.107329,0.096849,0.084819,0.07465,0.069189,0.061014,0.059596,0.056351,0.054711,0.054711,0.047615,0.040164,0.028835,0.016302,0.003563,0,0,69.700169,28.33185,1.219612,0.748369,1.967981,-3.704,-3.408,-3.053,-2.521,-0.665,-0.811,-0.462,-0.138,0.448,-0.665118,-1.393454,1.277036,-0.653478,0.995291,-0.665118,-1.757622,1.295859,-0.843073,-0.74317,0.602066,-1.047873,2.222512,4.242551,26.892424
2018-648-FA,T0_3,7/24/2018,15:41:00,48.14795,-123.570379,Surface,18-648FA_46,87.716985,3.603507,0.745442,0.733405,0.805628,0.859795,0.868393,0.824543,0.759199,0.643127,0.570904,0.496102,0.349937,0.21065,0.131549,0.066204,0.071363,0.063625,0.029233,0.029233,0.028373,0.017196,0.011177,0.009458,0.008426,0.006878,0.008598,0.012037,0.012897,0.011177,0.012897,0.014617,0.015476,0.015476,0.015476,0.015491,0.015513,0.021825,0.02385,0.019617,0.017392,0.015242,0.01349,0.013,0.012918,0.012503,0.01266,0.010698,0.008178,0.005153,0.002837,0.000651,0,0,91.320491,8.303899,0.20742,0.168189,0.37561,-3.886,-3.772,-3.635,-3.43,-2.86,-2.29,-2.085,-0.745,0.154,-2.85997,-2.85997,0.999806,0.246064,1.45254,-2.85997,-2.85997,0.77522,0,1.282499,1.606028,-1.842032,0.928122,5.578593,48.221708
2018-648-FA,T0_4,7/24/2018,15:50:00,48.14762,-123.569781,Surface,18-648FA_47,84.56101,10.122628,1.203104,1.098487,0.910175,0.653861,0.427887,0.290314,0.17785,0.075325,0.060155,0.053878,0.017785,0.016739,0.014123,0.014646,0.0068,0.001046,0.005231,0.007323,0.003975,0.0034,0.002563,0.002511,0.008369,0.007323,0.005754,0.008369,0.008893,0.007323,0.007846,0.009416,0.009939,0.009939,0.009416,0.009416,0.008893,0.008369,0.008546,0.014104,0.01938,0.016909,0.014262,0.012311,0.010898,0.010442,0.011176,0.01036,0.009377,0.007028,0.004131,0.000994,0,0,94.683638,5.042106,0.124338,0.149919,0.274257,-3.882,-3.763,-3.622,-3.409,-2.817,-2.226,-2.013,-0.7,-0.936,-2.817422,-2.817422,0.848365,0.138663,1.020799,-2.817422,-2.817422,0.804153,0,0.507904,0.831434,-1.903583,0.53079,8.509527,115.223392
2018-648-FA,T0_5,7/24/2018,15:52:00,48.147217,-123.569097,Surface,18-648FA_48,0.459317,0.940229,0.005437,0.465987,2.155189,4.543371,7.514037,10.484703,12.814637,13.882523,13.494201,11.552589,8.513967,5.3006,2.970666,1.524165,0.718396,0.427155,0.194161,0.095139,0.155329,0.135913,0.020387,0,0,0,0,0,0,0,0,0,0,0.000653,0.030689,0.153771,0.208946,0.181196,0.161117,0.133693,0.112962,0.09876,0.08668,0.078192,0.075253,0.069213,0.06905,0.060072,0.049951,0.036076,0.020895,0.004734,0,0,1.399546,96.948164,0.595642,1.056648,1.65229,-0.177,0.058,0.248,0.469,0.945,1.429,1.666,1.897,2.241,0.945239,0.953096,0.720969,0.044194,1.031961,0.945239,0.957025,0.709034,0.016623,0.122399,0.705546,1.054303,1.518386,3.924418,27.118418
2018-648-FA,T0_5 duplicate,7/24/2018,15:52:00,48.147217,-123.569097,Surface,18-648FA_49,14.368048,0.289785,0,0.143245,1.365042,3.640111,6.639832,8.931754,10.869776,12.386489,12.302227,10.448467,7.600417,4.743941,2.679526,1.322911,0.665668,0.337047,0.117967,0.010954,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000455,0.021728,0.108412,0.144474,0.123997,0.109777,0.090552,0.076901,0.068483,0.060975,0.056197,0.054604,0.04994,0.049599,0.04266,0.035151,0.025141,0.014447,0.003299,0,0,14.657833,84.205375,0.399066,0.737726,1.136791,-3.304,-2.608,-0.176,0.21,0.831,1.348,1.585,1.801,2.114,0.830944,0.7464,1.261293,-0.335121,1.950867,0.830944,0.704128,0.880613,-0.144008,-1.618986,2.076553,0.611562,2.301341,1.080673,11.692437
