FACS/FAN I.D.,Sample ID,Sample Recovered,Date Collected,Time (GMT),Latitude (deg. N),Longitude (deg. E),Sample Type,Lab ID,Wt. percent in -2.00 phi bin,Wt. percent in -1.00 phi bin,Wt. percent in -0.75 phi bin,Wt. percent in -0.50 phi bin,Wt. percent in -0.25 phi bin,Wt. percent in 0.00 phi bin,Wt. percent in 0.25 phi bin,Wt. percent in 0.50 phi bin,Wt. percent in 0.75 phi bin,Wt. percent in 1.00 phi bin,Wt. percent in 1.25 phi bin,Wt. percent in 1.50 phi bin,Wt. percent in 1.75 phi bin,Wt. percent in 2.00 phi bin,Wt. percent in 2.25 phi bin,Wt. percent in 2.50 phi bin,Wt. percent in 2.75 phi bin,Wt. percent in 3.00 phi bin,Wt. percent in 3.25 phi bin,Wt. percent in 3.50 phi bin,Wt. percent in 3.75 phi bin,Wt. percent in 4.00 phi bin,Wt. percent in 4.25 phi bin,Wt. percent in 4.50 phi bin,Wt. percent in 4.75 phi bin,Wt. percent in 5.00 phi bin,Wt. percent in 5.25 phi bin,Wt. percent in 5.50 phi bin,Wt. percent in 5.75 phi bin,Wt. percent in 6.00 phi bin,Wt. percent in 6.25 phi bin,Wt. percent in 6.50 phi bin,Wt. percent in 6.75 phi bin,Wt. percent in 7.00 phi bin,Wt. percent in 7.25 phi bin,Wt. percent in 7.50 phi bin,Wt. percent in 7.75 phi bin,Wt. percent in 8.00 phi bin,Wt. percent in 8.25 phi bin,Wt. percent in 8.50 phi bin,Wt. percent in 8.75 phi bin,Wt. percent in 9.00 phi bin,Wt. percent in 9.25 phi bin,Wt. percent in 9.50 phi bin,Wt. percent in 9.75 phi bin,Wt. percent in 10.00 phi bin,Wt. percent in 10.25 phi bin,Wt. percent in 10.50 phi bin,Wt. percent in 10.75 phi bin,Wt. percent in 11.00 phi bin,Wt. percent in 11.25 phi bin,Wt. percent in 11.50 phi bin,Wt. percent in 12.00 phi bin,Wt. percent in 13.00 phi bin,Percent Gravel,Percent Sand,Percent Silt,Percent Clay,Percent Mud,D5 Phi, D10 Phi, D16 Phi, D25 Phi, D50 Phi, D75 Phi, D84 Phi, D90 Phi, D95 Phi, F-W Median, F-W Mean, F-W Sorting, F-W Skewness, F-W Kurtosis, Inman Median, Inman Mean, Inman Sorting, Inman Skew 16-84, Inman Skew 05-95, Inman Kurtosis,Moment 1 Mean,Moment 2 Variance,Moment 3 Skewness,Moment 4 Kurtosis,
2015-605-FA,T08_3,yes,1/28/2015,22:04,48.151978,-123.5522,grab, 15-605OS_47,0,0,0,0,0,0,0.02,0.06,0.4,1.12,1.69,3.21,6.96,12.53,17.22,18.14,14.46,8.64,4.04,1.68,0.87,0.6,0.4,0.25,0.21,0.22,0.22,0.22,0.24,0.29,0.38,0.45,0.5,0.51,0.51,0.49,0.45,0.42,0.37,0.32,0.29,0.26,0.24,0.22,0.21,0.18,0.16,0.12,0.1,0.07,0.04,0.01,0,0,0,91.64,5.76,2.6,8.36,1.41,1.66,1.81,1.99,2.35,2.74,2.99,3.47,6.74,2.35,2.38,1.1,0.37,2.92,2.35,2.4,0.59,0.09,2.94,3.55,2.69,2.35,2.91,12.01, 
2015-605-FA,T08_4,yes,1/28/2015,22:06,48.151545,-123.552562,grab, 15-605OS_48,0,0,0,0,0,0.01,0.14,0.32,0.66,1.15,1.72,2.72,4.91,8.36,11.91,13.84,13.23,10.64,7.51,4.97,3.24,2.07,1.25,0.74,0.49,0.4,0.36,0.34,0.36,0.44,0.54,0.62,0.66,0.67,0.66,0.64,0.59,0.54,0.48,0.42,0.37,0.33,0.31,0.28,0.26,0.23,0.2,0.16,0.13,0.09,0.05,0.01,0,0,0,87.39,9.29,3.32,12.61,1.36,1.69,1.9,2.12,2.58,3.18,3.65,4.83,7.28,2.58,2.71,1.33,0.4,2.29,2.58,2.77,0.87,0.22,1.99,2.39,3,2.9,2.24,8.35, 
2015-605-FA,T10_1,yes,1/28/2015,22:10,48.153847,-123.546044,grab, 15-605OS_49,99.28,0.53,0.05,0.01,0.02,0,0.02,0,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.81,0.19,0,0,0,-3.9,-3.8,-3.68,-3.5,-2.99,-2.49,-2.31,-2.19,-2.09,-2.99,-2.99,0.62,0,0.74,-2.99,-2.99,0.68,0,0,0.32,-2.11,0.02,21.25,566.94, 
2015-605-FA,T10_2,yes,1/28/2015,22:13,48.152388,-123.547013,grab, 15-605OS_50,9.04,3.77,0.08,0.25,0.73,1.69,3.2,5.15,7.32,9.51,11.01,11.51,10.59,8.59,5.88,3.35,1.65,0.9,0.63,0.48,0.31,0.17,0.1,0.09,0.1,0.11,0.11,0.12,0.14,0.17,0.21,0.25,0.27,0.27,0.27,0.25,0.23,0.21,0.19,0.16,0.14,0.13,0.12,0.11,0.1,0.09,0.08,0.06,0.05,0.03,0.02,0,0,0,12.81,83.02,2.9,1.27,4.17,-2.89,-0.62,0.04,0.54,1.21,1.78,2.06,2.37,3.32,1.21,1.11,1.45,-0.24,2.05,1.21,1.05,1.01,-0.16,-0.99,2.07,1.15,3.29,1.34,8.76, 
2015-605-FA,T10_3,yes,1/28/2015,22:15,48.151571,-123.547448,grab, 15-605OS_51,0,0.38,0,0,0,0.03,0.21,0.65,1.45,2.74,4.48,7.03,10.53,14,15.79,14.57,10.71,6.17,2.9,1.24,0.63,0.42,0.28,0.19,0.18,0.19,0.19,0.18,0.19,0.23,0.28,0.33,0.35,0.36,0.36,0.34,0.31,0.29,0.26,0.23,0.21,0.19,0.17,0.16,0.15,0.13,0.11,0.08,0.07,0.05,0.03,0.01,0,0,0.38,93.54,4.25,1.83,6.08,0.97,1.25,1.47,1.7,2.14,2.57,2.81,3.11,5.33,2.14,2.14,0.99,0.23,2.05,2.14,2.14,0.67,0,1.51,2.27,2.36,2.05,2.93,13.99, 
2015-605-FA,T10_4,yes,1/28/2015,22:17,48.150971,-123.548043,grab, 15-605OS_52,0,1.14,0,0.04,0.22,0.52,0.86,1.15,1.54,2.15,2.75,3.52,4.98,7.18,9.41,10.81,11.09,10.08,8.39,6.21,4.07,2.4,1.31,0.71,0.46,0.35,0.3,0.27,0.28,0.34,0.44,0.53,0.58,0.61,0.6,0.58,0.53,0.49,0.44,0.38,0.34,0.31,0.29,0.27,0.25,0.22,0.19,0.15,0.12,0.08,0.05,0.01,0,0,1.14,87.36,8.39,3.12,11.5,0.68,1.22,1.62,1.97,2.59,3.23,3.62,4.31,7.13,2.59,2.61,1.48,0.22,2.11,2.59,2.62,1,0.03,1.32,2.22,2.85,3.2,1.75,7.54, 
2015-605-FA,T12_1,yes,1/28/2015,22:27,48.154268,-123.540061,grab, 15-605OS_53,1.22,11.31,5.2,5.7,6.6,7.76,8.75,9.18,8.83,7.65,6.17,4.97,4.21,3.56,2.72,1.74,0.93,0.52,0.35,0.27,0.19,0.14,0.12,0.12,0.11,0.1,0.09,0.08,0.08,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.04,0.03,0.02,0.01,0.01,0,0,0,12.53,85.43,1.47,0.56,2.04,-0.64,-0.83,-0.83,-0.44,0.35,1.11,1.54,1.92,2.42,0.35,0.35,1.06,0.18,0.81,0.35,0.35,1.19,0,0.46,0.29,0.48,2.01,2.26,13.52, 
2015-605-FA,T12_2,yes,1/28/2015,22:33,48.151373,-123.542805,grab, 15-605OS_54,0.6,1.58,0,0,0.15,0.77,1.96,3.73,6.18,9.45,12.57,14.46,14.37,12.19,8.66,5.12,2.46,1.07,0.48,0.25,0.15,0.09,0.05,0.05,0.06,0.08,0.08,0.09,0.11,0.15,0.2,0.23,0.25,0.26,0.26,0.24,0.22,0.2,0.18,0.15,0.14,0.12,0.11,0.1,0.09,0.08,0.07,0.05,0.04,0.03,0.02,0,0,0,2.17,94.11,2.53,1.18,3.72,0.25,0.56,0.78,1.01,1.48,1.94,2.17,2.41,2.92,1.48,1.48,0.75,0.04,1.18,1.48,1.48,0.69,0,0.15,0.93,1.62,1.93,2.9,16.54, 
2015-605-FA,T12_3,yes,1/28/2015,22:36,48.150059,-123.543159,grab, 15-605OS_55,0,0,0,0,0,0,0.04,0.16,0.55,1.21,1.76,2.44,4.18,7.54,11.85,15.25,16.17,13.52,9.08,4.88,2.18,0.93,0.46,0.3,0.24,0.22,0.2,0.19,0.22,0.28,0.38,0.45,0.5,0.53,0.52,0.51,0.46,0.42,0.38,0.32,0.28,0.24,0.2,0.18,0.17,0.15,0.14,0.11,0.09,0.06,0.04,0.01,0,0,0,91.75,5.89,2.36,8.25,1.39,1.74,1.95,2.17,2.58,3.01,3.26,3.65,6.66,2.58,2.6,1.12,0.29,2.56,2.58,2.61,0.65,0.04,2.2,3.02,2.85,2.19,2.7,11.51, 
2015-605-FA,T14_1,yes,1/28/2015,22:42,48.15159,-123.536053,grab, 15-605OS_56,83.96,1.66,0.47,0.44,0.48,0.52,0.53,0.45,0.41,0.43,0.44,0.43,0.54,0.78,0.99,1.08,1.05,0.85,0.56,0.3,0.18,0.13,0.11,0.09,0.1,0.12,0.12,0.12,0.12,0.14,0.18,0.19,0.2,0.21,0.2,0.19,0.18,0.16,0.14,0.12,0.1,0.09,0.08,0.07,0.06,0.06,0.06,0.05,0.04,0.03,0.02,0,0,0,85.61,11.04,2.44,0.91,3.34,-3.88,-3.76,-3.62,-3.4,-2.81,-2.21,-0.62,1.38,2.85,-2.81,-2.35,1.77,0.57,2.32,-2.81,-2.12,1.5,0.46,1.53,1.25,-1.4,4.06,3.24,13.87, 
2015-605-FA,T14_2,yes,1/28/2015,22:47,48.149883,-123.537657,grab, 15-605OS_57,98.67,0.96,0.06,0.04,0.04,0.04,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.63,0.37,0,0,0,-3.9,-3.8,-3.68,-3.49,-2.99,-2.48,-2.3,-2.18,-2.07,-2.99,-2.99,0.62,0,0.74,-2.99,-2.99,0.69,0,0,0.32,-2.11,0.04,14.27,263.28, 
2015-605-FA,T14_3,yes,1/28/2015,22:51,48.148996,-123.538287,grab, 15-605OS_58,93.13,3.3,0.48,0.44,0.39,0.36,0.33,0.3,0.26,0.23,0.19,0.15,0.11,0.08,0.06,0.05,0.04,0.03,0.02,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.43,3.53,0.03,0.01,0.04,-3.89,-3.79,-3.66,-3.46,-2.93,-2.39,-2.2,-2.07,-0.71,-2.93,-2.93,0.85,0.2,1.21,-2.93,-2.93,0.73,0,0.85,1.18,-2,0.28,6.37,62.2, 
2015-605-FA,T14_4,yes,1/28/2015,22:54,48.148451,-123.539073,grab, 15-605OS_59,0,0,0,0,0,0.05,0.24,0.51,0.86,1.24,1.59,2.57,5.13,9.48,14.13,16.92,16.08,12,6.96,3.12,1.16,0.5,0.33,0.25,0.2,0.18,0.18,0.19,0.22,0.29,0.37,0.43,0.47,0.48,0.47,0.45,0.41,0.37,0.33,0.28,0.25,0.23,0.2,0.19,0.17,0.14,0.12,0.09,0.07,0.05,0.03,0.01,0,0,0,92.55,5.28,2.18,7.45,1.31,1.67,1.87,2.07,2.46,2.88,3.11,3.43,6.4,2.46,2.48,1.08,0.3,2.57,2.46,2.49,0.62,0.04,2.24,3.1,2.72,2.11,2.81,12.38, 
2015-605-FA,T15_1,yes,1/28/2015,23:00,48.150629,-123.53065,grab, 15-605OS_60,85.57,1.92,0.27,0.3,0.36,0.42,0.48,0.5,0.51,0.53,0.58,0.69,0.91,1.14,1.26,1.15,0.86,0.54,0.31,0.17,0.11,0.07,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.07,0.08,0.08,0.07,0.07,0.06,0.06,0.05,0.05,0.04,0.04,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.01,0.01,0,0,0,87.5,11.14,0.97,0.39,1.36,-3.88,-3.77,-3.63,-3.42,-2.83,-2.25,-2.04,0.59,2.17,-2.83,-2.83,1.31,0.33,2.12,-2.83,-2.83,0.79,0,2.48,2.81,-1.57,2.52,3.53,17.55, 
2015-605-FA,T15_2,yes,1/28/2015,23:06,48.14882,-123.533183,grab, 15-605OS_61,78.02,0.02,0.18,0.3,0.56,0.91,1.24,1.4,1.48,1.51,1.39,1.19,1.15,1.32,1.49,1.44,1.16,0.79,0.49,0.29,0.19,0.13,0.11,0.1,0.12,0.13,0.14,0.13,0.14,0.15,0.17,0.19,0.19,0.19,0.19,0.18,0.16,0.15,0.13,0.11,0.1,0.09,0.08,0.07,0.07,0.06,0.05,0.04,0.03,0.02,0.01,0,0,0,78.04,18.64,2.44,0.88,3.32,-3.87,-3.74,-3.59,-3.36,-2.72,-2.08,0.73,1.87,2.82,-2.72,-1.86,2.09,0.63,2.14,-2.72,-1.43,2.16,0.6,1.01,0.55,-1.17,4.42,2.62,10.4, 
2015-605-FA,T15_3,yes,1/28/2015,23:13,48.147425,-123.535466,grab, 15-605OS_62,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,-3.9,-3.8,-3.68,-3.5,-3,-2.5,-2.32,-2.2,-2.1,-3,-3,0.61,0,0.74,-3,-3,0.68,0,0,0.32,-2.13,0,0,0,
2015-605-FA,T15_4,yes,1/28/2015,23:15,48.147079,-123.536274,grab, 15-605OS_63,0,0,0,0,0,0.01,0.1,0.3,0.74,1.58,2.83,5.09,9.04,13.88,17.14,16.77,12.49,7.14,3.25,1.33,0.65,0.39,0.24,0.15,0.15,0.16,0.17,0.17,0.2,0.27,0.36,0.43,0.47,0.49,0.48,0.46,0.42,0.38,0.34,0.29,0.26,0.23,0.21,0.19,0.18,0.15,0.13,0.1,0.08,0.06,0.03,0.01,0,0,0,92.73,5,2.27,7.27,1.21,1.48,1.67,1.86,2.24,2.65,2.89,3.22,6.49,2.24,2.27,1.1,0.34,2.73,2.24,2.28,0.61,0.06,2.64,3.32,2.54,2.25,2.97,12.73, 
