FACS/FAN I.D.,Sample ID,Sample Recovered,Date Collected,Time (GMT),Latitude (deg. N),Longitude (deg. E),Sample Type,Lab ID,Wt. percent in -2.00 phi bin,Wt. percent in -1.00 phi bin,Wt. percent in -0.75 phi bin,Wt. percent in -0.50 phi bin,Wt. percent in -0.25 phi bin,Wt. percent in 0.00 phi bin,Wt. percent in 0.25 phi bin,Wt. percent in 0.50 phi bin,Wt. percent in 0.75 phi bin,Wt. percent in 1.00 phi bin,Wt. percent in 1.25 phi bin,Wt. percent in 1.50 phi bin,Wt. percent in 1.75 phi bin,Wt. percent in 2.00 phi bin,Wt. percent in 2.25 phi bin,Wt. percent in 2.50 phi bin,Wt. percent in 2.75 phi bin,Wt. percent in 3.00 phi bin,Wt. percent in 3.25 phi bin,Wt. percent in 3.50 phi bin,Wt. percent in 3.75 phi bin,Wt. percent in 4.00 phi bin,Wt. percent in 4.25 phi bin,Wt. percent in 4.50 phi bin,Wt. percent in 4.75 phi bin,Wt. percent in 5.00 phi bin,Wt. percent in 5.25 phi bin,Wt. percent in 5.50 phi bin,Wt. percent in 5.75 phi bin,Wt. percent in 6.00 phi bin,Wt. percent in 6.25 phi bin,Wt. percent in 6.50 phi bin,Wt. percent in 6.75 phi bin,Wt. percent in 7.00 phi bin,Wt. percent in 7.25 phi bin,Wt. percent in 7.50 phi bin,Wt. percent in 7.75 phi bin,Wt. percent in 8.00 phi bin,Wt. percent in 8.25 phi bin,Wt. percent in 8.50 phi bin,Wt. percent in 8.75 phi bin,Wt. percent in 9.00 phi bin,Wt. percent in 9.25 phi bin,Wt. percent in 9.50 phi bin,Wt. percent in 9.75 phi bin,Wt. percent in 10.00 phi bin,Wt. percent in 10.25 phi bin,Wt. percent in 10.50 phi bin,Wt. percent in 10.75 phi bin,Wt. percent in 11.00 phi bin,Wt. percent in 11.25 phi bin,Wt. percent in 11.50 phi bin,Wt. percent in 12.00 phi bin,Wt. percent in 13.00 phi bin,Percent Gravel,Percent Sand,Percent Silt,Percent Clay,Percent Mud,D5 Phi, D10 Phi, D16 Phi, D25 Phi, D50 Phi, D75 Phi, D84 Phi, D90 Phi, D95 Phi, F-W Median, F-W Mean, F-W Sorting, F-W Skewness, F-W Kurtosis, Inman Median, Inman Mean, Inman Sorting, Inman Skew 16-84, Inman Skew 05-95, Inman Kurtosis,Moment 1 Mean,Moment 2 Variance,Moment 3 Skewness,Moment 4 Kurtosis,
2014-620-FA,T10_2,yes,5/12/2014,19:32:11,48.152530,-123.546762,grab, 620FA_35,60.91,4.97,0.00,0.02,0.23,0.67,1.19,1.66,2.24,3.22,4.38,5.19,5.03,3.90,2.36,1.08,0.40,0.20,0.14,0.11,0.07,0.05,0.04,0.04,0.05,0.05,0.05,0.06,0.06,0.07,0.09,0.11,0.12,0.13,0.13,0.12,0.11,0.10,0.09,0.08,0.07,0.06,0.06,0.05,0.05,0.04,0.04,0.03,0.02,0.02,0.01,0.00,0.00,0.00,65.88,32.15,1.35,0.62,1.97,-3.84,-3.67,-3.48,-3.18,-2.36,0.99,1.47,1.77,2.14,-2.36,-1.45,2.14,0.53,0.59,-2.36,-1.00,2.47,0.55,0.61,0.21,-0.93,4.45,1.61,6.43, 
2014-620-FA,T10_3,yes,5/12/2014,19:39:26,48.151591,-123.547388,grab, 620FA_36,0.00,2.97,0.03,0.31,0.90,1.68,2.51,3.44,4.85,7.34,10.41,13.04,14.07,12.76,9.66,6.15,3.25,1.56,0.74,0.38,0.23,0.14,0.10,0.10,0.11,0.11,0.11,0.11,0.13,0.16,0.20,0.22,0.22,0.22,0.21,0.20,0.18,0.16,0.15,0.13,0.12,0.11,0.10,0.09,0.08,0.07,0.06,0.04,0.03,0.02,0.01,0.00,0.00,0.00,2.97,93.47,2.54,1.02,3.56,-0.11,0.38,0.72,1.03,1.55,2.02,2.25,2.49,3.02,1.55,1.51,0.86,-0.07,1.29,1.55,1.49,0.77,-0.08,-0.12,1.04,1.62,1.90,2.53,14.89, 
2014-620-FA,T10_4,yes,5/12/2014,19:43:07,48.151053,-123.547901,grab, 620FA_37,0.00,0.16,0.00,0.05,0.18,0.41,0.70,1.05,1.53,2.27,3.31,5.20,8.36,12.05,14.37,13.92,11.00,7.11,3.95,2.04,1.10,0.65,0.41,0.31,0.30,0.33,0.33,0.32,0.35,0.44,0.56,0.64,0.67,0.67,0.64,0.61,0.55,0.50,0.45,0.38,0.34,0.30,0.27,0.25,0.23,0.19,0.17,0.13,0.11,0.07,0.04,0.01,0.00,0.00,0.16,89.26,7.63,2.95,10.58,0.86,1.27,1.54,1.79,2.26,2.77,3.14,4.38,7.10,2.26,2.31,1.34,0.33,2.63,2.26,2.34,0.80,0.11,2.15,2.89,2.64,3.08,2.24,8.54, 
2014-620-FA,T10_5,yes,5/12/2014,19:45:22,48.150619,-123.548045,grab, 620FA_38,0.00,0.00,0.00,0.00,0.06,0.16,0.22,0.28,0.60,1.15,1.18,1.17,2.21,4.61,7.64,10.33,12.37,12.75,11.33,8.60,5.57,3.17,1.72,1.04,0.78,0.65,0.56,0.50,0.50,0.56,0.69,0.79,0.85,0.87,0.85,0.82,0.74,0.68,0.60,0.52,0.45,0.40,0.35,0.32,0.30,0.26,0.24,0.19,0.16,0.11,0.06,0.01,0.00,0.00,0.00,83.42,12.60,3.98,16.58,1.53,1.94,2.16,2.40,2.91,3.51,4.08,6.10,7.64,2.91,3.05,1.41,0.38,2.25,2.91,3.12,0.96,0.22,1.74,2.18,3.34,3.16,1.89,6.79, 
2014-620-FA,T12_5,yes,5/12/2014,19:49:13,48.149217,-123.544091,grab, 620FA_39,0.00,0.00,0.00,0.00,0.04,0.11,0.18,0.21,0.41,0.81,1.04,1.29,2.20,3.99,6.24,8.43,10.26,11.37,11.22,9.66,7.06,4.39,2.39,1.31,0.88,0.70,0.60,0.55,0.57,0.69,0.89,1.05,1.14,1.17,1.14,1.10,0.99,0.90,0.79,0.67,0.57,0.49,0.43,0.38,0.36,0.32,0.31,0.26,0.21,0.15,0.08,0.02,0.00,0.00,0.00,78.89,16.08,5.03,21.11,1.62,1.99,2.23,2.50,3.08,3.78,4.94,6.82,8.01,3.08,3.42,1.64,0.46,2.05,3.08,3.59,1.35,0.37,1.28,1.36,3.59,3.66,1.64,5.44, 
2014-620-FA,T12_3,yes,5/12/2014,19:56:20,48.150369,-123.543482,grab, 620FA_40,0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.22,0.49,1.00,1.35,1.88,3.67,7.28,11.84,15.34,15.97,13.12,8.73,4.76,2.29,1.13,0.65,0.45,0.37,0.35,0.34,0.34,0.36,0.42,0.51,0.58,0.62,0.63,0.62,0.59,0.54,0.50,0.45,0.38,0.34,0.30,0.27,0.25,0.23,0.20,0.17,0.13,0.10,0.07,0.04,0.01,0.00,0.00,0.00,89.19,7.87,2.94,10.81,1.49,1.81,2.00,2.20,2.61,3.08,3.40,4.34,7.08,2.61,2.67,1.20,0.36,2.62,2.61,2.70,0.70,0.13,2.38,2.98,2.97,2.57,2.45,9.52, 
2014-620-FA,T12_2,yes,5/12/2014,20:01:28,48.151536,-123.542432,grab, 620FA_41,0.00,1.46,0.00,0.00,0.07,0.54,1.46,2.99,5.48,9.30,13.33,16.11,16.11,13.33,8.81,4.60,1.85,0.70,0.34,0.21,0.13,0.07,0.04,0.05,0.05,0.06,0.06,0.07,0.09,0.12,0.16,0.19,0.20,0.21,0.21,0.20,0.19,0.17,0.15,0.13,0.11,0.10,0.09,0.09,0.08,0.07,0.06,0.05,0.04,0.03,0.02,0.00,0.00,0.00,1.46,95.44,2.08,1.02,3.10,0.40,0.68,0.88,1.08,1.49,1.90,2.11,2.30,2.69,1.49,1.49,0.65,0.02,1.14,1.49,1.49,0.62,0.00,0.08,0.86,1.61,1.58,3.47,20.88, 
2014-620-FA,T12_2 duplicate,yes,5/12/2014,20:01:28,48.151536,-123.542432,grab, 620FA_41dup,0.00,1.13,0.00,0.00,0.09,0.52,1.41,2.91,5.41,9.43,13.77,16.58,16.58,13.47,8.82,4.51,1.75,0.65,0.31,0.20,0.12,0.05,0.02,0.03,0.05,0.06,0.06,0.06,0.07,0.10,0.12,0.14,0.15,0.15,0.15,0.14,0.13,0.12,0.11,0.09,0.08,0.07,0.07,0.07,0.06,0.05,0.04,0.03,0.03,0.02,0.01,0.00,0.00,0.00,1.13,96.58,1.55,0.73,2.29,0.43,0.70,0.89,1.09,1.48,1.88,2.08,2.25,2.55,1.48,1.48,0.62,0.00,1.09,1.48,1.48,0.59,0.00,0.01,0.79,1.57,1.24,3.67,24.99, 
2014-620-FA,T12_1,yes,5/12/2014,20:05:43,48.154255,-123.540551,grab, 620FA_42,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,-3.90,-3.80,-3.68,-3.50,-3.00,-2.50,-2.32,-2.20,-2.10,-3.00,-3.00,0.61,0.00,0.74,-3.00,-3.00,0.68,0.00,0.00,0.32,-2.38,0.00,0.00,0.00,
2014-620-FA,T12_4,no,5/12/2014,20:05:43,48.154255,-123.540551,grab,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
