FACS/FAN I.D.,Sample ID,Sample Recovered,Date Collected,Time (GMT),Latitude (deg. N),Longitude (deg. E),Sample Type,Lab ID,Wt. percent in -2.00 phi bin,Wt. percent in -1.00 phi bin,Wt. percent in -0.75 phi bin,Wt. percent in -0.50 phi bin,Wt. percent in -0.25 phi bin,Wt. percent in 0.00 phi bin,Wt. percent in 0.25 phi bin,Wt. percent in 0.50 phi bin,Wt. percent in 0.75 phi bin,Wt. percent in 1.00 phi bin,Wt. percent in 1.25 phi bin,Wt. percent in 1.50 phi bin,Wt. percent in 1.75 phi bin,Wt. percent in 2.00 phi bin,Wt. percent in 2.25 phi bin,Wt. percent in 2.50 phi bin,Wt. percent in 2.75 phi bin,Wt. percent in 3.00 phi bin,Wt. percent in 3.25 phi bin,Wt. percent in 3.50 phi bin,Wt. percent in 3.75 phi bin,Wt. percent in 4.00 phi bin,Wt. percent in 4.25 phi bin,Wt. percent in 4.50 phi bin,Wt. percent in 4.75 phi bin,Wt. percent in 5.00 phi bin,Wt. percent in 5.25 phi bin,Wt. percent in 5.50 phi bin,Wt. percent in 5.75 phi bin,Wt. percent in 6.00 phi bin,Wt. percent in 6.25 phi bin,Wt. percent in 6.50 phi bin,Wt. percent in 6.75 phi bin,Wt. percent in 7.00 phi bin,Wt. percent in 7.25 phi bin,Wt. percent in 7.50 phi bin,Wt. percent in 7.75 phi bin,Wt. percent in 8.00 phi bin,Wt. percent in 8.25 phi bin,Wt. percent in 8.50 phi bin,Wt. percent in 8.75 phi bin,Wt. percent in 9.00 phi bin,Wt. percent in 9.25 phi bin,Wt. percent in 9.50 phi bin,Wt. percent in 9.75 phi bin,Wt. percent in 10.00 phi bin,Wt. percent in 10.25 phi bin,Wt. percent in 10.50 phi bin,Wt. percent in 10.75 phi bin,Wt. percent in 11.00 phi bin,Wt. percent in 11.25 phi bin,Wt. percent in 11.50 phi bin,Wt. percent in 12.00 phi bin,Wt. percent in 13.00 phi bin,Percent Gravel,Percent Sand,Percent Silt,Percent Clay,Percent Mud,D5 Phi, D10 Phi, D16 Phi, D25 Phi, D50 Phi, D75 Phi, D84 Phi, D90 Phi, D95 Phi, F-W Median, F-W Mean, F-W Sorting, F-W Skewness, F-W Kurtosis, Inman Median, Inman Mean, Inman Sorting, Inman Skew 16-84, Inman Skew 05-95, Inman Kurtosis,Moment 1 Mean,Moment 2 Variance,Moment 3 Skewness,Moment 4 Kurtosis
2017-638-FA,TW3_2,Yes,7/20/2017,18:07:00,48.145811,-123.571308,Grab,17-638FA_21,0,0,0,0,0,0,0,0,0,0,0,0.000271,0.099392,0.768027,2.096262,4.63527,9.12597,14.095558,17.529091,16.986955,12.559504,6.876102,2.665506,0.813205,0.37046,0.263966,0.270624,0.506115,0.605513,0.572371,0.609109,0.667307,0.707451,0.719749,0.703042,0.672737,0.613364,0.561474,0.504559,0.437787,0.391905,0.357372,0.333283,0.317833,0.311083,0.290275,0.284998,0.242965,0.198348,0.139734,0.078347,0.017113,0,0,0,84.772403,11.321995,3.905603,15.227597,2.39,2.585,2.737,2.912,3.276,3.692,3.971,5.643,7.533,3.275678,3.327969,1.087532,0.391449,2.700045,3.275678,3.354114,0.616633,0.127201,2.734312,3.170085,3.67247,2.361545,2.542363,9.518303
2017-638-FA,TW3_3,Yes,7/20/2017,18:09:00,48.145573,-123.570967,Grab,17-638FA_22,0,0,0,0,0,0,0,0,0,0,0,0.027199,0.426113,1.3962,2.93746,5.693595,10.154183,14.596638,16.953859,15.593924,11.242131,6.146907,2.502281,0.84316,0.389848,0.273263,0.336456,0.55035,0.580738,0.529463,0.566232,0.63782,0.688826,0.707025,0.691411,0.65884,0.596149,0.539033,0.478961,0.41214,0.368656,0.339074,0.320673,0.312547,0.31107,0.292098,0.28545,0.235284,0.183405,0.119405,0.06719,0.014942,0,0,0,85.168208,11.090895,3.740897,14.831792,2.263,2.486,2.656,2.836,3.221,3.66,3.951,5.476,7.453,3.221124,3.276021,1.110002,0.379015,2.58043,3.221124,3.303469,0.647089,0.127254,2.529878,3.010743,3.604188,2.368906,2.51812,9.519685
2017-638-FA,TW3_4,Yes,7/20/2017,18:11:00,48.145226,-123.570402,Grab,17-638FA_23,2.599543,1.611812,0,0.02745,0.329403,0.988208,1.830014,2.57117,3.403826,4.575035,5.608993,6.5606,7.905661,9.424572,10.522581,10.705582,9.607574,7.365807,4.748886,2.57117,1.189509,0.475804,0.183001,0.091501,0.082351,0.073622,0.081868,0.152095,0.204576,0.216992,0.25427,0.304603,0.342084,0.357869,0.354136,0.338045,0.304615,0.273857,0.242053,0.208435,0.188236,0.175908,0.169128,0.16332,0.155318,0.132968,0.110035,0.079044,0.062328,0.043798,0.024847,0.005896,0,0,4.211356,90.411845,3.615485,1.761315,5.3768,-0.091,0.504,0.904,1.31,2.065,2.666,2.944,3.229,4.817,2.064923,1.970951,1.253528,-0.008472,1.48344,2.064923,1.923965,1.019756,-0.138227,0.291865,1.406502,2.089034,2.93509,1.408527,8.941464
2017-638-FA,T0_B,Yes,7/20/2017,18:16:00,48.149056,-123.572272,Grab,17-638FA_24,40.264933,22.413979,6.224889,6.261722,5.893386,5.046212,3.904368,2.773575,1.863783,1.233928,0.832441,0.570922,0.401487,0.279936,0.213635,0.165751,0.132601,0.121551,0.103134,0.088401,0.069984,0.036834,0.021732,0.029099,0.032414,0.02652,0.025415,0.0284,0.029258,0.03632,0.045431,0.053015,0.061257,0.065606,0.0668,0.066183,0.06143,0.056628,0.050872,0.044411,0.041282,0.040656,0.041157,0.042049,0.04117,0.033937,0.024511,0.013857,0.010594,0.007372,0.004198,0.000976,0,0,62.678911,36.218539,0.705508,0.397042,1.10255,-3.752,-3.503,-3.205,-2.758,-0.66,-0.506,-0.105,0.249,0.818,-0.659944,-1.323331,1.467557,-0.497453,0.831758,-0.659944,-1.655024,1.55024,-0.641888,-0.520345,0.473992,-1.055915,1.837753,3.284858,21.780217
2017-638-FA,T0_C,Yes,7/20/2017,18:22:00,48.150144,-123.572350,Grab,17-638FA_25,96.484332,1.232206,0.206051,0.202338,0.178763,0.138666,0.10581,0.092073,0.081306,0.065713,0.059402,0.067198,0.080564,0.085576,0.089289,0.089103,0.066642,0.058845,0.06033,0.046408,0.024132,0.011509,0.008539,0.005755,0.00297,0.002228,0.002599,0.002533,0.007596,0.034858,0.045541,0.039254,0.036729,0.033645,0.030285,0.0276,0.023952,0.021076,0.018587,0.015902,0.014357,0.013335,0.012724,0.012598,0.012588,0.011741,0.011334,0.00932,0.007448,0.005092,0.002874,0.000686,0,0,97.716537,1.809717,0.325159,0.148586,0.473745,-3.896,-3.793,-3.668,-3.482,-2.964,-2.445,-2.259,-2.134,-2.031,-2.963562,-2.963562,0.635054,0,0.737705,-2.963562,-2.963562,0.704778,0,0,0.323529,-2.014625,0.631049,10.007509,117.848733
2017-638-FA,T1_A,Yes,7/20/2017,18:27:00,48.151082,-123.569805,Grab,17-638FA_26,81.820344,6.282623,1.513021,1.490097,1.45571,1.386936,1.237926,1.029313,0.824138,0.621256,0.453906,0.327821,0.241854,0.20059,0.169642,0.113477,0.057311,0.049288,0.048142,0.032094,0.01834,0.013755,0.009743,0.006075,0.00619,0.006419,0.007053,0.010557,0.022403,0.028619,0.026827,0.029253,0.034557,0.03792,0.039299,0.039522,0.037079,0.03468,0.031485,0.027331,0.024851,0.02332,0.022553,0.022178,0.021465,0.018536,0.015306,0.010714,0.008457,0.005885,0.003357,0.000785,0,0,88.102967,11.284616,0.376195,0.236222,0.612417,-3.878,-3.756,-3.609,-3.389,-2.778,-2.167,-0.64,-0.685,0.212,-2.77781,-2.342266,1.361819,0.451083,1.371319,-2.77781,-2.124494,1.484405,0.44012,0.63646,0.377478,-1.746227,1.183553,5.239958,42.189699
2017-638-FA,T1_B,Yes,7/20/2017,18:34:00,48.151605,-123.570248,Grab,17-638FA_27,88.332297,3.423405,0.207581,0.203708,0.216101,0.241661,0.281163,0.326862,0.404318,0.536767,0.679285,0.782301,0.813283,0.771457,0.643655,0.472479,0.323764,0.232366,0.169628,0.120831,0.080554,0.045719,0.021591,0.026277,0.04679,0.050667,0.044208,0.038655,0.036682,0.035079,0.035016,0.035823,0.036096,0.033969,0.032065,0.029005,0.025165,0.022159,0.01928,0.016406,0.014853,0.013833,0.013423,0.013137,0.012791,0.011215,0.009752,0.006996,0.004987,0.002922,0.001603,0.000371,0,0,91.755702,7.553481,0.549248,0.141569,0.690817,-3.887,-3.774,-3.638,-3.434,-2.868,-2.302,-2.098,-0.682,1.299,-2.867911,-2.867911,1.170579,0.303511,1.877212,-2.867911,-2.867911,0.76982,0,2.04441,2.367939,-1.765336,1.459638,4.306779,25.659049
2017-638-FA,TW3_4 duplicate,Yes,7/20/2017,18:11:00,48.145226,-123.570402,Grab,17-638FA_28,2.736977,0.751662,0,0.003353,0.111773,0.596124,1.369222,1.97466,2.831588,4.321898,5.597976,6.566677,7.954528,9.780157,11.270467,11.5499,10.339023,7.824126,5.122939,2.906104,1.32265,0.447093,0.149031,0.102459,0.093144,0.081036,0.060667,0.094557,0.170665,0.194847,0.227193,0.266584,0.295172,0.305694,0.299174,0.285142,0.25559,0.228677,0.200801,0.172555,0.157657,0.15049,0.148351,0.146491,0.140935,0.120539,0.095701,0.065277,0.051557,0.035851,0.020486,0.00478,0,0,3.488639,91.890257,3.109632,1.511472,4.621104,0.177,0.722,1.065,1.435,2.126,2.684,2.949,3.214,3.785,2.126136,2.046648,1.017662,-0.103408,1.183269,2.126136,2.006904,0.941961,-0.126578,-0.153673,0.915204,2.134916,2.567492,1.375974,9.980824
2017-638-FA,T1_A_2,Yes,7/20/2017,18:32:00,48.150960,-123.570125,Grab,17-638FA_29,76.961079,11.384169,1.531372,1.35121,1.114749,0.892925,0.716142,0.581021,0.514586,0.528098,0.617053,0.712764,0.72515,0.624935,0.447025,0.271368,0.153137,0.083325,0.058552,0.051796,0.036032,0.021394,0.014638,0.010697,0.009233,0.009571,0.010922,0.01126,0.010247,0.008895,0.009233,0.010584,0.012386,0.012386,0.012386,0.01126,0.009912,0.010136,0.022123,0.02965,0.036308,0.061256,0.055864,0.043083,0.032503,0.02665,0.028256,0.030358,0.032605,0.027925,0.017817,0.003972,0,0,88.345248,11.032634,0.173748,0.44837,0.622118,-3.87,-3.74,-3.584,-3.35,-2.701,-2.051,-0.736,-0.728,0.727,-2.700642,-2.340272,1.408516,0.435376,1.449836,-2.700642,-2.160086,1.424119,0.379572,0.792689,0.613843,-1.658305,1.504582,4.966762,38.197473
2017-638-FA,T1_0,Yes,7/20/2017,18:41:00,48.150684,-123.569088,Grab,17-638FA_30,74.954173,4.071397,1.197225,1.275394,1.41939,1.577786,1.721782,1.79378,1.849321,1.937776,1.931605,1.750581,1.415276,1.007973,0.615069,0.318849,0.156339,0.09874,0.067884,0.047313,0.03497,0.024685,0.015222,0.010491,0.009874,0.010491,0.013021,0.017912,0.029855,0.036246,0.034704,0.037454,0.042771,0.045715,0.046241,0.045374,0.041767,0.038448,0.034599,0.030223,0.027978,0.02672,0.026199,0.02588,0.024447,0.020303,0.015248,0.009484,0.00734,0.005097,0.002895,0.000693,0,0,79.025571,20.241738,0.475587,0.257105,0.732692,-3.867,-3.733,-3.573,-3.333,-2.666,-0.624,-0.076,0.768,1.431,-2.665851,-2.105119,1.676787,0.513877,0.801319,-2.665851,-1.824753,1.748319,0.48109,0.828187,0.51498,-1.451298,2.008752,2.9474,15.782682
2017-638-FA,T1_1,Yes,7/20/2017,18:44:00,48.149935,-123.568402,Grab,17-638FA_31,74.129823,4.639514,0.272293,0.270231,0.391938,0.625037,0.965404,1.340839,1.811164,2.41351,2.887961,2.929218,2.496024,1.792599,1.06442,0.519833,0.245477,0.13821,0.08045,0.057759,0.049508,0.037131,0.014234,0.006395,0.009489,0.009695,0.008735,0.012757,0.028243,0.038105,0.037341,0.041111,0.048443,0.053007,0.054537,0.054448,0.050648,0.046849,0.042579,0.03716,0.034423,0.032539,0.031864,0.031305,0.030245,0.025945,0.021171,0.014776,0.011717,0.008184,0.004652,0.00106,0,0,78.769336,20.389006,0.514037,0.327621,0.841657,-3.865,-3.73,-3.568,-3.326,-2.651,-0.618,0.694,1.272,1.732,-2.651015,-1.84193,1.913565,0.567863,0.847332,-2.651015,-1.437387,2.130938,0.569528,0.743631,0.313374,-1.330936,2.528583,2.52967,11.964049
2017-638-FA,T2_A,Yes,7/20/2017,18:55:00,48.152043,-123.567820,Grab,17-638FA_32,74.454218,3.697351,0,0.001895,0.044352,0.135071,0.270142,0.381022,0.626972,1.294264,2.358706,3.38686,3.769898,3.265901,2.136948,1.082586,0.467709,0.262078,0.195551,0.141119,0.08064,0.04032,0.02016,0.010886,0.00887,0.010821,0.018833,0.05423,0.084506,0.084708,0.092382,0.106253,0.117264,0.123259,0.123935,0.12121,0.112525,0.104749,0.095524,0.084209,0.076362,0.070332,0.065817,0.062077,0.058811,0.051744,0.046465,0.036483,0.029297,0.020373,0.011618,0.002694,0,0,78.151569,19.942035,1.19459,0.711806,1.906396,-3.866,-3.731,-3.57,-3.328,-2.657,-0.617,1.311,1.723,2.15,-2.656893,-1.638857,2.131688,0.611941,0.909231,-2.656893,-1.129839,2.440366,0.625748,0.737253,0.232587,-1.160401,3.790915,2.455125,10.368334
2017-638-FA,T2_0,Yes,7/20/2017,18:59:00,48.151421,-123.567050,Grab,17-638FA_33,28.737546,12.386001,2.623823,2.751249,2.977141,3.324667,3.886501,4.581554,5.473538,6.487156,7.008445,6.487156,5.015962,3.22041,1.697086,0.718221,0.301189,0.208516,0.133218,0.081089,0.075297,0.048654,0.016797,0.023748,0.041703,0.039386,0.03361,0.050772,0.076972,0.079879,0.087045,0.100533,0.110828,0.114914,0.113566,0.109209,0.09893,0.089523,0.079623,0.069037,0.063294,0.060745,0.060232,0.059052,0.05653,0.046565,0.03478,0.021482,0.016756,0.011788,0.006722,0.001559,0,0,41.123547,57.100872,1.187415,0.588165,1.775581,-3.652,-3.304,-2.886,-2.26,-0.209,1.066,1.396,1.662,2.005,-0.208691,-0.566463,1.927735,-0.23397,0.697131,-0.208691,-0.745348,2.141126,-0.250642,-0.287075,0.321113,-0.173313,3.195111,1.40311,7.873013
2017-638-FA,T2_1,Yes,7/20/2017,19:02:00,48.150866,-123.566625,Grab,17-638FA_34,49.287406,1.797684,0.548311,1.281009,2.615394,4.221507,5.774245,6.890276,7.375507,6.890276,5.386061,3.391763,1.717717,0.810335,0.422151,0.194092,0.082489,0.058228,0.048523,0.036878,0.029599,0.031055,0.025717,0.018439,0.013101,0.012131,0.021406,0.034595,0.046254,0.04986,0.049865,0.055983,0.064709,0.069556,0.070449,0.069292,0.063846,0.0584,0.051984,0.044824,0.041917,0.041286,0.041924,0.04256,0.041068,0.032784,0.021363,0.009983,0.007374,0.005177,0.002942,0.000708,0,0,51.08509,47.805415,0.723601,0.385894,1.109495,-3.797,-3.594,-3.351,-2.986,-0.653,0.591,0.904,1.153,1.465,-0.653044,-1.033371,1.860824,-0.231638,0.602987,-0.653044,-1.223535,2.127212,-0.268187,-0.241276,0.236745,-0.701173,2.760649,1.525394,8.468193
2017-638-FA,T3_A,Yes,7/20/2017,19:07:00,48.153111,-123.565442,Grab,17-638FA_35,25.29168,1.011625,0.394596,2.148356,4.9836,8.184212,10.887925,12.203244,11.837878,9.645678,6.51814,3.536749,1.53454,0.628431,0.306908,0.138839,0.054805,0.027037,0.008038,0.012422,0.026306,0.0095,0.000102,0,0,0,0.000085,0.004205,0.022246,0.033278,0.029316,0.030535,0.037118,0.041323,0.042786,0.043335,0.040714,0.037971,0.034558,0.029865,0.026635,0.02377,0.021515,0.019869,0.018772,0.017005,0.016395,0.013713,0.011154,0.007801,0.004388,0.001036,0,0,26.303305,73.087203,0.363016,0.246477,0.609493,-3.605,-3.209,-2.735,-2.023,0.191,0.71,0.933,1.129,1.38,0.190887,-0.536981,1.672146,-0.559146,0.747309,0.190887,-0.900916,1.833846,-0.595362,-0.710673,0.359021,-0.156589,1.919132,0.798129,9.298034
2017-638-FA,T3_0,Yes,7/20/2017,19:10:00,48.152625,-123.564730,Grab,17-638FA_36,98.598368,0,0,0.000042,0.000964,0.004568,0.010151,0.013094,0.018779,0.032482,0.052073,0.079175,0.108611,0.120792,0.107596,0.084148,0.070242,0.069735,0.072678,0.067502,0.04923,0.025681,0.009136,0.002842,0.001624,0.001381,0.0082,0.029886,0.033755,0.024827,0.022441,0.023798,0.024942,0.025329,0.024679,0.023339,0.020951,0.018816,0.016537,0.014114,0.01247,0.011225,0.010341,0.009747,0.009374,0.008479,0.008035,0.006551,0.005208,0.003581,0.002015,0.000465,0,0,98.598368,0.987543,0.295946,0.118143,0.414089,-3.899,-3.797,-3.675,-3.493,-2.986,-2.479,-2.296,-2.174,-2.073,-2.985784,-2.985784,0.621438,0,0.737705,-2.985784,-2.985784,0.689667,0,0,0.323529,-2.043814,0.554562,10.652345,129.160085
2017-638-FA,T3_1,Yes,7/20/2017,19:14:00,48.151902,-123.564010,Grab,17-638FA_37,0.744545,0,0,0.010765,0.528479,2.309649,5.314149,8.944995,12.820507,16.245833,16.833032,14.190637,9.757286,5.597962,2.818554,1.282051,0.528479,0.244666,0.137013,0.11744,0.107653,0.05872,0.008025,0.000003,0,0,0,0.000119,0.006158,0.037649,0.063681,0.079076,0.096711,0.107068,0.110427,0.110147,0.102589,0.094611,0.084954,0.072498,0.063681,0.056123,0.050385,0.046606,0.044227,0.040448,0.039328,0.03331,0.027152,0.019174,0.010917,0.002519,0,0,0.744545,97.847869,0.816263,0.591322,1.407585,0.092,0.288,0.46,0.652,1.049,1.449,1.654,1.85,2.147,1.048705,1.054321,0.609733,0.041511,1.056521,1.048705,1.05713,0.596833,0.014116,0.118608,0.721328,1.126841,1.102512,4.047365,31.871666
2017-638-FA,T4_A,Yes,7/20/2017,19:27:00,48.153822,-123.562841,Grab,17-638FA_38,71.78271,5.347433,1.517229,1.453802,1.425427,1.430434,1.328618,1.128324,0.976434,0.919684,0.861265,0.752772,0.670986,0.649287,0.602552,0.542463,0.535787,0.514088,0.43564,0.342169,0.242022,0.130191,0.05343,0.038012,0.185491,0.379826,0.391467,0.384453,0.395643,0.382117,0.362294,0.356684,0.352192,0.337195,0.316638,0.29361,0.260645,0.233525,0.207642,0.180205,0.16434,0.153318,0.147455,0.144682,0.143378,0.132775,0.126013,0.103521,0.084032,0.058699,0.033366,0.008033,0,0,77.130143,16.459176,4.723223,1.687458,6.410681,-3.861,-3.721,-3.554,-3.303,-2.607,-0.729,0.196,1.906,5.485,-2.606907,-1.988426,2.353598,0.61324,1.487853,-2.606907,-1.679185,1.875025,0.494778,1.823602,1.492277,-1.010927,5.959485,2.667811,9.795362
2017-638-FA,T4_0,Yes,7/20/2017,19:31:00,48.153240,-123.562381,Grab,17-638FA_39,31.949678,3.485394,0.014462,0.176064,0.962064,2.691265,5.470562,8.866082,11.569923,12.072963,9.683523,5.998754,2.829601,1.13184,0.559632,0.370992,0.207504,0.106896,0.060365,0.06288,0.069168,0.045902,0.006917,0,0,0,0.000209,0.009805,0.052561,0.081332,0.077635,0.083743,0.098531,0.107532,0.111229,0.112515,0.106246,0.10046,0.092262,0.080689,0.072492,0.064937,0.058829,0.054329,0.050953,0.04597,0.044042,0.036648,0.029575,0.020574,0.011734,0.002733,0,0,35.435072,62.950443,0.948717,0.665768,1.614485,-3.687,-3.374,-2.998,-2.435,0.413,0.956,1.174,1.375,1.678,0.412753,-0.470574,1.85604,-0.581667,0.648526,0.412753,-0.912238,2.086187,-0.635126,-0.679248,0.285946,-0.085915,3.10137,1.290692,8.658646
2017-638-FA,T4_1,Yes,7/20/2017,19:36:00,48.152762,-123.561978,Grab,17-638FA_40,1.430431,3.382594,1.111738,1.541486,2.354269,3.307187,4.288133,5.213024,6.464898,8.482842,10.930535,12.799002,12.799002,10.556841,6.829249,3.307187,1.15845,0.420405,0.261585,0.233558,0.168162,0.080344,0.025224,0.028961,0.052317,0.056988,0.05068,0.056035,0.103021,0.138999,0.141986,0.155454,0.176824,0.186773,0.187345,0.183385,0.167561,0.154139,0.139164,0.122327,0.113892,0.107456,0.102975,0.098402,0.091869,0.075329,0.058427,0.038166,0.029846,0.020785,0.011903,0.002842,0,0,4.813025,92.3079,1.865692,1.013383,2.879075,-0.959,-0.234,0.176,0.599,1.282,1.771,1.984,2.194,2.541,1.281912,1.147326,0.982432,-0.251927,1.22352,1.281912,1.080033,0.904382,-0.223223,-0.542962,0.934798,1.249878,2.117494,2.243298,14.134367
2017-638-FA,T4_2,Yes,7/20/2017,19:39:00,48.151744,-123.561227,Grab,17-638FA_41,16.186541,12.928561,3.893685,5.097699,7.111431,9.364558,11.054403,11.124813,9.294148,6.231304,3.471223,1.65464,0.809717,0.48583,0.267559,0.126738,0.084492,0.077451,0.05844,0.055624,0.077451,0.033797,0.000915,0,0,0,0,0.000051,0.002697,0.015926,0.02539,0.029257,0.034346,0.037246,0.038009,0.037806,0.035262,0.032768,0.029715,0.025797,0.022999,0.020709,0.018928,0.017707,0.017046,0.015672,0.015316,0.012975,0.010584,0.00748,0.004274,0.001018,0,0,29.115101,70.375005,0.289674,0.22022,0.509894,-3.382,-2.764,-2.023,-0.768,-0.113,0.462,0.695,0.906,1.193,-0.113367,-0.480517,1.372646,-0.417142,1.524828,-0.113367,-0.664092,1.358957,-0.405256,-0.722159,0.683242,-0.279986,1.483078,1.486707,14.025453
2017-638-FA,T6_1,Yes,7/20/2017,19:46:00,48.153767,-123.557020,Grab,17-638FA_42,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,-3.9,-3.8,-3.68,-3.5,-3,-2.5,-2.32,-2.2,-2.1,-3,-3,0.612727,0,0.737705,-3,-3,0.68,0,0,0.323529,-2.125,0,0,0
2017-638-FA,T6_2,Yes,7/20/2017,19:53:00,48.152549,-123.556808,Grab,17-638FA_43,0.468424,0.112661,0,0.026944,0.779446,2.906084,6.312554,10.392619,14.145509,16.358751,15.588928,12.22095,7.977297,4.599696,2.473058,1.241341,0.606236,0.259815,0.115474,0.144342,0.134719,0.030793,0.000298,0,0,0,0.003726,0.047502,0.113321,0.131328,0.155234,0.186902,0.21205,0.22571,0.228194,0.224158,0.208014,0.19249,0.173552,0.149646,0.131639,0.115805,0.103386,0.093451,0.086931,0.077617,0.073891,0.061473,0.049364,0.034462,0.01956,0.004657,0,0,0.581085,96.314555,1.928927,1.175433,3.10436,0.04,0.236,0.397,0.58,0.979,1.412,1.645,1.894,2.374,0.979453,1.00724,0.665479,0.130802,1.149307,0.979453,1.021133,0.623824,0.066813,0.364328,0.870356,1.179434,1.834835,3.861864,22.0842
2017-638-FA,T6_3,Yes,7/20/2017,19:55:00,48.151708,-123.556843,Grab,17-638FA_44,0,0.179359,0,0,0,0.038443,0.253158,0.543822,1.172029,2.475326,4.622484,7.885413,12.095342,15.658312,16.595935,13.970589,9.151205,4.734998,2.053395,0.900119,0.478188,0.262535,0.112515,0.048756,0.046881,0.056922,0.087629,0.199692,0.273734,0.293892,0.346877,0.409533,0.455474,0.476236,0.472757,0.455646,0.416169,0.380381,0.341361,0.296086,0.265443,0.242116,0.223895,0.209844,0.196213,0.168369,0.147051,0.111839,0.088859,0.061657,0.03506,0.008463,0,0,0.179359,92.891292,4.533093,2.396256,6.929348,1.024,1.279,1.472,1.675,2.081,2.491,2.732,3.072,6.53,2.081026,2.095156,1.149055,0.324893,2.765389,2.081026,2.102221,0.629828,0.033653,2.692811,3.370502,2.381619,2.441765,2.937528,12.57305
2017-638-FA,T15_5,Yes,7/20/2017,20:01:00,48.146604,-123.536437,Grab,17-638FA_45,0,0.081301,0,0,0,0,0.001595,0.093813,0.459683,0.966272,1.322761,1.979451,4.005808,7.82399,12.570919,16.323432,16.980122,13.790486,8.855931,4.53116,1.913782,0.750503,0.337726,0.187626,0.121957,0.089974,0.108024,0.235411,0.313349,0.323588,0.366778,0.420258,0.460026,0.475688,0.468183,0.448234,0.407601,0.370999,0.332912,0.291185,0.264068,0.245848,0.231226,0.218605,0.205501,0.175334,0.148004,0.109875,0.087597,0.060832,0.034674,0.007908,0,0,0.081301,92.369707,5.135422,2.41357,7.548992,1.508,1.797,1.985,2.179,2.568,2.975,3.214,3.526,6.524,2.568202,2.588919,1.067222,0.314003,2.583703,2.568202,2.599277,0.614405,0.050578,2.357122,3.08211,2.837751,2.12212,2.85699,12.487995
2017-638-FA,T15_4,Yes,7/20/2017,20:03:00,48.147000,-123.535668,Grab,17-638FA_46,0,0.463889,0,0.002056,0.117495,0.920381,2.721977,4.925016,7.901567,11.945368,15.47023,16.743097,14.882753,10.672501,6.041223,2.74156,1.096624,0.518938,0.313321,0.195826,0.107704,0.080289,0.062664,0.028395,0.01175,0.011965,0.028718,0.070258,0.091829,0.091047,0.100514,0.118225,0.132137,0.140246,0.140428,0.136148,0.125734,0.114671,0.102764,0.089184,0.080711,0.074545,0.069871,0.066855,0.062559,0.053021,0.044833,0.03257,0.025867,0.018073,0.01028,0.002321,0,0,0.463889,97.397926,1.40473,0.733454,2.138185,0.301,0.533,0.724,0.929,1.338,1.732,1.935,2.131,2.447,1.337674,1.332187,0.627779,0.01003,1.095516,1.337674,1.329444,0.605113,-0.0136,0.059702,0.773611,1.434592,1.215914,4.024372,27.185943
2017-638-FA,T15_3,Yes,7/20/2017,20:06:00,48.147615,-123.534785,Grab,17-638FA_47,99.884,0.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,-3.9,-3.8,-3.68,-3.499,-2.999,-2.498,-2.318,-2.198,-2.098,-2.998839,-2.998839,0.613439,0,0.737705,-2.998839,-2.998839,0.68079,0,0,0.323529,-2.12384,0.001159,29.309898,860.070127
2017-638-FA,T15_2,Yes,7/20/2017,20:08:00,48.148820,-123.533524,Grab,17-638FA_48,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,-3.9,-3.8,-3.68,-3.5,-3,-2.5,-2.32,-2.2,-2.1,-3,-3,0.612727,0,0.737705,-3,-3,0.68,0,0,0.323529,-2.125,0,0,0
2017-638-FA,T14_2,Yes,7/20/2017,20:12:00,48.149956,-123.537599,Grab,17-638FA_49,99.987,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,-3.9,-3.8,-3.68,-3.5,-3,-2.5,-2.32,-2.2,-2.1,-2.99987,-2.99987,0.612807,0,0.737705,-2.99987,-2.99987,0.680088,0,0,0.323529,-2.12487,0.00013,87.688698,7690.307822
