FACS/FAN I.D.,Sample ID,Sample Recovered,Date Collected,Time (GMT),Latitude (deg. N),Longitude (deg. E),Sample Type,Lab ID,Wt. percent in -4.00 phi bin,Wt. percent in -3.75 phi bin,Wt. percent in -3.50 phi bin,Wt. percent in -3.25 phi bin,Wt. percent in -3.00 phi bin,Wt. percent in -2.75 phi bin,Wt. percent in -2.50 phi bin,Wt. percent in -2.25 phi bin,Wt. percent in -2.00 phi bin,Wt. percent in -1.75 phi bin,Wt. percent in -1.50 phi bin,Wt. percent in -1.25 phi bin,Wt. percent in -1.00 phi bin,Wt. percent in -0.75 phi bin,Wt. percent in -0.50 phi bin,Wt. percent in -0.25 phi bin,Wt. percent in 0.00 phi bin,Wt. percent in 0.25 phi bin,Wt. percent in 0.50 phi bin,Wt. percent in 0.75 phi bin,Wt. percent in 1.00 phi bin,Wt. percent in 1.25 phi bin,Wt. percent in 1.50 phi bin,Wt. percent in 1.75 phi bin,Wt. percent in 2.00 phi bin,Wt. percent in 2.25 phi bin,Wt. percent in 2.50 phi bin,Wt. percent in 2.75 phi bin,Wt. percent in 3.00 phi bin,Wt. percent in 3.25 phi bin,Wt. percent in 3.50 phi bin,Wt. percent in 3.75 phi bin,Wt. percent in 4.00 phi bin,Wt. percent in 4.25 phi bin,Wt. percent in 4.50 phi bin,Wt. percent in 4.75 phi bin,Wt. percent in 5.00 phi bin,Wt. percent in 5.25 phi bin,Wt. percent in 5.50 phi bin,Wt. percent in 5.75 phi bin,Wt. percent in 6.00 phi bin,Wt. percent in 6.25 phi bin,Wt. percent in 6.50 phi bin,Wt. percent in 6.75 phi bin,Wt. percent in 7.00 phi bin,Wt. percent in 7.25 phi bin,Wt. percent in 7.50 phi bin,Wt. percent in 7.75 phi bin,Wt. percent in 8.00 phi bin,Wt. percent in 8.25 phi bin,Wt. percent in 8.50 phi bin,Wt. percent in 8.75 phi bin,Wt. percent in 9.00 phi bin,Wt. percent in 9.25 phi bin,Wt. percent in 9.50 phi bin,Wt. percent in 9.75 phi bin,Wt. percent in 10.00 phi bin,Wt. percent in 10.25 phi bin,Wt. percent in 10.50 phi bin,Wt. percent in 10.75 phi bin,Wt. percent in 11.00 phi bin,Wt. percent in 11.25 phi bin,Wt. percent in 11.50 phi bin,Wt. percent in 12.00 phi bin,Wt. percent in 13.00 phi bin,Percent Gravel,Percent Sand,Percent Silt,Percent Clay,Percent Mud,D5 Phi, D10 Phi, D16 Phi, D25 Phi, D50 Phi, D75 Phi, D84 Phi, D90 Phi, D95 Phi, F-W Median, F-W Mean, F-W Sorting, F-W Skewness, F-W Kurtosis, Inman Median, Inman Mean, Inman Sorting, Inman Skew 16-84, Inman Skew 05-95, Inman Kurtosis,Moment 1 Mean,Moment 2 Variance,Moment 3 Skewness,Moment 4 Kurtosis,
W-01-13-PS,T02_2A,yes,3/7/2013,18:00:00,48.150167,-123.565666,surface, W113PS_11,0,0,0,0,0,0,0,1.49,1.35,1.33,1.32,0.74,1.34,2.96,3.32,4.2,5.84,7.88,9.82,11.09,11.46,10.55,8.65,6.26,4.01,2.27,1.14,0.51,0.25,0.14,0.09,0.06,0.05,0.04,0.05,0.05,0.05,0.06,0.07,0.07,0.08,0.09,0.11,0.12,0.12,0.12,0.11,0.1,0.09,0.08,0.07,0.06,0.06,0.05,0.05,0.05,0.04,0.03,0.02,0.02,0.01,0.01,0,0,0,7.56,90.57,1.32,0.55,1.87,-1.59,-0.78,-0.36,0.04,0.69,1.26,1.53,1.77,2.15,0.69,0.62,1.04,-0.17,1.26,0.69,0.58,0.94,-0.12,-0.44,0.98,0.67,1.87,1.94,14.33, 
W-01-13-PS,T02_3,yes,3/7/2013,19:00:00,48.149921,-123.565356,surface, W113PS_12,0,0,11.4,0,0,0,0,0.92,1.08,0.68,1.12,1.79,1.91,3.28,4.27,5.72,7.31,8.53,9.26,9.5,9.26,8.03,6.13,4.04,2.3,1.16,0.54,0.25,0.12,0.07,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.07,0.07,0.07,0.06,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0,0,0,0,0,18.89,79.91,0.88,0.32,1.2,-2.16,-3.11,-1.37,-0.58,0.31,0.97,1.25,1.49,1.83,0.31,0.06,1.26,-0.26,1.05,0.31,-0.06,1.31,-0.28,-0.36,0.52,-0.01,3.03,-0.01,6.54, 
W-01-13-PS,T02_4,yes,3/7/2013,20:00:00,48.149726,-123.565156,surface, W113PS_13,0,0,0,0,0,0,0,0,0,0.59,0.63,0.91,0.63,3.14,4.66,7,9.56,11.5,12.37,12.18,11.11,9.02,6.55,4.22,2.43,1.27,0.61,0.26,0.12,0.06,0.05,0.04,0.03,0.02,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.05,0.06,0.07,0.07,0.07,0.06,0.06,0.05,0.05,0.04,0.04,0.04,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0,0,0,0,0,2.76,96.16,0.76,0.32,1.08,-0.73,-0.52,-0.3,-0.05,0.48,1.02,1.28,1.51,1.84,0.48,0.49,0.78,0.03,0.99,0.48,0.49,0.79,0.01,0.09,0.64,0.54,1.13,2.92,23.02, 
W-01-13-PS,T03_1,yes,3/4/2013,22:13:08,48.151847,-123.564329,grab, W113PS_14,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0.02,0.47,1.67,3.51,5.94,9.01,12.47,14.79,14.98,12.95,9.36,5.62,2.8,1.18,0.55,0.34,0.26,0.21,0.19,0.17,0.14,0.12,0.11,0.12,0.12,0.12,0.12,0.14,0.17,0.19,0.19,0.19,0.18,0.16,0.15,0.13,0.12,0.1,0.09,0.09,0.08,0.07,0.06,0.05,0.04,0.03,0.02,0.01,0,0,0,0.42,96.32,2.37,0.89,3.26,0.2,0.43,0.62,0.84,1.28,1.73,1.96,2.19,2.71,1.28,1.29,0.71,0.08,1.16,1.28,1.29,0.67,0.02,0.26,0.88,1.43,1.57,3.48,20.39, 
W-01-13-PS,T03_A,yes,3/4/2013,22:16:19,48.152189,-123.565352,grab, W113PS_15,0,0,0,0,0,0,0,0,0,0,0.17,0.25,0.07,0,0.1,0.74,2.26,4.63,7.7,11.19,14.5,15.86,14.69,11.29,7.18,3.69,1.57,0.63,0.33,0.21,0.13,0.09,0.08,0.08,0.09,0.09,0.1,0.1,0.1,0.09,0.1,0.12,0.14,0.15,0.16,0.16,0.15,0.14,0.12,0.11,0.1,0.09,0.08,0.07,0.07,0.06,0.05,0.04,0.03,0.02,0.02,0.01,0,0,0,0.49,96.86,1.88,0.77,2.65,0.1,0.32,0.5,0.71,1.14,1.56,1.77,1.98,2.36,1.14,1.14,0.66,0.04,1.09,1.14,1.14,0.63,0,0.14,0.78,1.26,1.4,3.82,24.13, 
W-01-13-PS,T03_2,yes,3/7/2013,18:00:00,48.150787,-123.563184,surface, W113PS_16,0,0,0,0,0,0,0,0,0.53,0,0.3,0.65,0.57,1.08,2.12,3.9,6.37,9.01,11.35,12.89,13.27,11.93,9.37,6.41,3.87,2.1,1.06,0.51,0.25,0.13,0.07,0.05,0.04,0.04,0.03,0.04,0.05,0.06,0.07,0.07,0.08,0.1,0.13,0.15,0.15,0.15,0.14,0.13,0.12,0.1,0.09,0.08,0.07,0.07,0.06,0.06,0.05,0.04,0.03,0.02,0.02,0.01,0,0,0,2.05,95.77,1.49,0.7,2.19,-0.52,-0.21,0.02,0.26,0.78,1.28,1.53,1.77,2.16,0.77,0.77,0.78,0.01,1.08,0.77,0.77,0.75,-0.01,0.06,0.78,0.87,1.58,3.28,21.27, 
W-01-13-PS,T03_5,yes,3/7/2013,1:37:32,48.149193,-123.561816,surface, W113PS_17,0,0,0,0,0,0,0,0,0,0,0,0.82,0.39,1.06,2.06,3.75,6.03,8.47,10.63,12.16,12.64,11.69,9.5,6.89,4.49,2.67,1.47,0.76,0.43,0.29,0.22,0.18,0.14,0.11,0.09,0.09,0.1,0.11,0.11,0.12,0.13,0.16,0.19,0.21,0.21,0.21,0.2,0.18,0.16,0.14,0.12,0.1,0.09,0.08,0.08,0.07,0.06,0.05,0.04,0.03,0.02,0.01,0,0,0,1.21,95.53,2.36,0.89,3.26,-0.44,-0.16,0.06,0.31,0.85,1.39,1.67,1.97,2.59,0.85,0.86,0.86,0.09,1.15,0.85,0.87,0.8,0.03,0.28,0.88,1.02,1.94,3.15,17.37, 
W-01-13-PS,T04_2,yes,3/4/2013,19:16:44,48.151491,-123.561041,grab, W113PS_18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.22,0.84,2.02,3.93,6.67,9.35,11.24,11.87,11.24,9.62,7.58,5.5,3.83,2.63,1.88,1.47,1.26,1.13,0.98,0.81,0.65,0.5,0.39,0.32,0.29,0.3,0.31,0.32,0.32,0.31,0.29,0.26,0.23,0.21,0.18,0.16,0.15,0.14,0.13,0.12,0.1,0.08,0.06,0.05,0.03,0.02,0,0,0,0,91.15,7.41,1.44,8.85,0.65,0.88,1.07,1.3,1.84,2.52,3.01,3.77,5.14,1.84,1.97,1.16,0.34,1.51,1.84,2.04,0.97,0.21,1.09,1.32,2.18,2.29,2.36,10.34, 
W-01-13-PS,T04_3,yes,3/4/2013,19:14:10,48.151193,-123.560436,grab, W113PS_19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.11,0.18,0.51,1.39,2.43,3.88,6.59,10.54,13.99,14.99,13.11,9.52,6.24,3.9,2.45,1.58,1.05,0.72,0.5,0.37,0.3,0.26,0.24,0.24,0.3,0.36,0.4,0.41,0.41,0.39,0.35,0.32,0.28,0.25,0.22,0.2,0.19,0.18,0.17,0.14,0.12,0.09,0.07,0.05,0.03,0.01,0,0,0,91.4,6.62,1.98,8.6,1.28,1.57,1.78,1.99,2.43,2.94,3.28,3.78,5.92,2.43,2.5,1.08,0.32,2,2.43,2.53,0.75,0.13,1.55,2.08,2.71,2.05,2.69,12.01, 
W-01-13-PS,T04_5,yes,3/7/2013,1:29:40,48.149979,-123.560034,surface, W113PS_20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.12,0.33,0.58,0.7,0.84,1.25,1.91,2.88,4.44,6.56,8.9,11.06,12.14,11.89,10.05,7.22,4.4,2.34,1.21,0.75,0.57,0.48,0.43,0.41,0.44,0.54,0.63,0.69,0.7,0.68,0.65,0.58,0.53,0.47,0.4,0.35,0.32,0.29,0.27,0.24,0.2,0.17,0.12,0.1,0.07,0.04,0.01,0,0,0,85.32,11.63,3.06,14.68,1.42,1.84,2.13,2.41,2.97,3.54,3.92,4.92,7.18,2.97,3,1.32,0.26,2.08,2.97,3.02,0.9,0.06,1.48,2.21,3.25,2.66,1.94,7.76, 
W-01-13-PS,T06_1,yes,3/4/2013,19:40:29,48.153769,-123.557065,grab, W113PS_21,90.92,2.03,1.06,0.84,0.63,1.05,0.94,0.13,0.28,0.19,0.15,0.17,0.12,0.08,0.09,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.09,0.08,0.06,0.05,0.04,0.03,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.51,1.35,0.11,0.03,0.14,-4,-4,-4,-4,-4,-4,-4,-4,-3.19,-4,-4,0.12,0.5,0,-4,-4,0,0,0,0,-3.86,0.56,8.15,88.31, 
W-01-13-PS,T06_2,yes,3/4/2013,19:35:32,48.152609,-123.556874,grab, W113PS_22,46.02,8.66,18.62,0,2.55,5.5,3.76,1.92,1.98,1.33,1.07,0.8,0.44,0.12,0.14,0.16,0.2,0.25,0.31,0.4,0.54,0.7,0.81,0.8,0.65,0.43,0.23,0.12,0.08,0.08,0.09,0.1,0.11,0.11,0.1,0.09,0.07,0.06,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,92.67,6.35,0.82,0.16,0.98,-4,-4,-4,-4,-3.89,-2.2,-2.58,-1.82,1.07,-3.89,-3.49,1.12,0.9,1.16,-3.89,-3.29,0.71,0.84,3.41,2.56,-3.19,2.75,3.35,16.43, 
W-01-13-PS,T06_3,yes,3/4/2013,19:32:33,48.151785,-123.556587,grab, W113PS_23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.15,0.4,0.76,1.37,2.59,4.75,8.25,12.6,15.91,16.37,13.34,8.23,3.89,1.56,0.76,0.6,0.54,0.44,0.36,0.32,0.31,0.31,0.3,0.29,0.3,0.36,0.42,0.45,0.46,0.44,0.42,0.38,0.34,0.3,0.26,0.23,0.2,0.18,0.16,0.15,0.13,0.11,0.09,0.07,0.05,0.03,0.01,0,0,0,92.12,5.92,1.96,7.88,0.98,1.25,1.45,1.65,2.05,2.47,2.73,3.21,6.16,2.05,2.07,1.11,0.32,2.58,2.05,2.09,0.64,0.05,2.37,3.05,2.35,2.29,2.84,12.25, 
W-01-13-PS,T06_4,yes,3/4/2013,19:29:07,48.151147,-123.556656,grab, W113PS_24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.03,0.18,0.55,0.79,0.88,1.22,2.04,3.23,4.55,5.96,7.08,7.81,8.13,8.25,8.19,7.8,6.85,5.34,3.74,2.44,1.57,1.1,0.89,0.88,0.9,0.91,0.91,0.87,0.83,0.75,0.69,0.63,0.55,0.5,0.45,0.42,0.4,0.37,0.34,0.31,0.25,0.2,0.13,0.07,0.02,0,0,0,58.89,36.47,4.64,41.11,1.93,2.32,2.62,2.95,3.73,4.57,5.14,6.39,7.87,3.73,3.83,1.53,0.26,1.51,3.73,3.88,1.26,0.12,0.93,1.35,4.03,3,1.42,5.53, 
W-01-13-PS,T08_1,yes,3/4/2013,20:00:49,48.154031,-123.551649,grab, W113PS_25,55.35,11.17,11.91,3.42,4.21,5.44,2.25,1.37,1.83,0.73,0.3,0.34,0.25,0.18,0.17,0.15,0.15,0.14,0.13,0.11,0.08,0.06,0.04,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.56,1.33,0.09,0.02,0.11,-4,-4,-4,-4,-4,-3.57,-3.12,-2.81,-2.27,-4,-3.71,0.48,1,1.64,-4,-3.56,0.44,1,1.96,0.96,-3.63,0.61,5.21,52.23, 
W-01-13-PS,T08_2,yes,3/4/2013,19:54:58,48.152788,-123.551984,grab, W113PS_26,93.05,4.71,0,0,1.57,0,0,0,0.11,0,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.47,0.41,0.1,0.02,0.12,-4,-4,-4,-4,-4,-4,-4,-4,-3.9,-4,-4,0.02,0.5,0,-4,-4,0,0,0,0,-3.94,0.26,15.09,270.38, 
W-01-13-PS,T08_3,yes,3/4/2013,19:51:36,48.151935,-123.552262,grab, W113PS_27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.24,0.51,1.09,2.32,4.36,7.52,11.49,14.75,15.2,12.76,8.58,4.93,2.78,1.8,1.35,1.03,0.76,0.56,0.43,0.35,0.31,0.29,0.29,0.31,0.39,0.46,0.51,0.52,0.51,0.49,0.44,0.39,0.34,0.29,0.26,0.23,0.21,0.19,0.18,0.15,0.13,0.1,0.08,0.05,0.03,0.01,0,0,0,90.74,7.01,2.25,9.26,1.06,1.31,1.5,1.71,2.13,2.64,3.02,3.82,6.55,2.13,2.22,1.21,0.39,2.42,2.13,2.26,0.76,0.17,2.21,2.61,2.5,2.51,2.61,10.62, 
W-01-13-PS,T08_4,yes,3/4/2013,19:48:00,48.151398,-123.552581,grab, W113PS_28,0,0,0,0,0,0,0,0,0,0.41,0,0.24,0.11,0,0,0,0.03,0.2,0.49,1.11,2.23,3.43,4.75,6.16,6.96,6.84,6.24,5.91,6.21,6.91,7.32,6.84,5.52,4.05,2.85,1.99,1.37,0.95,0.69,0.55,0.53,0.59,0.67,0.73,0.75,0.73,0.7,0.64,0.58,0.53,0.46,0.42,0.38,0.35,0.32,0.3,0.26,0.23,0.17,0.14,0.09,0.05,0.01,0,0,0.77,77.16,18.37,3.71,22.07,1.02,1.35,1.63,1.96,2.95,3.87,4.43,5.58,7.48,2.95,3,1.68,0.23,1.39,2.95,3.03,1.4,0.06,0.93,1.31,3.22,3.63,1.33,5.58, 
W-01-13-PS,T10_1,yes,3/4/2013,20:26:43,48.153722,-123.546225,grab, W113PS_29,51.74,15.69,12.48,2.68,5.71,4.78,1.22,1.42,1.81,0.6,0.1,0.29,0.17,0.04,0.05,0.06,0.09,0.11,0.13,0.13,0.13,0.11,0.08,0.06,0.04,0.03,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.7,1.18,0.1,0.03,0.13,-4,-4,-4,-4,-4,-3.6,-3.17,-2.91,-2.38,-4,-3.72,0.45,1,1.66,-4,-3.58,0.42,1,1.96,0.96,-3.64,0.63,5.93,60.92, 
W-01-13-PS,T10_2,yes,3/4/2013,20:22:42,48.152445,-123.546985,grab, W113PS_30,68.19,25.71,0,5.72,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,-4,-4,-4,-4,-4,-3.94,-3.85,-3.79,-1.79,-4,-3.95,0.37,1,14.33,-4,-3.92,0.08,1,14.74,13.74,-3.93,0.03,3.76,20.47, 
W-01-13-PS,T10_3,yes,3/4/2013,20:19:07,48.151651,-123.547471,grab, W113PS_31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.24,0.54,1.07,1.73,2.39,3.22,4.5,6.11,8,9.89,11.09,10.75,8.77,6.08,3.99,2.81,2.18,1.72,1.29,0.97,0.79,0.68,0.63,0.6,0.56,0.54,0.55,0.62,0.69,0.73,0.73,0.7,0.66,0.59,0.52,0.46,0.39,0.34,0.3,0.27,0.25,0.23,0.19,0.17,0.13,0.1,0.07,0.04,0.01,0,0,0,86.51,10.56,2.94,13.49,0.4,0.79,1.1,1.42,2.03,2.78,3.57,5.18,7.15,2.03,2.23,1.64,0.38,2.03,2.03,2.34,1.24,0.25,1.41,1.73,2.49,3.73,1.84,6.62, 
W-01-13-PS,T10_4,yes,3/4/2013,20:16:09,48.150886,-123.548156,grab, W113PS_32,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0.01,0.05,0.05,0.22,0.72,0.76,0.58,0.97,2.03,3.62,5.63,7.93,9.9,11.36,11.64,10.39,7.89,5.17,3.08,1.83,1.18,0.9,0.77,0.68,0.66,0.75,0.86,0.93,0.95,0.92,0.88,0.8,0.72,0.64,0.54,0.47,0.42,0.37,0.35,0.33,0.3,0.29,0.23,0.17,0.11,0.06,0.01,0,0,0.86,73.76,21.07,4.31,25.39,1.87,2.26,2.52,2.79,3.37,4.02,4.65,6.36,7.76,3.37,3.51,1.43,0.35,1.97,3.37,3.58,1.07,0.2,1.36,1.76,3.72,3.21,1.3,6.42, 
W-01-13-PS,T12_2,yes,3/4/2013,20:42:15,48.151523,-123.542422,grab, W113PS_33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.43,0.89,1.65,3.14,5.41,8.67,12.53,15.32,15.51,12.63,8.06,4.24,2.04,1.04,0.6,0.35,0.22,0.18,0.19,0.22,0.25,0.27,0.29,0.33,0.4,0.45,0.49,0.49,0.47,0.44,0.4,0.35,0.31,0.26,0.23,0.2,0.18,0.16,0.15,0.12,0.11,0.08,0.06,0.04,0.02,0.01,0,0,0,92.6,5.47,1.93,7.4,0.93,1.19,1.39,1.61,2.03,2.48,2.74,3.17,6.27,2.03,2.05,1.15,0.32,2.52,2.03,2.07,0.67,0.05,2.32,2.97,2.33,2.32,2.81,11.99, 
W-01-13-PS,T12_3,yes,3/4/2013,20:36:35,48.15027,-123.543124,grab, W113PS_34,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0.04,0.12,0.2,0.17,0.27,0.66,0.71,0.56,0.93,2.16,4.39,7.3,10.35,11.9,11.58,9.86,7.59,5.46,3.76,2.52,1.7,1.22,0.99,0.86,0.78,0.77,0.9,1.04,1.13,1.14,1.1,1.04,0.93,0.83,0.73,0.62,0.54,0.48,0.43,0.39,0.38,0.34,0.33,0.26,0.2,0.13,0.07,0.02,0,0,0.09,74.26,20.73,4.92,25.65,1.93,2.24,2.46,2.69,3.22,4.04,5.11,6.74,7.98,3.22,3.6,1.58,0.5,1.83,3.22,3.78,1.33,0.42,1.3,1.28,3.75,3.42,1.59,5.51, 
W-01-13-PS,T12_4,yes,3/4/2013,20:34:09,48.149771,-123.543781,grab, W113PS_35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.15,0.62,0.78,0.86,1.69,3.61,6.36,9.21,11.27,11.78,10.94,9.29,7.27,5.2,3.38,2.04,1.21,0.8,0.67,0.63,0.59,0.59,0.72,0.86,0.94,0.96,0.94,0.9,0.81,0.74,0.65,0.55,0.48,0.42,0.37,0.33,0.31,0.27,0.25,0.2,0.16,0.11,0.07,0.02,0,0,0,79.04,16.78,4.18,20.96,1.83,2.11,2.31,2.54,3.09,3.8,4.44,6.35,7.73,3.09,3.28,1.43,0.42,1.91,3.09,3.38,1.07,0.27,1.59,1.77,3.55,3.07,1.86,6.43, 
W-01-13-PS,T12_4 duplicate,yes,3/4/2013,20:34:09,48.149771,-123.543781,grab, W113PS_36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.26,0.67,0.91,1.26,2.41,4.64,7.58,10.4,12.17,12.18,10.79,8.75,6.57,4.55,2.88,1.69,1,0.68,0.55,0.49,0.45,0.47,0.57,0.67,0.73,0.75,0.73,0.69,0.62,0.56,0.49,0.42,0.38,0.34,0.31,0.28,0.26,0.22,0.19,0.14,0.11,0.08,0.05,0.01,0,0,0,83.18,13.52,3.3,16.82,1.71,1.99,2.2,2.43,2.95,3.61,4.07,5.26,7.31,2.95,3.07,1.31,0.38,1.95,2.95,3.14,0.93,0.2,1.67,2,3.34,2.67,2.07,7.76, 
W-01-13-PS,T13_1,yes,3/4/2013,22:34:39,48.153241,-123.537685,grab, W113PS_37,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,0,-4,-4,0,0,0,0,-4,0,0,0, 
W-01-13-PS,T13_2,yes,3/4/2013,22:30:41,48.150725,-123.540178,grab, W113PS_38,0,19.5,8.29,0,0,3.44,3.22,6.18,5.24,5.13,3.27,4.43,2.85,1.51,1.53,1.63,1.81,2,2.02,1.85,1.72,1.71,1.9,2.41,3.14,3.69,3.61,2.77,1.68,0.87,0.44,0.23,0.13,0.07,0.06,0.05,0.06,0.06,0.06,0.06,0.07,0.09,0.1,0.11,0.11,0.11,0.1,0.09,0.08,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.04,0.03,0.02,0.02,0.01,0.01,0,0,0,61.54,36.65,1.29,0.52,1.81,-3.94,-3.87,-3.8,-3.58,-1.8,0.91,1.94,2.36,2.77,-1.8,-1.22,2.45,0.33,0.61,-1.8,-0.93,2.87,0.3,0.42,0.17,-1.12,6.35,0.9,3.7, 
