FACS/FAN I.D.,Sample ID,Sample Recovered,Date Collected,Time (GMT),Latitude (deg. N),Longitude (deg. E),Sample Type,Lab ID,Wt. percent in -2.00 phi bin,Wt. percent in -1.00 phi bin,Wt. percent in -0.75 phi bin,Wt. percent in -0.50 phi bin,Wt. percent in -0.25 phi bin,Wt. percent in 0.00 phi bin,Wt. percent in 0.25 phi bin,Wt. percent in 0.50 phi bin,Wt. percent in 0.75 phi bin,Wt. percent in 1.00 phi bin,Wt. percent in 1.25 phi bin,Wt. percent in 1.50 phi bin,Wt. percent in 1.75 phi bin,Wt. percent in 2.00 phi bin,Wt. percent in 2.25 phi bin,Wt. percent in 2.50 phi bin,Wt. percent in 2.75 phi bin,Wt. percent in 3.00 phi bin,Wt. percent in 3.25 phi bin,Wt. percent in 3.50 phi bin,Wt. percent in 3.75 phi bin,Wt. percent in 4.00 phi bin,Wt. percent in 4.25 phi bin,Wt. percent in 4.50 phi bin,Wt. percent in 4.75 phi bin,Wt. percent in 5.00 phi bin,Wt. percent in 5.25 phi bin,Wt. percent in 5.50 phi bin,Wt. percent in 5.75 phi bin,Wt. percent in 6.00 phi bin,Wt. percent in 6.25 phi bin,Wt. percent in 6.50 phi bin,Wt. percent in 6.75 phi bin,Wt. percent in 7.00 phi bin,Wt. percent in 7.25 phi bin,Wt. percent in 7.50 phi bin,Wt. percent in 7.75 phi bin,Wt. percent in 8.00 phi bin,Wt. percent in 8.25 phi bin,Wt. percent in 8.50 phi bin,Wt. percent in 8.75 phi bin,Wt. percent in 9.00 phi bin,Wt. percent in 9.25 phi bin,Wt. percent in 9.50 phi bin,Wt. percent in 9.75 phi bin,Wt. percent in 10.00 phi bin,Wt. percent in 10.25 phi bin,Wt. percent in 10.50 phi bin,Wt. percent in 10.75 phi bin,Wt. percent in 11.00 phi bin,Wt. percent in 11.25 phi bin,Wt. percent in 11.50 phi bin,Wt. percent in 12.00 phi bin,Wt. percent in 13.00 phi bin,Percent Gravel,Percent Sand,Percent Silt,Percent Clay,Percent Mud,D5 Phi, D10 Phi, D16 Phi, D25 Phi, D50 Phi, D75 Phi, D84 Phi, D90 Phi, D95 Phi, F-W Median, F-W Mean, F-W Sorting, F-W Skewness, F-W Kurtosis, Inman Median, Inman Mean, Inman Sorting, Inman Skew 16-84, Inman Skew 05-95, Inman Kurtosis,Moment 1 Mean,Moment 2 Variance,Moment 3 Skewness,Moment 4 Kurtosis,
2014-649-FA,T08_3,yes,9/5/2014,20:26:30,48.151993,-123.55232,grab, 649OS_46,0,0,0,0,0,0.11,0.5,1.19,2.66,5.68,9.97,14.48,17.12,16.46,12.6,7.47,3.19,1.08,0.46,0.37,0.29,0.14,0.05,0.06,0.11,0.15,0.16,0.18,0.23,0.3,0.39,0.43,0.46,0.46,0.44,0.41,0.36,0.32,0.28,0.23,0.2,0.17,0.15,0.14,0.13,0.11,0.1,0.08,0.06,0.04,0.02,0.01,0,0,0,93.77,4.51,1.72,6.23,0.78,1,1.17,1.35,1.73,2.14,2.36,2.63,5.99,1.73,1.75,1.09,0.35,2.7,1.73,1.76,0.59,0.06,2.79,3.38,2.02,2.23,3.2,14.2, 
2014-649-FA,T08_4,yes,9/5/2014,20:28:28,48.151485,-123.552619,grab, 649OS_47,1.82,0.89,0,0.07,0.53,1.37,2.39,3.46,4.62,5.8,6.44,6.72,7.21,8.21,9.26,9.61,8.67,6.46,4.01,2.14,1.07,0.57,0.34,0.24,0.23,0.26,0.27,0.28,0.32,0.38,0.47,0.53,0.56,0.57,0.54,0.51,0.46,0.41,0.36,0.31,0.27,0.23,0.21,0.19,0.17,0.15,0.13,0.1,0.08,0.05,0.03,0.01,0,0,2.71,88.62,6.38,2.29,8.67,0.04,0.47,0.79,1.16,2.01,2.69,3.03,3.57,6.66,2.01,1.94,1.56,0.16,1.77,2.01,1.91,1.12,-0.09,1.2,1.96,2.18,3.54,1.58,7.38, 
2014-649-FA,T08_5,yes,9/5/2014,20:30:28,48.151009,-123.552672,grab, 649OS_48,0,0,0,0,0.07,0.47,1.21,2.12,3.23,4.62,5.76,6.84,8.46,10.62,12.29,12.38,10.36,6.96,3.74,1.65,0.68,0.33,0.21,0.16,0.17,0.2,0.23,0.25,0.29,0.37,0.46,0.53,0.57,0.57,0.55,0.51,0.46,0.41,0.36,0.3,0.26,0.23,0.21,0.19,0.18,0.15,0.13,0.1,0.08,0.06,0.03,0.01,0,0,0,91.79,5.93,2.28,8.21,0.6,0.92,1.19,1.52,2.14,2.67,2.95,3.38,6.65,2.14,2.09,1.36,0.21,2.17,2.14,2.07,0.88,-0.08,1.69,2.45,2.39,2.78,2.36,9.64, 
2014-649-FA,T10_5,yes,9/5/2014,20:34:46,48.150613,-123.548501,grab, 649OS_49,0,0,0,0,0,0.06,0.29,0.5,0.88,1.58,2.29,3.33,5.46,8.76,12.23,14.25,14.07,11.49,7.99,4.69,2.38,1.09,0.51,0.3,0.24,0.23,0.22,0.23,0.26,0.34,0.44,0.51,0.54,0.55,0.54,0.51,0.46,0.41,0.36,0.31,0.27,0.24,0.22,0.2,0.18,0.16,0.14,0.11,0.08,0.06,0.03,0.01,0,0,0,91.34,6.29,2.37,8.66,1.2,1.56,1.81,2.04,2.51,3,3.29,3.72,6.68,2.51,2.53,1.2,0.29,2.36,2.51,2.55,0.74,0.06,1.92,2.69,2.79,2.37,2.49,10.44, 
2014-649-FA,T10_4,yes,9/5/2014,20:36:45,48.151167,-123.547846,grab, 649OS_50,0,0,0.03,0.02,0.05,0.16,0.39,0.7,1.22,2.15,3.43,5.31,8.01,11.13,13.38,13.94,12.45,9.36,6.03,3.28,1.5,0.63,0.31,0.23,0.21,0.2,0.19,0.19,0.21,0.26,0.34,0.4,0.43,0.43,0.42,0.4,0.36,0.32,0.29,0.25,0.22,0.2,0.18,0.17,0.15,0.13,0.11,0.08,0.07,0.05,0.03,0.01,0,0,0,93.17,4.91,1.91,6.83,1.03,1.35,1.59,1.84,2.33,2.82,3.09,3.42,6.01,2.33,2.34,1.13,0.25,2.08,2.33,2.34,0.75,0.02,1.59,2.32,2.55,2.13,2.66,12.09, 
2014-649-FA,T10_3,yes,9/5/2014,20:39:13,48.151804,-123.547324,grab, 649OS_51,0,1.82,0,0.01,0.23,0.54,0.99,1.77,3.03,5.22,8.26,11.71,14.5,15.24,13.2,9.21,4.9,2.06,0.8,0.45,0.36,0.26,0.15,0.12,0.14,0.17,0.17,0.17,0.21,0.26,0.32,0.35,0.36,0.36,0.34,0.32,0.29,0.26,0.23,0.19,0.17,0.15,0.13,0.12,0.11,0.09,0.08,0.06,0.05,0.04,0.02,0,0,0,1.82,92.75,4,1.43,5.43,0.46,0.84,1.09,1.33,1.78,2.22,2.45,2.72,4.78,1.78,1.77,1,0.18,1.98,1.78,1.77,0.68,-0.02,1.22,2.16,1.96,2.16,2.66,13.35, 
2014-649-FA,T10_2,yes,9/5/2014,20:41:14,48.152595,-123.546826,grab, 649OS_52,0,1.18,0,0,0.12,0.54,1.54,3.46,6.59,11.21,15.38,17.23,15.29,10.65,5.67,2.32,0.91,0.57,0.43,0.26,0.11,0.05,0.03,0.04,0.07,0.1,0.12,0.13,0.18,0.26,0.36,0.42,0.47,0.48,0.47,0.46,0.42,0.38,0.33,0.28,0.24,0.21,0.19,0.17,0.16,0.14,0.12,0.1,0.08,0.06,0.03,0.01,0,0,1.18,92.32,4.39,2.11,6.5,0.4,0.64,0.82,1.01,1.4,1.81,2.03,2.37,6.38,1.4,1.42,1.21,0.35,3.06,1.4,1.43,0.61,0.04,3.28,3.93,1.73,2.8,3.01,12.9, 
2014-649-FA,T10_1,yes,9/5/2014,20:46:29,48.153695,-123.546007,grab, 649OS_53,97.31,2,0.06,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.04,0.04,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.31,0.53,0.13,0.03,0.16,-3.9,-3.79,-3.67,-3.49,-2.97,-2.46,-2.27,-2.15,-2.05,-2.97,-2.97,0.63,0,0.74,-2.97,-2.97,0.7,0,0,0.32,-2.07,0.21,15.29,290.46, 
2014-649-FA,T12_1,yes,9/5/2014,20:51:18,48.154274,-123.540171,grab, 649OS_54,50.81,20.93,3.99,3.23,2.44,1.97,1.85,1.86,1.87,1.9,1.97,1.98,1.79,1.33,0.77,0.34,0.14,0.08,0.06,0.04,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0,0,0,0,0,0,71.75,27.68,0.41,0.16,0.57,-3.8,-3.61,-3.37,-3.02,-2.03,-0.8,0.08,0.89,1.53,-2.03,-1.77,1.67,0.28,0.98,-2.03,-1.64,1.73,0.23,0.52,0.54,-1.17,1.81,2.25,12.02, 
2014-649-FA,T12_2,yes,9/5/2014,20:55:40,48.151474,-123.542369,grab, 649OS_55,0,1.22,0,0.01,0.21,0.61,1.65,3.1,4.89,7.65,11.19,14.39,15.7,14.1,10.06,5.59,2.34,0.93,0.51,0.37,0.25,0.15,0.09,0.08,0.1,0.12,0.13,0.14,0.17,0.22,0.29,0.33,0.35,0.36,0.35,0.33,0.29,0.26,0.23,0.2,0.17,0.15,0.13,0.12,0.11,0.09,0.08,0.06,0.05,0.03,0.02,0,0,0,1.22,93.71,3.62,1.45,5.07,0.38,0.68,0.91,1.14,1.59,2.01,2.23,2.48,4.2,1.59,1.57,0.91,0.17,1.81,1.59,1.57,0.66,-0.03,1.06,1.89,1.78,2.16,3,14.72, 
2014-649-FA,T12_3,yes,9/5/2014,20:58:41,48.150288,-123.543254,grab, 649OS_56,0,0,0,0,0,0.02,0.17,0.39,0.71,1.28,2.13,3.77,6.81,10.83,14.31,15.5,13.76,9.94,6.11,3.29,1.68,0.91,0.52,0.33,0.26,0.25,0.25,0.25,0.28,0.34,0.44,0.51,0.53,0.53,0.5,0.47,0.42,0.38,0.34,0.29,0.25,0.22,0.2,0.17,0.16,0.13,0.12,0.09,0.07,0.05,0.03,0.01,0,0,0,91.61,6.27,2.12,8.39,1.28,1.57,1.77,1.98,2.41,2.88,3.18,3.64,6.48,2.41,2.45,1.14,0.33,2.36,2.41,2.47,0.7,0.09,2.09,2.7,2.7,2.22,2.65,11.21, 
2014-649-FA,T12_4,yes,9/5/2014,21:00:39,48.149743,-123.543689,grab, 649OS_57,0,0,0,0,0.04,0.12,0.27,0.4,0.76,1.36,1.78,2.35,3.98,7.01,10.54,13.2,13.84,12.1,9.05,5.98,3.52,1.88,0.96,0.54,0.41,0.38,0.37,0.37,0.4,0.49,0.6,0.67,0.71,0.71,0.68,0.64,0.57,0.51,0.45,0.38,0.33,0.29,0.25,0.23,0.21,0.18,0.16,0.12,0.1,0.07,0.04,0.01,0,0,0,88.2,9,2.8,11.8,1.28,1.7,1.94,2.18,2.65,3.2,3.58,4.69,7.07,2.65,2.73,1.29,0.33,2.32,2.65,2.76,0.82,0.13,1.86,2.53,3,2.69,2.17,8.4, 
2014-649-FA,T12_4 duplicate,yes,9/5/2014,21:00:39,48.149743,-123.543689,grab, 649OS_58,0,0.22,0,0,0,0.03,0.14,0.36,0.75,1.29,1.77,2.54,4.33,7.36,10.86,13.49,14.13,12.26,9.25,6.08,3.58,1.93,0.97,0.51,0.34,0.28,0.25,0.24,0.26,0.32,0.42,0.5,0.55,0.56,0.55,0.52,0.47,0.43,0.38,0.32,0.28,0.25,0.23,0.21,0.19,0.17,0.15,0.11,0.09,0.06,0.04,0.01,0,0,0.22,90.13,7.18,2.48,9.66,1.3,1.68,1.92,2.16,2.63,3.15,3.46,3.95,6.75,2.63,2.67,1.21,0.3,2.25,2.63,2.69,0.77,0.09,1.82,2.54,2.91,2.38,2.35,9.98, 
2014-649-FA,T12_5,yes,9/5/2014,21:02:46,48.149337,-123.544227,grab, 649OS_59,0,0,0,0,0.04,0.13,0.19,0.14,0.38,0.98,1.27,1.34,2.14,4.32,7.67,11.35,14.32,14.9,12.89,9.11,5.21,2.48,1.1,0.58,0.42,0.36,0.32,0.3,0.32,0.4,0.51,0.59,0.64,0.64,0.62,0.59,0.53,0.47,0.42,0.35,0.31,0.27,0.25,0.23,0.21,0.18,0.16,0.13,0.1,0.07,0.04,0.01,0,0,0,88.87,8.39,2.74,11.13,1.57,1.96,2.18,2.4,2.85,3.33,3.63,4.26,6.98,2.85,2.89,1.18,0.3,2.4,2.85,2.91,0.72,0.08,1.97,2.73,3.15,2.38,2.32,9.48, 
2014-649-FA,T15_5,yes,9/5/2014,21:09:09,48.146601,-123.536654,grab, 649OS_60,0,0.65,0.22,0.36,0.59,0.89,1.3,1.7,2.28,3.02,3.58,4.31,6.07,9,11.93,13.1,11.84,8.82,5.57,3.08,1.57,0.79,0.4,0.25,0.22,0.23,0.25,0.26,0.31,0.39,0.49,0.57,0.61,0.62,0.6,0.57,0.51,0.46,0.4,0.34,0.29,0.26,0.24,0.22,0.2,0.17,0.15,0.11,0.09,0.06,0.04,0.01,0,0,0.65,90.01,6.75,2.58,9.34,0.41,0.93,1.34,1.75,2.33,2.87,3.19,3.79,6.89,2.33,2.29,1.45,0.17,2.38,2.33,2.27,0.93,-0.07,1.42,2.5,2.56,3.1,1.92,8.1, 
2014-649-FA,T15_4,yes,9/5/2014,21:14:00,48.146801,-123.535788,grab, 649OS_61,0,0,0,0,0,0.13,0.67,1.62,3.13,5.55,8.62,11.89,14.53,15.19,13.4,9.63,5.36,2.35,0.92,0.47,0.36,0.26,0.15,0.1,0.11,0.14,0.15,0.17,0.2,0.25,0.32,0.38,0.4,0.41,0.39,0.37,0.33,0.3,0.27,0.23,0.2,0.18,0.16,0.14,0.13,0.11,0.09,0.07,0.06,0.04,0.02,0.01,0,0,0,94.11,4.2,1.69,5.89,0.72,0.96,1.16,1.37,1.82,2.26,2.49,2.78,5.58,1.82,1.82,1.07,0.28,2.25,1.82,1.82,0.67,0.01,2,2.64,2.07,2.16,3.09,14.12, 
2014-649-FA,T15_3,yes,9/5/2014,21:19:02,48.14742,-123.535125,grab, 649OS_62,99.96,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,-3.9,-3.8,-3.68,-3.5,-3,-2.5,-2.32,-2.2,-2.1,-3,-3,0.61,0,0.74,-3,-3,0.68,0,0,0.32,-2.12,0,49.36,2437.02, 
2014-649-FA,T14_4,yes,9/5/2014,21:24:20,48.14848,-123.538849,grab, 649OS_63,0,0,0,0,0,0.01,0.12,0.32,0.67,1.25,2.52,5.32,9.95,14.84,17.42,15.91,10.84,5.49,2.17,0.87,0.55,0.41,0.25,0.16,0.18,0.24,0.28,0.3,0.35,0.45,0.6,0.71,0.77,0.79,0.78,0.74,0.68,0.62,0.55,0.47,0.41,0.35,0.31,0.28,0.25,0.22,0.2,0.15,0.12,0.09,0.05,0.01,0,0,0,88.66,7.89,3.45,11.34,1.26,1.49,1.67,1.84,2.22,2.65,2.97,5.45,7.41,2.22,2.28,1.26,0.42,3.12,2.22,2.32,0.65,0.15,3.25,3.73,2.71,3.22,2.43,8.5, 
2014-649-FA,T14_3,yes,9/5/2014,21:27:01,48.149099,-123.538685,grab, 649OS_64,94.75,3.63,0.17,0.08,0.08,0.08,0.09,0.08,0.08,0.07,0.07,0.06,0.06,0.07,0.08,0.08,0.08,0.08,0.06,0.05,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.39,1.48,0.1,0.03,0.14,-3.89,-3.79,-3.66,-3.47,-2.95,-2.42,-2.23,-2.1,-0.62,-2.94,-2.94,0.86,0.21,1.27,-2.94,-2.94,0.72,0,0.96,1.28,-2.03,0.32,9.76,128.48, 
2014-649-FA,T11_4,yes,9/5/2014,21:32:40,48.150239,-123.545917,grab, 649OS_65,0,0,0,0,0,0.04,0.17,0.4,0.73,1.1,1.43,2.27,4.49,8.18,12.21,14.85,14.77,11.88,7.87,4.33,2.07,0.97,0.53,0.37,0.33,0.35,0.36,0.37,0.41,0.51,0.64,0.73,0.77,0.78,0.76,0.72,0.65,0.59,0.53,0.45,0.39,0.34,0.3,0.27,0.24,0.21,0.19,0.15,0.12,0.08,0.05,0.01,0,0,0,87.75,8.89,3.35,12.25,1.39,1.73,1.93,2.14,2.57,3.08,3.46,5.45,7.36,2.57,2.65,1.29,0.38,2.61,2.57,2.7,0.76,0.16,2.37,2.92,3,2.97,2.23,8.07, 
2014-649-FA,T11_3,yes,9/5/2014,21:35:10,48.151097,-123.545474,grab, 649OS_66,0,0,0,0,0,0.01,0.14,0.41,0.84,1.3,1.8,3.24,6.68,11.72,16.03,17.14,14.21,9.13,4.71,2.12,1.03,0.59,0.36,0.23,0.21,0.22,0.23,0.24,0.28,0.36,0.47,0.55,0.6,0.6,0.58,0.55,0.5,0.44,0.39,0.33,0.29,0.25,0.23,0.21,0.19,0.16,0.14,0.11,0.08,0.06,0.03,0.01,0,0,0,91.11,6.42,2.47,8.89,1.3,1.61,1.79,1.98,2.37,2.79,3.07,3.62,6.81,2.37,2.41,1.15,0.35,2.8,2.37,2.43,0.64,0.1,2.64,3.32,2.71,2.44,2.67,10.73, 
