datetime_utc,longitude,latitude,easting_m,northing_m,ortho_ht_m
2018-Jul-25 23:53:57.000,-123.5631677,48.1495744,296929.00,131414.55,0.84
2018-Jul-25 23:53:58.000,-123.5631615,48.1495721,296929.45,131414.28,0.92
2018-Jul-25 23:53:59.000,-123.5631549,48.1495687,296929.92,131413.89,0.96
2018-Jul-25 23:54:00.000,-123.5631491,48.1495653,296930.34,131413.49,0.99
2018-Jul-25 23:54:01.000,-123.5631435,48.1495614,296930.75,131413.05,1.01
2018-Jul-25 23:54:02.000,-123.5631370,48.1495577,296931.21,131412.61,1.05
2018-Jul-25 23:54:03.000,-123.5631322,48.1495531,296931.55,131412.09,0.97
2018-Jul-25 23:54:04.000,-123.5631273,48.1495498,296931.90,131411.71,0.99
2018-Jul-25 23:54:05.000,-123.5631217,48.1495457,296932.30,131411.24,1.00
2018-Jul-25 23:54:07.000,-123.5631066,48.1495339,296933.38,131409.89,1.00
2018-Jul-25 23:54:08.000,-123.5631015,48.1495303,296933.74,131409.47,1.03
2018-Jul-25 23:54:09.000,-123.5630960,48.1495262,296934.14,131409.00,1.03
2018-Jul-25 23:55:25.000,-123.5626723,48.1498508,296966.93,131443.95,1.03
2018-Jul-25 23:55:27.000,-123.5626621,48.1498582,296967.71,131444.75,1.04
2018-Jul-25 23:55:28.000,-123.5626529,48.1498663,296968.43,131445.63,0.97
2018-Jul-25 23:55:29.000,-123.5626461,48.1498689,296968.94,131445.90,0.95
2018-Jul-25 23:55:30.000,-123.5626395,48.1498702,296969.44,131446.02,0.93
2018-Jul-25 23:55:31.000,-123.5626322,48.1498712,296969.98,131446.11,0.93
2018-Jul-25 23:55:32.000,-123.5626263,48.1498736,296970.43,131446.37,1.08
2018-Jul-25 23:55:34.000,-123.5626194,48.1498742,296970.95,131446.42,0.93
2018-Jul-25 23:55:36.000,-123.5626140,48.1498770,296971.36,131446.71,1.07
2018-Jul-25 23:55:37.000,-123.5626095,48.1498806,296971.71,131447.10,1.08
2018-Jul-25 23:55:38.000,-123.5626029,48.1498838,296972.21,131447.44,1.10
2018-Jul-25 23:55:39.000,-123.5625967,48.1498865,296972.69,131447.72,1.10
2018-Jul-25 23:55:40.000,-123.5625904,48.1498901,296973.17,131448.10,1.07
2018-Jul-25 23:55:41.000,-123.5625843,48.1498926,296973.63,131448.37,0.99
2018-Jul-25 23:55:42.000,-123.5625778,48.1498952,296974.13,131448.64,1.03
2018-Jul-25 23:55:42.000,-123.5625710,48.1498986,296974.65,131449.00,0.35
2018-Jul-25 23:55:43.000,-123.5625645,48.1499006,296975.14,131449.21,0.32
2018-Jul-25 23:55:44.000,-123.5625579,48.1499028,296975.63,131449.43,0.26
2018-Jul-25 23:55:45.000,-123.5625506,48.1499047,296976.18,131449.63,0.33
2018-Jul-26 00:05:26.000,-123.5601055,48.1498470,297157.77,131436.77,0.58
2018-Jul-26 00:05:31.000,-123.5601117,48.1498496,297157.32,131437.07,0.63
2018-Jul-26 00:05:33.000,-123.5601188,48.1498501,297156.79,131437.15,0.64
2018-Jul-26 00:05:34.000,-123.5601250,48.1498522,297156.34,131437.39,0.61
2018-Jul-26 00:05:35.000,-123.5601326,48.1498526,297155.78,131437.45,0.61
2018-Jul-26 00:05:36.000,-123.5601395,48.1498530,297155.26,131437.52,0.64
2018-Jul-26 00:05:37.000,-123.5601465,48.1498534,297154.75,131437.59,0.63
2018-Jul-26 00:05:38.000,-123.5601545,48.1498548,297154.16,131437.76,0.62
2018-Jul-26 00:05:39.000,-123.5601612,48.1498565,297153.67,131437.97,0.62
2018-Jul-26 00:05:39.000,-123.5601683,48.1498572,297153.14,131438.07,0.67
2018-Jul-26 00:05:40.000,-123.5601745,48.1498591,297152.69,131438.29,0.60
2018-Jul-26 00:05:41.000,-123.5601817,48.1498603,297152.16,131438.45,0.48
2018-Jul-26 00:05:42.000,-123.5601889,48.1498625,297151.63,131438.70,0.46
2018-Jul-26 00:05:42.000,-123.5601955,48.1498640,297151.15,131438.90,0.37
2018-Jul-26 00:05:43.000,-123.5602018,48.1498666,297150.68,131439.20,0.37
2018-Jul-26 00:05:44.000,-123.5602094,48.1498693,297150.14,131439.52,0.42
2018-Jul-26 00:05:45.000,-123.5602151,48.1498724,297149.72,131439.87,0.41
2018-Jul-26 00:05:45.000,-123.5602220,48.1498748,297149.22,131440.16,0.54
2018-Jul-26 00:05:46.000,-123.5602286,48.1498780,297148.74,131440.54,0.56
2018-Jul-26 00:05:47.000,-123.5602351,48.1498805,297148.26,131440.83,0.64
2018-Jul-26 00:05:47.000,-123.5602409,48.1498828,297147.84,131441.11,0.60
2018-Jul-26 00:05:48.000,-123.5602461,48.1498868,297147.47,131441.56,0.48
2018-Jul-26 00:05:49.000,-123.5602527,48.1498894,297146.99,131441.87,0.47
2018-Jul-26 00:05:49.000,-123.5602586,48.1498937,297146.57,131442.35,0.23
2018-Jul-26 00:05:50.000,-123.5602661,48.1498963,297146.02,131442.67,-0.01
2018-Jul-26 00:05:51.000,-123.5602715,48.1498993,297145.63,131443.01,0.06
2018-Jul-26 00:05:51.000,-123.5602765,48.1499024,297145.27,131443.38,0.08
2018-Jul-26 00:05:52.000,-123.5602837,48.1499048,297144.75,131443.66,0.11
2018-Jul-26 00:05:53.000,-123.5602935,48.1499111,297144.04,131444.38,0.27
2018-Jul-26 00:05:54.000,-123.5602993,48.1499136,297143.62,131444.68,0.45
2018-Jul-26 00:05:54.000,-123.5603051,48.1499177,297143.20,131445.15,0.61
2018-Jul-26 00:05:55.000,-123.5603124,48.1499200,297142.67,131445.42,0.68
2018-Jul-26 00:05:56.000,-123.5603185,48.1499221,297142.23,131445.67,0.75
2018-Jul-26 00:05:56.000,-123.5603258,48.1499253,297141.70,131446.05,0.86
2018-Jul-26 00:05:57.000,-123.5603326,48.1499266,297141.20,131446.20,0.91
2018-Jul-26 00:05:58.000,-123.5603399,48.1499288,297140.66,131446.47,1.06
2018-Jul-26 00:05:59.000,-123.5603474,48.1499306,297140.11,131446.69,0.99
2018-Jul-26 00:06:00.000,-123.5603556,48.1499311,297139.51,131446.77,1.03
2018-Jul-26 00:06:01.000,-123.5603623,48.1499306,297139.00,131446.73,1.06
2018-Jul-26 00:06:04.000,-123.5603692,48.1499313,297138.50,131446.83,0.30
2018-Jul-26 00:06:06.000,-123.5603721,48.1499357,297138.29,131447.33,0.98
2018-Jul-26 00:06:09.000,-123.5603741,48.1499401,297138.17,131447.82,0.47
2018-Jul-26 00:06:14.000,-123.5603740,48.1499493,297138.21,131448.85,0.99
2018-Jul-26 00:06:16.000,-123.5603718,48.1499537,297138.39,131449.32,0.81
2018-Jul-26 00:06:22.000,-123.5603715,48.1499530,297138.41,131449.25,0.95
2018-Jul-26 00:06:23.000,-123.5603745,48.1499486,297138.17,131448.76,1.04
2018-Jul-26 00:06:24.000,-123.5603776,48.1499438,297137.91,131448.24,1.13
2018-Jul-26 00:06:25.000,-123.5603819,48.1499398,297137.58,131447.81,0.32
2018-Jul-26 00:06:27.000,-123.5603892,48.1499320,297137.01,131446.96,0.34
2018-Jul-26 00:06:28.000,-123.5603928,48.1499273,297136.72,131446.45,0.46
2018-Jul-26 00:06:29.000,-123.5603967,48.1499229,297136.41,131445.96,1.13
2018-Jul-26 00:06:30.000,-123.5603998,48.1499180,297136.16,131445.43,1.08
2018-Jul-26 00:06:31.000,-123.5604031,48.1499130,297135.90,131444.89,1.06
2018-Jul-26 00:06:32.000,-123.5604060,48.1499078,297135.66,131444.32,1.02
2018-Jul-26 00:06:33.000,-123.5604085,48.1499028,297135.46,131443.76,1.01
2018-Jul-26 00:06:34.000,-123.5604116,48.1498985,297135.21,131443.30,0.93
2018-Jul-26 00:06:35.000,-123.5604142,48.1498938,297135.00,131442.78,0.87
2018-Jul-26 00:06:37.000,-123.5604132,48.1498892,297135.06,131442.27,0.84
2018-Jul-26 00:06:39.000,-123.5604093,48.1498855,297135.33,131441.85,0.78
2018-Jul-26 00:06:40.000,-123.5604091,48.1498807,297135.33,131441.32,0.82
2018-Jul-26 00:06:41.000,-123.5604123,48.1498761,297135.07,131440.81,0.79
2018-Jul-26 00:06:42.000,-123.5604142,48.1498711,297134.91,131440.26,0.79
2018-Jul-26 00:06:43.000,-123.5604132,48.1498653,297134.97,131439.61,0.79
2018-Jul-26 00:06:45.000,-123.5604082,48.1498552,297135.30,131438.48,0.86
2018-Jul-26 00:06:45.000,-123.5604047,48.1498513,297135.53,131438.03,0.83
2018-Jul-26 00:06:46.000,-123.5604001,48.1498471,297135.86,131437.56,0.85
2018-Jul-26 00:06:47.000,-123.5603953,48.1498434,297136.20,131437.14,0.86
2018-Jul-26 00:06:48.000,-123.5603904,48.1498400,297136.56,131436.74,0.85
2018-Jul-26 00:06:49.000,-123.5603850,48.1498370,297136.95,131436.39,0.77
2018-Jul-26 00:06:50.000,-123.5603793,48.1498344,297137.36,131436.08,0.83
2018-Jul-26 00:06:51.000,-123.5603729,48.1498320,297137.83,131435.80,0.79
2018-Jul-26 00:06:52.000,-123.5603662,48.1498301,297138.32,131435.58,0.69
2018-Jul-26 00:06:53.000,-123.5603594,48.1498289,297138.82,131435.42,0.68
2018-Jul-26 00:06:54.000,-123.5603529,48.1498267,297139.29,131435.16,0.70
2018-Jul-26 00:06:55.000,-123.5603461,48.1498252,297139.79,131434.98,0.74
2018-Jul-26 00:06:56.000,-123.5603389,48.1498247,297140.32,131434.90,0.77
2018-Jul-26 00:06:58.000,-123.5603311,48.1498251,297140.91,131434.92,0.70
2018-Jul-26 00:06:59.000,-123.5603241,48.1498262,297141.43,131435.03,0.71
2018-Jul-26 00:07:01.000,-123.5603168,48.1498257,297141.97,131434.95,0.60
2018-Jul-26 00:07:02.000,-123.5603099,48.1498237,297142.48,131434.72,0.56
2018-Jul-26 00:07:03.000,-123.5603027,48.1498215,297143.01,131434.46,0.54
2018-Jul-26 00:07:04.000,-123.5602958,48.1498196,297143.51,131434.23,0.62
2018-Jul-26 00:07:05.000,-123.5602880,48.1498174,297144.08,131433.96,0.62
2018-Jul-26 00:07:06.000,-123.5602814,48.1498154,297144.57,131433.71,0.59
2018-Jul-26 00:07:07.000,-123.5602739,48.1498144,297145.12,131433.58,0.55
2018-Jul-26 00:07:08.000,-123.5602671,48.1498168,297145.64,131433.84,0.52
2018-Jul-26 00:07:09.000,-123.5602607,48.1498199,297146.12,131434.16,0.57
2018-Jul-26 00:07:10.000,-123.5602560,48.1498241,297146.48,131434.62,0.61
2018-Jul-26 00:07:11.000,-123.5602510,48.1498273,297146.87,131434.96,0.58
2018-Jul-26 00:07:12.000,-123.5602468,48.1498321,297147.20,131435.48,0.56
2018-Jul-26 00:07:13.000,-123.5602437,48.1498364,297147.45,131435.95,0.58
2018-Jul-26 00:07:14.000,-123.5602404,48.1498404,297147.72,131436.39,0.53
2018-Jul-26 00:07:15.000,-123.5602345,48.1498431,297148.16,131436.68,0.48
2018-Jul-26 00:07:16.000,-123.5602283,48.1498457,297148.63,131436.94,0.34
2018-Jul-26 00:07:17.000,-123.5602242,48.1498500,297148.95,131437.41,0.26
2018-Jul-26 00:07:18.000,-123.5602203,48.1498545,297149.26,131437.90,0.38
2018-Jul-26 00:07:19.000,-123.5602149,48.1498587,297149.68,131438.36,0.33
2018-Jul-26 00:07:20.000,-123.5602080,48.1498608,297150.21,131438.57,0.32
2018-Jul-26 00:07:21.000,-123.5602012,48.1498629,297150.71,131438.79,0.37
2018-Jul-26 00:07:22.000,-123.5601944,48.1498650,297151.23,131439.01,0.38
2018-Jul-26 00:07:24.000,-123.5601882,48.1498670,297151.70,131439.20,0.45
2018-Jul-26 00:07:27.000,-123.5601852,48.1498711,297151.94,131439.66,0.52
2018-Jul-26 00:07:28.000,-123.5601826,48.1498757,297152.15,131440.16,0.63
2018-Jul-26 00:07:29.000,-123.5601749,48.1498754,297152.72,131440.10,0.63
2018-Jul-26 00:07:30.000,-123.5601678,48.1498753,297153.25,131440.07,0.64
2018-Jul-26 00:07:31.000,-123.5601594,48.1498738,297153.87,131439.89,0.62
2018-Jul-26 00:07:32.000,-123.5601528,48.1498717,297154.35,131439.63,0.63
2018-Jul-26 00:07:33.000,-123.5601462,48.1498691,297154.83,131439.33,0.67
2018-Jul-26 00:07:35.000,-123.5601402,48.1498666,297155.27,131439.04,0.75
2018-Jul-26 00:07:36.000,-123.5601347,48.1498639,297155.67,131438.72,0.69
2018-Jul-26 00:07:37.000,-123.5601302,48.1498597,297155.98,131438.25,0.73
2018-Jul-26 00:07:38.000,-123.5601265,48.1498547,297156.24,131437.68,0.75
2018-Jul-26 00:07:39.000,-123.5601259,48.1498497,297156.26,131437.13,0.65
2018-Jul-26 00:07:40.000,-123.5601267,48.1498439,297156.18,131436.47,0.47
2018-Jul-26 00:07:41.000,-123.5601284,48.1498386,297156.04,131435.89,0.35
2018-Jul-26 00:07:42.000,-123.5601309,48.1498341,297155.83,131435.40,0.16
2018-Jul-26 00:07:43.000,-123.5601339,48.1498296,297155.59,131434.91,0.24
2018-Jul-26 00:07:44.000,-123.5601379,48.1498249,297155.27,131434.40,0.19
2018-Jul-26 00:07:44.000,-123.5601418,48.1498200,297154.97,131433.86,0.22
2018-Jul-26 00:07:45.000,-123.5601460,48.1498156,297154.63,131433.39,0.31
2018-Jul-26 00:07:46.000,-123.5601499,48.1498113,297154.33,131432.91,0.34
2018-Jul-26 00:07:46.000,-123.5601532,48.1498072,297154.06,131432.47,0.32
2018-Jul-26 00:07:47.000,-123.5601575,48.1498026,297153.73,131431.97,0.32
2018-Jul-26 00:07:48.000,-123.5601605,48.1497983,297153.48,131431.50,0.38
2018-Jul-26 00:07:49.000,-123.5601644,48.1497942,297153.18,131431.06,0.41
2018-Jul-26 00:07:49.000,-123.5601682,48.1497897,297152.88,131430.56,0.40
2018-Jul-26 00:07:50.000,-123.5601715,48.1497853,297152.62,131430.08,0.39
2018-Jul-26 00:07:51.000,-123.5601752,48.1497804,297152.33,131429.55,0.37
2018-Jul-26 00:07:52.000,-123.5601783,48.1497762,297152.07,131429.09,0.39
2018-Jul-26 00:07:54.000,-123.5601817,48.1497713,297151.81,131428.56,0.42
2018-Jul-26 00:07:54.000,-123.5601851,48.1497665,297151.54,131428.04,0.38
2018-Jul-26 00:07:55.000,-123.5601881,48.1497620,297151.29,131427.55,0.36
2018-Jul-26 00:07:57.000,-123.5601942,48.1497530,297150.80,131426.56,0.27
2018-Jul-26 00:07:59.000,-123.5601965,48.1497484,297150.62,131426.05,0.25
2018-Jul-26 00:08:01.000,-123.5601970,48.1497432,297150.56,131425.47,0.20
2018-Jul-26 00:08:02.000,-123.5602007,48.1497328,297150.24,131424.33,0.16
2018-Jul-26 00:08:04.000,-123.5602030,48.1497282,297150.05,131423.82,0.04
2018-Jul-26 00:08:04.000,-123.5602034,48.1497236,297150.00,131423.31,0.05
2018-Jul-26 00:08:05.000,-123.5602034,48.1497186,297149.99,131422.76,-0.03
2018-Jul-26 00:08:06.000,-123.5602042,48.1497135,297149.90,131422.19,-0.13
2018-Jul-26 00:08:07.000,-123.5602047,48.1497087,297149.85,131421.65,-0.14
2018-Jul-26 00:08:08.000,-123.5602040,48.1497038,297149.88,131421.12,-0.16
2018-Jul-26 00:08:09.000,-123.5602034,48.1496986,297149.90,131420.53,-0.18
2018-Jul-26 00:08:10.000,-123.5602038,48.1496930,297149.85,131419.92,-0.18
2018-Jul-26 00:08:11.000,-123.5602030,48.1496885,297149.89,131419.41,-0.10
2018-Jul-26 00:08:12.000,-123.5602025,48.1496835,297149.91,131418.85,-0.08
2018-Jul-26 00:08:13.000,-123.5602017,48.1496788,297149.95,131418.33,-0.00
2018-Jul-26 00:08:13.000,-123.5602004,48.1496737,297150.03,131417.76,-0.05
2018-Jul-26 00:08:14.000,-123.5601988,48.1496692,297150.13,131417.26,0.09
2018-Jul-26 00:08:15.000,-123.5601987,48.1496639,297150.12,131416.66,0.06
2018-Jul-26 00:08:16.000,-123.5601985,48.1496593,297150.11,131416.15,0.07
2018-Jul-26 00:08:17.000,-123.5601981,48.1496547,297150.13,131415.64,0.04
2018-Jul-26 00:08:17.000,-123.5601977,48.1496496,297150.13,131415.08,0.25
2018-Jul-26 00:08:19.000,-123.5601978,48.1496392,297150.09,131413.92,0.20
2018-Jul-26 00:08:20.000,-123.5601980,48.1496346,297150.05,131413.41,0.24
2018-Jul-26 00:08:21.000,-123.5601971,48.1496300,297150.10,131412.90,0.24
2018-Jul-26 00:08:22.000,-123.5601980,48.1496253,297150.01,131412.38,0.21
2018-Jul-26 00:08:24.000,-123.5601951,48.1496154,297150.20,131411.27,0.24
2018-Jul-26 00:08:25.000,-123.5601928,48.1496111,297150.35,131410.78,0.29
2018-Jul-26 00:08:26.000,-123.5601876,48.1496078,297150.72,131410.40,0.25
2018-Jul-26 00:08:27.000,-123.5601837,48.1496032,297150.99,131409.89,0.36
2018-Jul-26 00:08:31.000,-123.5601794,48.1495994,297151.30,131409.45,0.29
2018-Jul-26 00:08:32.000,-123.5601765,48.1496037,297151.53,131409.92,0.30
2018-Jul-26 00:08:33.000,-123.5601715,48.1496067,297151.91,131410.24,0.32
2018-Jul-26 00:08:34.000,-123.5601673,48.1496116,297152.24,131410.77,0.36
2018-Jul-26 00:08:34.000,-123.5601617,48.1496143,297152.67,131411.05,0.44
2018-Jul-26 00:08:35.000,-123.5601573,48.1496182,297153.02,131411.48,0.50
2018-Jul-26 00:08:36.000,-123.5601484,48.1496233,297153.70,131412.02,0.47
2018-Jul-26 00:08:37.000,-123.5601428,48.1496274,297154.13,131412.46,0.51
2018-Jul-26 00:08:37.000,-123.5601367,48.1496304,297154.59,131412.78,0.52
2018-Jul-26 00:08:38.000,-123.5601301,48.1496354,297155.10,131413.32,0.53
2018-Jul-26 00:08:38.000,-123.5601234,48.1496390,297155.62,131413.70,0.51
2018-Jul-26 00:08:39.000,-123.5601164,48.1496431,297156.16,131414.14,0.48
2018-Jul-26 00:08:40.000,-123.5601096,48.1496472,297156.68,131414.58,0.44
2018-Jul-26 00:08:40.000,-123.5601023,48.1496505,297157.23,131414.92,0.42
2018-Jul-26 00:08:41.000,-123.5600949,48.1496550,297157.80,131415.40,0.47
2018-Jul-26 00:08:41.000,-123.5600873,48.1496586,297158.38,131415.78,0.44
2018-Jul-26 00:08:42.000,-123.5600796,48.1496623,297158.97,131416.17,0.42
2018-Jul-26 00:08:43.000,-123.5600720,48.1496665,297159.55,131416.62,0.39
2018-Jul-26 00:08:43.000,-123.5600641,48.1496695,297160.15,131416.93,0.40
2018-Jul-26 00:08:44.000,-123.5600560,48.1496733,297160.77,131417.33,0.41
2018-Jul-26 00:08:44.000,-123.5600481,48.1496770,297161.37,131417.72,0.36
2018-Jul-26 00:08:45.000,-123.5600400,48.1496799,297161.98,131418.02,0.43
2018-Jul-26 00:08:46.000,-123.5600313,48.1496840,297162.65,131418.46,0.45
2018-Jul-26 00:08:46.000,-123.5600229,48.1496877,297163.29,131418.85,0.41
2018-Jul-26 00:08:47.000,-123.5600143,48.1496909,297163.93,131419.18,0.50
2018-Jul-26 00:08:47.000,-123.5600057,48.1496946,297164.59,131419.57,0.54
2018-Jul-26 00:08:48.000,-123.5599973,48.1496984,297165.23,131419.96,0.53
2018-Jul-26 00:08:49.000,-123.5599891,48.1497020,297165.85,131420.34,0.51
2018-Jul-26 00:08:49.000,-123.5599816,48.1497075,297166.44,131420.94,0.41
2018-Jul-26 00:08:50.000,-123.5599760,48.1497129,297166.87,131421.53,0.36
2018-Jul-26 00:08:50.000,-123.5599735,48.1497180,297167.08,131422.08,0.40
2018-Jul-26 00:08:51.000,-123.5599704,48.1497224,297167.32,131422.57,0.36
2018-Jul-26 00:08:52.000,-123.5599636,48.1497246,297167.84,131422.80,0.41
2018-Jul-26 00:08:53.000,-123.5599561,48.1497265,297168.41,131422.98,0.43
2018-Jul-26 00:08:54.000,-123.5599482,48.1497282,297169.00,131423.16,0.44
2018-Jul-26 00:08:55.000,-123.5599401,48.1497309,297169.61,131423.43,0.48
2018-Jul-26 00:08:56.000,-123.5599344,48.1497345,297170.05,131423.81,0.62
2018-Jul-26 00:08:58.000,-123.5599332,48.1497397,297170.16,131424.39,0.87
2018-Jul-26 00:09:00.000,-123.5599350,48.1497443,297170.05,131424.91,0.89
2018-Jul-26 00:09:01.000,-123.5599399,48.1497484,297169.70,131425.37,0.85
2018-Jul-26 00:09:02.000,-123.5599424,48.1497530,297169.53,131425.89,0.91
2018-Jul-26 00:09:03.000,-123.5599533,48.1497603,297168.75,131426.73,0.83
2018-Jul-26 00:09:04.000,-123.5599566,48.1497645,297168.52,131427.21,0.78
2018-Jul-26 00:09:05.000,-123.5599621,48.1497676,297168.12,131427.57,0.87
2018-Jul-26 00:09:06.000,-123.5599669,48.1497724,297167.78,131428.11,0.77
2018-Jul-26 00:09:06.000,-123.5599728,48.1497756,297167.35,131428.48,0.84
2018-Jul-26 00:09:07.000,-123.5599777,48.1497808,297167.02,131429.07,0.80
2018-Jul-26 00:09:08.000,-123.5599842,48.1497841,297166.54,131429.45,0.83
2018-Jul-26 00:09:09.000,-123.5599943,48.1497920,297165.82,131430.36,0.78
2018-Jul-26 00:09:09.000,-123.5599982,48.1497963,297165.55,131430.85,0.72
2018-Jul-26 00:09:10.000,-123.5600054,48.1498001,297165.03,131431.29,0.84
2018-Jul-26 00:09:11.000,-123.5600101,48.1498044,297164.69,131431.79,0.85
2018-Jul-26 00:09:11.000,-123.5600174,48.1498083,297164.17,131432.23,0.88
2018-Jul-26 00:09:12.000,-123.5600223,48.1498128,297163.82,131432.75,0.81
2018-Jul-26 00:09:12.000,-123.5600297,48.1498166,297163.29,131433.19,0.86
2018-Jul-26 00:09:13.000,-123.5600347,48.1498210,297162.93,131433.70,0.84
2018-Jul-26 00:09:14.000,-123.5600431,48.1498245,297162.32,131434.11,0.87
2018-Jul-26 00:09:14.000,-123.5600499,48.1498282,297161.83,131434.54,0.90
2018-Jul-26 00:09:15.000,-123.5600575,48.1498314,297161.28,131434.91,0.91
2018-Jul-26 00:09:15.000,-123.5600633,48.1498351,297160.86,131435.33,0.94
2018-Jul-26 00:09:16.000,-123.5600702,48.1498385,297160.36,131435.72,0.96
2018-Jul-26 00:09:17.000,-123.5600770,48.1498411,297159.87,131436.04,0.92
2018-Jul-26 00:09:17.000,-123.5600829,48.1498449,297159.45,131436.47,0.86
2018-Jul-26 00:09:18.000,-123.5600910,48.1498468,297158.85,131436.71,0.95
2018-Jul-26 00:09:18.000,-123.5600972,48.1498499,297158.40,131437.07,0.95
2018-Jul-26 00:09:19.000,-123.5601042,48.1498527,297157.89,131437.39,0.84
2018-Jul-26 00:09:20.000,-123.5601117,48.1498546,297157.34,131437.63,0.87
2018-Jul-26 00:09:21.000,-123.5601266,48.1498587,297156.25,131438.13,0.73
2018-Jul-26 00:09:21.000,-123.5601331,48.1498611,297155.77,131438.40,0.74
2018-Jul-26 00:09:22.000,-123.5601408,48.1498628,297155.20,131438.61,0.70
2018-Jul-26 00:09:23.000,-123.5601482,48.1498639,297154.66,131438.76,0.66
2018-Jul-26 00:09:23.000,-123.5601550,48.1498660,297154.17,131439.01,0.61
2018-Jul-26 00:09:24.000,-123.5601629,48.1498663,297153.58,131439.06,0.53
2018-Jul-26 00:09:24.000,-123.5601700,48.1498676,297153.06,131439.23,0.46
2018-Jul-26 00:09:25.000,-123.5601782,48.1498666,297152.44,131439.13,0.46
2018-Jul-26 00:09:26.000,-123.5601854,48.1498664,297151.90,131439.14,0.45
2018-Jul-26 00:09:27.000,-123.5602008,48.1498644,297150.75,131438.95,0.48
2018-Jul-26 00:09:28.000,-123.5602093,48.1498636,297150.12,131438.88,0.38
2018-Jul-26 00:09:29.000,-123.5602175,48.1498633,297149.51,131438.88,0.47
2018-Jul-26 00:09:29.000,-123.5602241,48.1498618,297149.01,131438.73,0.52
2018-Jul-26 00:09:31.000,-123.5602392,48.1498589,297147.88,131438.44,0.61
2018-Jul-26 00:09:32.000,-123.5602544,48.1498552,297146.73,131438.07,0.62
2018-Jul-26 00:09:33.000,-123.5602611,48.1498527,297146.22,131437.81,0.65
2018-Jul-26 00:09:33.000,-123.5602695,48.1498512,297145.59,131437.67,0.63
2018-Jul-26 00:09:34.000,-123.5602764,48.1498486,297145.07,131437.39,0.68
2018-Jul-26 00:09:35.000,-123.5602841,48.1498473,297144.49,131437.27,0.61
2018-Jul-26 00:09:35.000,-123.5602911,48.1498448,297143.96,131437.02,0.57
2018-Jul-26 00:09:36.000,-123.5602994,48.1498422,297143.33,131436.75,0.44
2018-Jul-26 00:09:37.000,-123.5603056,48.1498395,297142.86,131436.46,0.55
2018-Jul-26 00:09:38.000,-123.5603126,48.1498380,297142.34,131436.31,0.69
2018-Jul-26 00:09:38.000,-123.5603185,48.1498355,297141.89,131436.05,0.63
2018-Jul-26 00:09:39.000,-123.5603250,48.1498343,297141.40,131435.94,0.69
2018-Jul-26 00:09:40.000,-123.5603314,48.1498315,297140.91,131435.64,0.69
2018-Jul-26 00:09:40.000,-123.5603379,48.1498299,297140.42,131435.48,0.71
2018-Jul-26 00:09:41.000,-123.5603438,48.1498275,297139.97,131435.23,0.72
2018-Jul-26 00:09:42.000,-123.5603504,48.1498257,297139.48,131435.05,0.63
2018-Jul-26 00:09:42.000,-123.5603563,48.1498232,297139.03,131434.79,0.74
2018-Jul-26 00:09:44.000,-123.5603699,48.1498177,297137.99,131434.20,0.83
2018-Jul-26 00:09:45.000,-123.5603769,48.1498148,297137.46,131433.90,0.77
2018-Jul-26 00:09:45.000,-123.5603837,48.1498116,297136.94,131433.57,0.76
2018-Jul-26 00:09:47.000,-123.5603974,48.1498049,297135.90,131432.86,0.62
2018-Jul-26 00:09:48.000,-123.5604032,48.1498007,297135.45,131432.41,0.55
2018-Jul-26 00:09:49.000,-123.5604087,48.1497976,297135.03,131432.07,0.49
2018-Jul-26 00:09:49.000,-123.5604127,48.1497934,297134.72,131431.62,0.46
2018-Jul-26 00:09:50.000,-123.5604178,48.1497898,297134.32,131431.23,0.46
2018-Jul-26 00:09:51.000,-123.5604227,48.1497854,297133.94,131430.76,0.46
2018-Jul-26 00:09:52.000,-123.5604270,48.1497808,297133.60,131430.26,0.56
2018-Jul-26 00:09:52.000,-123.5604299,48.1497758,297133.37,131429.71,0.62
2018-Jul-26 00:09:53.000,-123.5604322,48.1497712,297133.17,131429.21,0.44
2018-Jul-26 00:09:54.000,-123.5604337,48.1497668,297133.05,131428.72,0.45
2018-Jul-26 00:09:54.000,-123.5604347,48.1497622,297132.96,131428.21,0.40
2018-Jul-26 00:09:55.000,-123.5604356,48.1497569,297132.87,131427.62,0.46
2018-Jul-26 00:09:56.000,-123.5604389,48.1497525,297132.61,131427.15,0.47
2018-Jul-26 00:09:57.000,-123.5604403,48.1497471,297132.48,131426.55,0.51
2018-Jul-26 00:09:57.000,-123.5604428,48.1497427,297132.28,131426.06,0.56
2018-Jul-26 00:09:58.000,-123.5604448,48.1497372,297132.11,131425.46,0.49
2018-Jul-26 00:09:59.000,-123.5604457,48.1497327,297132.02,131424.96,0.49
2018-Jul-26 00:09:59.000,-123.5604467,48.1497280,297131.93,131424.44,0.45
2018-Jul-26 00:10:01.000,-123.5604470,48.1497175,297131.87,131423.28,0.52
2018-Jul-26 00:10:01.000,-123.5604461,48.1497120,297131.91,131422.67,0.56
2018-Jul-26 00:10:02.000,-123.5604457,48.1497072,297131.92,131422.13,0.43
2018-Jul-26 00:10:03.000,-123.5604468,48.1497015,297131.82,131421.50,0.44
2018-Jul-26 00:10:03.000,-123.5604463,48.1496964,297131.83,131420.93,0.48
2018-Jul-26 00:10:04.000,-123.5604462,48.1496917,297131.82,131420.41,0.57
2018-Jul-26 00:10:04.000,-123.5604457,48.1496870,297131.84,131419.88,0.52
