datetime_utc,longitude,latitude,easting_m,northing_m,ortho_ht_m
2018-Jul-25 23:03:42.000,-123.5628533,48.1459248,296937.98,131008.19,0.88
2018-Jul-25 23:03:42.000,-123.5628602,48.1459222,296937.46,131007.92,0.89
2018-Jul-25 23:03:44.000,-123.5628746,48.1459176,296936.38,131007.45,0.88
2018-Jul-25 23:03:46.000,-123.5628889,48.1459135,296935.29,131007.03,0.88
2018-Jul-25 23:03:46.000,-123.5628967,48.1459122,296934.71,131006.90,0.83
2018-Jul-25 23:03:47.000,-123.5629047,48.1459111,296934.10,131006.80,0.88
2018-Jul-25 23:03:48.000,-123.5629129,48.1459114,296933.50,131006.86,0.80
2018-Jul-25 23:03:49.000,-123.5629208,48.1459130,296932.92,131007.06,0.88
2018-Jul-25 23:03:50.000,-123.5629271,48.1459151,296932.46,131007.31,0.89
2018-Jul-25 23:03:51.000,-123.5629351,48.1459171,296931.87,131007.54,0.85
2018-Jul-25 23:03:51.000,-123.5629419,48.1459178,296931.37,131007.65,0.85
2018-Jul-25 23:03:52.000,-123.5629498,48.1459195,296930.79,131007.85,0.89
2018-Jul-25 23:03:53.000,-123.5629575,48.1459223,296930.23,131008.19,0.94
2018-Jul-25 23:03:54.000,-123.5629644,48.1459240,296929.72,131008.40,0.92
2018-Jul-25 23:03:54.000,-123.5629714,48.1459266,296929.21,131008.70,0.95
2018-Jul-25 23:03:55.000,-123.5629776,48.1459293,296928.76,131009.02,0.94
2018-Jul-25 23:03:57.000,-123.5629925,48.1459332,296927.66,131009.49,0.99
2018-Jul-25 23:03:58.000,-123.5629997,48.1459358,296927.14,131009.80,0.98
2018-Jul-25 23:03:59.000,-123.5630077,48.1459361,296926.55,131009.85,0.99
2018-Jul-25 23:04:00.000,-123.5630129,48.1459396,296926.17,131010.25,1.02
2018-Jul-25 23:04:01.000,-123.5630177,48.1459436,296925.83,131010.72,1.03
2018-Jul-25 23:04:02.000,-123.5630152,48.1459482,296926.04,131011.21,1.02
2018-Jul-25 23:04:03.000,-123.5630118,48.1459527,296926.31,131011.71,1.01
2018-Jul-25 23:04:04.000,-123.5630066,48.1459560,296926.71,131012.06,0.95
2018-Jul-25 23:04:05.000,-123.5630011,48.1459588,296927.13,131012.36,0.97
2018-Jul-25 23:04:06.000,-123.5629944,48.1459614,296927.63,131012.63,0.92
2018-Jul-25 23:04:07.000,-123.5629874,48.1459636,296928.17,131012.86,0.92
2018-Jul-25 23:04:09.000,-123.5629794,48.1459660,296928.77,131013.11,0.91
2018-Jul-25 23:04:10.000,-123.5629725,48.1459681,296929.29,131013.32,0.89
2018-Jul-25 23:04:10.000,-123.5629661,48.1459699,296929.77,131013.50,0.92
2018-Jul-25 23:04:11.000,-123.5629583,48.1459720,296930.36,131013.72,0.86
2018-Jul-25 23:04:12.000,-123.5629523,48.1459742,296930.81,131013.94,0.88
2018-Jul-25 23:04:13.000,-123.5629461,48.1459761,296931.29,131014.14,0.89
2018-Jul-25 23:04:14.000,-123.5629388,48.1459791,296931.84,131014.45,0.90
2018-Jul-25 23:04:14.000,-123.5629322,48.1459815,296932.34,131014.70,0.86
2018-Jul-25 23:04:15.000,-123.5629264,48.1459844,296932.78,131015.00,0.92
2018-Jul-25 23:04:16.000,-123.5629140,48.1459903,296933.73,131015.63,0.88
2018-Jul-25 23:04:17.000,-123.5629073,48.1459931,296934.24,131015.92,0.90
2018-Jul-25 23:04:18.000,-123.5629015,48.1459961,296934.68,131016.24,0.92
2018-Jul-25 23:04:19.000,-123.5628950,48.1459992,296935.18,131016.57,0.91
2018-Jul-25 23:04:19.000,-123.5628877,48.1460027,296935.73,131016.94,0.94
2018-Jul-25 23:04:20.000,-123.5628812,48.1460059,296936.23,131017.28,0.91
2018-Jul-25 23:04:21.000,-123.5628735,48.1460094,296936.81,131017.65,0.98
2018-Jul-25 23:04:22.000,-123.5628679,48.1460122,296937.24,131017.94,1.00
2018-Jul-25 23:04:22.000,-123.5628619,48.1460150,296937.70,131018.24,0.99
2018-Jul-25 23:04:23.000,-123.5628553,48.1460175,296938.20,131018.50,0.99
2018-Jul-25 23:04:24.000,-123.5628486,48.1460205,296938.71,131018.81,0.99
2018-Jul-25 23:04:25.000,-123.5628417,48.1460234,296939.24,131019.12,1.03
2018-Jul-25 23:04:25.000,-123.5628354,48.1460262,296939.71,131019.41,0.96
2018-Jul-25 23:04:26.000,-123.5628297,48.1460286,296940.15,131019.66,1.02
2018-Jul-25 23:04:27.000,-123.5628237,48.1460314,296940.60,131019.95,1.02
2018-Jul-25 23:04:28.000,-123.5628170,48.1460344,296941.12,131020.27,1.06
2018-Jul-25 23:04:28.000,-123.5628107,48.1460375,296941.59,131020.60,1.00
2018-Jul-25 23:04:29.000,-123.5628041,48.1460409,296942.10,131020.96,1.01
2018-Jul-25 23:04:30.000,-123.5627982,48.1460440,296942.55,131021.29,1.04
2018-Jul-25 23:04:31.000,-123.5627920,48.1460475,296943.03,131021.66,1.08
2018-Jul-25 23:04:32.000,-123.5627869,48.1460510,296943.42,131022.03,1.04
2018-Jul-25 23:04:33.000,-123.5627811,48.1460547,296943.87,131022.44,1.07
2018-Jul-25 23:04:34.000,-123.5627755,48.1460589,296944.30,131022.89,1.02
2018-Jul-25 23:04:34.000,-123.5627708,48.1460626,296944.66,131023.28,1.03
2018-Jul-25 23:04:35.000,-123.5627665,48.1460661,296944.99,131023.66,1.04
2018-Jul-25 23:04:36.000,-123.5627615,48.1460705,296945.39,131024.13,0.99
2018-Jul-25 23:04:36.000,-123.5627578,48.1460744,296945.67,131024.57,0.99
2018-Jul-25 23:04:37.000,-123.5627547,48.1460789,296945.92,131025.05,1.02
2018-Jul-25 23:04:38.000,-123.5627506,48.1460832,296946.25,131025.52,1.04
2018-Jul-25 23:04:38.000,-123.5627473,48.1460871,296946.51,131025.95,0.98
2018-Jul-25 23:04:40.000,-123.5627388,48.1460970,296947.18,131027.02,0.89
2018-Jul-25 23:04:41.000,-123.5627360,48.1461011,296947.41,131027.47,0.90
2018-Jul-25 23:04:41.000,-123.5627328,48.1461058,296947.66,131027.98,0.93
2018-Jul-25 23:04:42.000,-123.5627303,48.1461110,296947.86,131028.56,0.90
2018-Jul-25 23:04:42.000,-123.5627283,48.1461171,296948.04,131029.23,0.85
2018-Jul-25 23:04:43.000,-123.5627277,48.1461229,296948.10,131029.87,0.86
2018-Jul-25 23:04:45.000,-123.5627312,48.1461387,296947.91,131031.64,0.86
2018-Jul-25 23:04:46.000,-123.5627336,48.1461438,296947.75,131032.21,0.88
2018-Jul-25 23:04:46.000,-123.5627341,48.1461483,296947.73,131032.71,0.86
2018-Jul-25 23:04:47.000,-123.5627373,48.1461532,296947.51,131033.26,0.85
2018-Jul-25 23:04:48.000,-123.5627412,48.1461576,296947.24,131033.76,0.74
2018-Jul-25 23:04:49.000,-123.5627468,48.1461613,296946.84,131034.19,0.74
2018-Jul-25 23:04:50.000,-123.5627497,48.1461660,296946.64,131034.71,0.90
2018-Jul-25 23:04:51.000,-123.5627553,48.1461688,296946.23,131035.04,0.89
2018-Jul-25 23:04:52.000,-123.5627599,48.1461740,296945.91,131035.63,0.89
2018-Jul-25 23:04:53.000,-123.5627642,48.1461785,296945.61,131036.14,0.87
2018-Jul-25 23:04:53.000,-123.5627693,48.1461821,296945.25,131036.55,0.90
2018-Jul-25 23:04:54.000,-123.5627750,48.1461855,296944.83,131036.95,0.87
2018-Jul-25 23:04:55.000,-123.5627789,48.1461893,296944.56,131037.39,0.84
2018-Jul-25 23:04:56.000,-123.5627858,48.1461910,296944.06,131037.59,0.85
2018-Jul-25 23:04:57.000,-123.5627931,48.1461913,296943.51,131037.64,0.86
2018-Jul-25 23:04:58.000,-123.5628006,48.1461896,296942.95,131037.48,0.90
2018-Jul-25 23:04:59.000,-123.5628080,48.1461911,296942.40,131037.66,0.91
2018-Jul-25 23:05:00.000,-123.5628161,48.1461908,296941.80,131037.64,0.97
2018-Jul-25 23:05:01.000,-123.5628225,48.1461891,296941.31,131037.48,0.98
2018-Jul-25 23:05:02.000,-123.5628293,48.1461870,296940.80,131037.27,0.98
2018-Jul-25 23:05:03.000,-123.5628361,48.1461845,296940.28,131037.01,0.95
2018-Jul-25 23:05:04.000,-123.5628419,48.1461814,296939.85,131036.67,1.01
2018-Jul-25 23:05:06.000,-123.5628475,48.1461788,296939.41,131036.40,1.02
2018-Jul-25 23:05:07.000,-123.5628540,48.1461765,296938.93,131036.16,1.03
2018-Jul-25 23:05:08.000,-123.5628596,48.1461740,296938.50,131035.89,0.95
2018-Jul-25 23:05:09.000,-123.5628628,48.1461699,296938.24,131035.45,0.96
2018-Jul-25 23:05:10.000,-123.5628690,48.1461670,296937.77,131035.15,0.92
2018-Jul-25 23:05:11.000,-123.5628763,48.1461644,296937.22,131034.88,0.97
2018-Jul-25 23:05:11.000,-123.5628817,48.1461613,296936.80,131034.54,1.06
2018-Jul-25 23:05:12.000,-123.5628888,48.1461602,296936.27,131034.44,1.02
2018-Jul-25 23:05:13.000,-123.5628955,48.1461564,296935.76,131034.04,1.05
2018-Jul-25 23:05:14.000,-123.5629030,48.1461534,296935.19,131033.72,1.03
2018-Jul-25 23:05:14.000,-123.5629083,48.1461505,296934.79,131033.42,1.03
2018-Jul-25 23:05:15.000,-123.5629133,48.1461472,296934.40,131033.06,1.03
2018-Jul-25 23:05:16.000,-123.5629209,48.1461444,296933.82,131032.77,1.02
2018-Jul-25 23:05:17.000,-123.5629341,48.1461391,296932.82,131032.22,1.03
2018-Jul-25 23:05:18.000,-123.5629400,48.1461368,296932.37,131031.98,1.04
2018-Jul-25 23:05:19.000,-123.5629487,48.1461349,296931.72,131031.79,0.97
2018-Jul-25 23:05:20.000,-123.5629612,48.1461297,296930.77,131031.25,1.01
2018-Jul-25 23:05:20.000,-123.5629668,48.1461265,296930.34,131030.90,1.01
2018-Jul-25 23:05:21.000,-123.5629734,48.1461245,296929.84,131030.69,0.95
2018-Jul-25 23:05:22.000,-123.5629791,48.1461216,296929.40,131030.39,0.98
2018-Jul-25 23:05:23.000,-123.5629923,48.1461175,296928.40,131029.97,0.93
2018-Jul-25 23:05:23.000,-123.5629985,48.1461147,296927.94,131029.68,0.95
2018-Jul-25 23:05:24.000,-123.5630056,48.1461135,296927.40,131029.56,0.91
2018-Jul-25 23:05:25.000,-123.5630123,48.1461109,296926.89,131029.29,0.92
2018-Jul-25 23:05:25.000,-123.5630196,48.1461095,296926.34,131029.16,0.93
2018-Jul-25 23:05:26.000,-123.5630272,48.1461083,296925.78,131029.04,0.94
2018-Jul-25 23:05:26.000,-123.5630348,48.1461052,296925.20,131028.72,0.92
2018-Jul-25 23:05:27.000,-123.5630424,48.1461024,296924.62,131028.42,0.94
2018-Jul-25 23:05:28.000,-123.5630497,48.1460994,296924.07,131028.11,0.95
2018-Jul-25 23:05:28.000,-123.5630564,48.1460963,296923.56,131027.79,0.98
2018-Jul-25 23:05:29.000,-123.5630624,48.1460936,296923.10,131027.50,1.00
2018-Jul-25 23:05:29.000,-123.5630696,48.1460917,296922.55,131027.30,0.94
2018-Jul-25 23:05:31.000,-123.5630808,48.1460855,296921.70,131026.65,0.93
2018-Jul-25 23:05:32.000,-123.5630859,48.1460820,296921.30,131026.28,0.95
2018-Jul-25 23:05:34.000,-123.5630920,48.1460844,296920.86,131026.55,1.00
2018-Jul-25 23:05:37.000,-123.5631055,48.1460857,296919.87,131026.74,0.95
2018-Jul-25 23:05:39.000,-123.5631037,48.1460905,296920.02,131027.26,0.94
2018-Jul-25 23:05:40.000,-123.5631001,48.1460945,296920.30,131027.70,1.00
2018-Jul-25 23:05:41.000,-123.5630950,48.1460989,296920.70,131028.17,0.97
2018-Jul-25 23:05:43.000,-123.5630899,48.1461029,296921.09,131028.60,0.92
2018-Jul-25 23:05:44.000,-123.5630848,48.1461068,296921.49,131029.03,0.95
2018-Jul-25 23:05:44.000,-123.5630800,48.1461102,296921.86,131029.39,0.91
2018-Jul-25 23:05:45.000,-123.5630753,48.1461137,296922.22,131029.77,0.93
2018-Jul-25 23:05:46.000,-123.5630694,48.1461173,296922.67,131030.15,0.94
2018-Jul-25 23:05:47.000,-123.5630636,48.1461208,296923.11,131030.52,0.92
2018-Jul-25 23:05:48.000,-123.5630580,48.1461242,296923.55,131030.89,0.94
2018-Jul-25 23:05:49.000,-123.5630514,48.1461271,296924.05,131031.20,0.95
2018-Jul-25 23:05:50.000,-123.5630448,48.1461296,296924.55,131031.46,0.96
2018-Jul-25 23:05:51.000,-123.5630386,48.1461318,296925.02,131031.68,0.96
2018-Jul-25 23:05:52.000,-123.5630320,48.1461340,296925.52,131031.90,0.95
2018-Jul-25 23:05:53.000,-123.5630255,48.1461358,296926.01,131032.09,0.94
2018-Jul-25 23:05:54.000,-123.5630189,48.1461374,296926.51,131032.25,0.94
2018-Jul-25 23:05:55.000,-123.5630118,48.1461389,296927.04,131032.40,0.93
2018-Jul-25 23:05:56.000,-123.5630044,48.1461404,296927.60,131032.55,0.92
2018-Jul-25 23:05:57.000,-123.5629970,48.1461422,296928.16,131032.73,0.93
2018-Jul-25 23:05:58.000,-123.5629897,48.1461439,296928.70,131032.89,1.00
2018-Jul-25 23:05:59.000,-123.5629827,48.1461456,296929.23,131033.07,1.01
2018-Jul-25 23:06:00.000,-123.5629757,48.1461473,296929.76,131033.24,1.02
2018-Jul-25 23:06:01.000,-123.5629693,48.1461495,296930.24,131033.46,0.98
2018-Jul-25 23:06:02.000,-123.5629637,48.1461520,296930.67,131033.73,1.01
2018-Jul-25 23:06:03.000,-123.5629570,48.1461547,296931.18,131034.01,0.99
2018-Jul-25 23:06:04.000,-123.5629517,48.1461575,296931.59,131034.31,0.99
2018-Jul-25 23:06:04.000,-123.5629464,48.1461612,296932.00,131034.70,0.98
2018-Jul-25 23:06:05.000,-123.5629404,48.1461648,296932.45,131035.09,0.99
2018-Jul-25 23:06:06.000,-123.5629356,48.1461682,296932.83,131035.46,1.02
2018-Jul-25 23:06:07.000,-123.5629305,48.1461718,296933.22,131035.84,1.01
2018-Jul-25 23:06:08.000,-123.5629243,48.1461758,296933.69,131036.26,1.02
2018-Jul-25 23:06:09.000,-123.5629195,48.1461791,296934.06,131036.62,1.03
2018-Jul-25 23:06:10.000,-123.5629140,48.1461827,296934.49,131037.01,1.04
2018-Jul-25 23:06:11.000,-123.5629084,48.1461865,296934.92,131037.42,1.03
2018-Jul-25 23:06:12.000,-123.5629026,48.1461902,296935.37,131037.81,1.03
2018-Jul-25 23:06:12.000,-123.5628978,48.1461935,296935.74,131038.17,1.01
2018-Jul-25 23:06:13.000,-123.5628924,48.1461978,296936.15,131038.63,0.99
2018-Jul-25 23:06:14.000,-123.5628889,48.1462017,296936.43,131039.05,0.99
2018-Jul-25 23:06:15.000,-123.5628859,48.1462059,296936.67,131039.51,1.02
2018-Jul-25 23:06:16.000,-123.5628834,48.1462104,296936.87,131040.01,1.01
2018-Jul-25 23:06:17.000,-123.5628791,48.1462141,296937.21,131040.40,0.97
2018-Jul-25 23:06:18.000,-123.5628751,48.1462188,296937.52,131040.92,0.97
2018-Jul-25 23:06:20.000,-123.5628669,48.1462269,296938.16,131041.79,0.92
2018-Jul-25 23:06:22.000,-123.5628655,48.1462314,296938.29,131042.29,0.84
2018-Jul-25 23:06:23.000,-123.5628627,48.1462367,296938.52,131042.88,0.85
2018-Jul-25 23:06:24.000,-123.5628595,48.1462412,296938.77,131043.37,0.84
2018-Jul-25 23:06:24.000,-123.5628568,48.1462458,296938.99,131043.87,0.82
2018-Jul-25 23:06:25.000,-123.5628547,48.1462509,296939.16,131044.43,0.77
2018-Jul-25 23:06:25.000,-123.5628544,48.1462564,296939.21,131045.04,0.78
2018-Jul-25 23:06:26.000,-123.5628562,48.1462620,296939.10,131045.66,0.82
2018-Jul-25 23:06:27.000,-123.5628585,48.1462672,296938.95,131046.26,0.84
2018-Jul-25 23:06:27.000,-123.5628616,48.1462719,296938.74,131046.78,0.79
2018-Jul-25 23:06:29.000,-123.5628650,48.1462765,296938.50,131047.30,0.76
2018-Jul-25 23:06:30.000,-123.5628682,48.1462809,296938.28,131047.80,0.71
2018-Jul-25 23:06:31.000,-123.5628718,48.1462855,296938.03,131048.32,0.73
2018-Jul-25 23:06:32.000,-123.5628749,48.1462897,296937.82,131048.79,0.75
2018-Jul-25 23:06:33.000,-123.5628790,48.1462946,296937.53,131049.35,0.75
2018-Jul-25 23:06:34.000,-123.5628819,48.1462990,296937.33,131049.85,0.74
2018-Jul-25 23:06:35.000,-123.5628854,48.1463038,296937.09,131050.39,0.72
2018-Jul-25 23:06:36.000,-123.5628886,48.1463085,296936.87,131050.91,0.65
2018-Jul-25 23:06:37.000,-123.5628918,48.1463135,296936.65,131051.48,0.67
2018-Jul-25 23:06:38.000,-123.5628948,48.1463182,296936.45,131052.02,0.81
2018-Jul-25 23:06:38.000,-123.5628975,48.1463227,296936.27,131052.52,0.62
2018-Jul-25 23:06:39.000,-123.5629002,48.1463275,296936.08,131053.06,0.61
2018-Jul-25 23:06:41.000,-123.5629033,48.1463321,296935.87,131053.58,0.71
2018-Jul-25 23:06:41.000,-123.5629061,48.1463364,296935.68,131054.07,0.66
2018-Jul-25 23:06:42.000,-123.5629103,48.1463401,296935.38,131054.49,0.65
2018-Jul-25 23:06:43.000,-123.5629137,48.1463442,296935.15,131054.95,0.59
2018-Jul-25 23:06:44.000,-123.5629193,48.1463477,296934.74,131055.35,0.61
2018-Jul-25 23:06:45.000,-123.5629252,48.1463510,296934.32,131055.74,0.72
2018-Jul-25 23:06:46.000,-123.5629311,48.1463533,296933.89,131056.00,0.64
2018-Jul-25 23:06:47.000,-123.5629373,48.1463555,296933.44,131056.27,0.72
2018-Jul-25 23:06:48.000,-123.5629451,48.1463566,296932.86,131056.41,0.72
2018-Jul-25 23:06:49.000,-123.5629538,48.1463572,296932.21,131056.50,0.72
2018-Jul-25 23:06:50.000,-123.5629609,48.1463579,296931.69,131056.60,0.70
2018-Jul-25 23:06:51.000,-123.5629672,48.1463604,296931.23,131056.89,0.70
2018-Jul-25 23:06:53.000,-123.5629714,48.1463641,296930.93,131057.32,0.73
2018-Jul-25 23:06:58.000,-123.5629761,48.1463606,296930.57,131056.94,0.69
2018-Jul-25 23:06:59.000,-123.5629815,48.1463573,296930.15,131056.59,0.75
2018-Jul-25 23:07:01.000,-123.5629870,48.1463537,296929.73,131056.20,0.76
2018-Jul-25 23:07:02.000,-123.5629918,48.1463496,296929.36,131055.76,0.76
2018-Jul-25 23:07:03.000,-123.5629954,48.1463457,296929.08,131055.33,0.82
2018-Jul-25 23:07:04.000,-123.5630009,48.1463426,296928.66,131055.00,0.80
2018-Jul-25 23:07:05.000,-123.5630080,48.1463402,296928.12,131054.76,0.85
2018-Jul-25 23:07:06.000,-123.5630125,48.1463368,296927.77,131054.39,0.90
2018-Jul-25 23:07:06.000,-123.5630180,48.1463341,296927.35,131054.11,0.90
2018-Jul-25 23:07:07.000,-123.5630236,48.1463312,296926.92,131053.80,0.93
2018-Jul-25 23:07:08.000,-123.5630311,48.1463299,296926.36,131053.67,0.94
2018-Jul-25 23:07:10.000,-123.5630428,48.1463218,296925.46,131052.80,0.98
2018-Jul-25 23:07:10.000,-123.5630491,48.1463185,296924.98,131052.45,0.99
2018-Jul-25 23:07:13.000,-123.5630663,48.1463084,296923.66,131051.38,1.02
2018-Jul-25 23:07:14.000,-123.5630728,48.1463053,296923.16,131051.05,1.02
2018-Jul-25 23:07:14.000,-123.5630784,48.1463024,296922.73,131050.74,1.01
2018-Jul-25 23:07:15.000,-123.5630843,48.1462991,296922.28,131050.40,1.00
2018-Jul-25 23:07:16.000,-123.5630904,48.1462966,296921.82,131050.13,0.96
2018-Jul-25 23:07:17.000,-123.5630956,48.1462932,296921.42,131049.76,1.00
2018-Jul-25 23:07:18.000,-123.5631024,48.1462908,296920.90,131049.51,1.00
2018-Jul-25 23:07:18.000,-123.5631083,48.1462878,296920.45,131049.20,1.00
2018-Jul-25 23:07:19.000,-123.5631156,48.1462862,296919.91,131049.03,0.96
2018-Jul-25 23:07:20.000,-123.5631219,48.1462829,296919.42,131048.69,1.00
2018-Jul-25 23:07:21.000,-123.5631281,48.1462796,296918.95,131048.33,1.00
2018-Jul-25 23:07:22.000,-123.5631337,48.1462766,296918.52,131048.02,0.99
2018-Jul-25 23:07:23.000,-123.5631461,48.1462704,296917.58,131047.37,0.99
2018-Jul-25 23:07:24.000,-123.5631530,48.1462674,296917.05,131047.05,0.98
2018-Jul-25 23:07:25.000,-123.5631585,48.1462647,296916.63,131046.76,1.01
2018-Jul-25 23:07:26.000,-123.5631655,48.1462618,296916.10,131046.46,1.00
2018-Jul-25 23:07:27.000,-123.5631717,48.1462586,296915.63,131046.12,1.00
2018-Jul-25 23:07:28.000,-123.5631780,48.1462566,296915.15,131045.92,0.99
2018-Jul-25 23:07:29.000,-123.5631837,48.1462527,296914.71,131045.50,1.03
2018-Jul-25 23:07:30.000,-123.5631904,48.1462495,296914.20,131045.16,1.02
2018-Jul-25 23:07:31.000,-123.5631967,48.1462465,296913.72,131044.84,0.98
2018-Jul-25 23:07:32.000,-123.5632021,48.1462431,296913.30,131044.48,1.02
2018-Jul-25 23:07:33.000,-123.5632091,48.1462407,296912.77,131044.23,1.02
2018-Jul-25 23:07:34.000,-123.5632146,48.1462377,296912.35,131043.91,1.02
2018-Jul-25 23:07:35.000,-123.5632201,48.1462348,296911.93,131043.61,1.05
2018-Jul-25 23:07:36.000,-123.5632265,48.1462325,296911.45,131043.37,1.03
2018-Jul-25 23:07:37.000,-123.5632319,48.1462288,296911.03,131042.97,1.03
2018-Jul-25 23:07:38.000,-123.5632375,48.1462263,296910.60,131042.71,1.04
2018-Jul-25 23:07:39.000,-123.5632433,48.1462232,296910.16,131042.38,1.03
2018-Jul-25 23:07:41.000,-123.5632476,48.1462197,296909.83,131042.00,1.05
2018-Jul-25 23:07:42.000,-123.5632522,48.1462163,296909.47,131041.63,1.06
2018-Jul-25 23:07:45.000,-123.5632569,48.1462131,296909.11,131041.29,1.07
2018-Jul-25 23:07:47.000,-123.5632613,48.1462171,296908.79,131041.74,1.07
2018-Jul-25 23:07:48.000,-123.5632644,48.1462224,296908.59,131042.34,1.07
2018-Jul-25 23:07:51.000,-123.5632762,48.1462266,296907.73,131042.84,1.11
2018-Jul-25 23:07:52.000,-123.5632777,48.1462312,296907.63,131043.36,1.08
2018-Jul-25 23:07:54.000,-123.5632750,48.1462405,296907.87,131044.38,1.07
2018-Jul-25 23:07:55.000,-123.5632715,48.1462448,296908.15,131044.85,1.06
2018-Jul-25 23:07:57.000,-123.5632648,48.1462542,296908.68,131045.88,1.04
2018-Jul-25 23:07:58.000,-123.5632615,48.1462593,296908.94,131046.43,1.10
2018-Jul-25 23:07:59.000,-123.5632578,48.1462642,296909.24,131046.97,1.07
2018-Jul-25 23:07:59.000,-123.5632555,48.1462686,296909.43,131047.45,1.08
2018-Jul-25 23:08:00.000,-123.5632517,48.1462739,296909.73,131048.03,1.05
2018-Jul-25 23:08:01.000,-123.5632494,48.1462782,296909.92,131048.50,1.07
2018-Jul-25 23:08:01.000,-123.5632458,48.1462830,296910.21,131049.02,0.99
2018-Jul-25 23:08:02.000,-123.5632424,48.1462882,296910.48,131049.60,1.03
2018-Jul-25 23:08:03.000,-123.5632393,48.1462927,296910.73,131050.09,1.05
2018-Jul-25 23:08:03.000,-123.5632361,48.1462967,296910.98,131050.52,1.01
2018-Jul-25 23:08:04.000,-123.5632326,48.1463018,296911.27,131051.09,1.04
2018-Jul-25 23:08:04.000,-123.5632293,48.1463059,296911.53,131051.52,1.03
2018-Jul-25 23:08:05.000,-123.5632258,48.1463105,296911.80,131052.03,1.03
2018-Jul-25 23:08:06.000,-123.5632221,48.1463156,296912.10,131052.58,1.01
2018-Jul-25 23:08:06.000,-123.5632180,48.1463210,296912.43,131053.18,1.01
2018-Jul-25 23:08:07.000,-123.5632142,48.1463257,296912.73,131053.68,1.01
2018-Jul-25 23:08:08.000,-123.5632104,48.1463308,296913.03,131054.25,0.98
2018-Jul-25 23:08:08.000,-123.5632070,48.1463350,296913.30,131054.70,0.98
2018-Jul-25 23:08:10.000,-123.5631995,48.1463432,296913.89,131055.59,1.00
2018-Jul-25 23:08:10.000,-123.5631943,48.1463474,296914.29,131056.05,1.02
2018-Jul-25 23:08:11.000,-123.5631902,48.1463515,296914.61,131056.49,1.02
2018-Jul-25 23:08:12.000,-123.5631862,48.1463560,296914.92,131056.99,1.01
2018-Jul-25 23:08:12.000,-123.5631817,48.1463600,296915.28,131057.41,1.01
2018-Jul-25 23:08:13.000,-123.5631776,48.1463646,296915.60,131057.91,1.00
2018-Jul-25 23:08:14.000,-123.5631740,48.1463690,296915.89,131058.39,1.02
2018-Jul-25 23:08:15.000,-123.5631689,48.1463733,296916.29,131058.86,1.01
2018-Jul-25 23:08:15.000,-123.5631647,48.1463775,296916.61,131059.31,1.03
2018-Jul-25 23:08:16.000,-123.5631595,48.1463819,296917.01,131059.79,0.99
2018-Jul-25 23:08:18.000,-123.5631519,48.1463899,296917.61,131060.66,0.99
2018-Jul-25 23:08:20.000,-123.5631424,48.1463977,296918.35,131061.50,0.95
2018-Jul-25 23:08:21.000,-123.5631373,48.1464009,296918.74,131061.84,0.95
2018-Jul-25 23:08:22.000,-123.5631326,48.1464050,296919.11,131062.29,0.89
2018-Jul-25 23:08:23.000,-123.5631273,48.1464087,296919.52,131062.68,0.87
2018-Jul-25 23:08:24.000,-123.5631224,48.1464120,296919.89,131063.04,0.91
2018-Jul-25 23:08:26.000,-123.5631152,48.1464146,296920.44,131063.30,0.88
2018-Jul-25 23:08:27.000,-123.5631067,48.1464160,296921.08,131063.44,0.84
2018-Jul-25 23:08:28.000,-123.5630998,48.1464165,296921.59,131063.47,0.85
2018-Jul-25 23:08:29.000,-123.5630921,48.1464169,296922.17,131063.50,0.83
2018-Jul-25 23:08:30.000,-123.5630851,48.1464168,296922.68,131063.48,0.88
2018-Jul-25 23:08:31.000,-123.5630762,48.1464169,296923.35,131063.46,0.80
2018-Jul-25 23:08:32.000,-123.5630678,48.1464171,296923.97,131063.46,0.78
2018-Jul-25 23:08:34.000,-123.5630601,48.1464167,296924.54,131063.39,0.77
2018-Jul-25 23:08:35.000,-123.5630533,48.1464163,296925.05,131063.33,0.69
2018-Jul-25 23:08:36.000,-123.5630465,48.1464148,296925.55,131063.15,0.79
2018-Jul-25 23:08:37.000,-123.5630405,48.1464127,296925.99,131062.89,0.66
2018-Jul-25 23:08:38.000,-123.5630351,48.1464096,296926.38,131062.54,0.71
2018-Jul-25 23:08:39.000,-123.5630303,48.1464063,296926.72,131062.16,0.70
2018-Jul-25 23:08:40.000,-123.5630254,48.1464020,296927.07,131061.67,0.76
2018-Jul-25 23:08:42.000,-123.5630210,48.1463982,296927.38,131061.24,0.76
2018-Jul-25 23:08:44.000,-123.5630272,48.1463958,296926.91,131060.98,0.79
2018-Jul-25 23:08:45.000,-123.5630302,48.1464009,296926.71,131061.56,0.76
2018-Jul-25 23:08:47.000,-123.5630311,48.1464056,296926.66,131062.09,0.71
2018-Jul-25 23:08:49.000,-123.5630386,48.1464059,296926.10,131062.14,0.76
2018-Jul-25 23:08:50.000,-123.5630461,48.1464065,296925.55,131062.22,0.74
2018-Jul-25 23:08:51.000,-123.5630510,48.1464103,296925.20,131062.65,0.73
2018-Jul-25 23:08:53.000,-123.5630570,48.1464137,296924.77,131063.05,0.79
2018-Jul-25 23:08:54.000,-123.5630627,48.1464163,296924.35,131063.36,0.77
2018-Jul-25 23:08:55.000,-123.5630697,48.1464186,296923.84,131063.63,0.79
2018-Jul-25 23:08:56.000,-123.5630758,48.1464205,296923.40,131063.86,0.78
