FACS/FAN I.D.,Sample ID,Sample Recovered,Date Collected,Time (GMT),Latitude (deg. N),Longitude (deg. E),Sample Type,Lab ID,Wt. percent in -4.00 phi bin,Wt. percent in -3.75 phi bin,Wt. percent in -3.50 phi bin,Wt. percent in -3.25 phi bin,Wt. percent in -3.00 phi bin,Wt. percent in -2.75 phi bin,Wt. percent in -2.50 phi bin,Wt. percent in -2.25 phi bin,Wt. percent in -2.00 phi bin,Wt. percent in -1.75 phi bin,Wt. percent in -1.50 phi bin,Wt. percent in -1.25 phi bin,Wt. percent in -1.00 phi bin,Wt. percent in -0.75 phi bin,Wt. percent in -0.50 phi bin,Wt. percent in -0.25 phi bin,Wt. percent in 0.00 phi bin,Wt. percent in 0.25 phi bin,Wt. percent in 0.50 phi bin,Wt. percent in 0.75 phi bin,Wt. percent in 1.00 phi bin,Wt. percent in 1.25 phi bin,Wt. percent in 1.50 phi bin,Wt. percent in 1.75 phi bin,Wt. percent in 2.00 phi bin,Wt. percent in 2.25 phi bin,Wt. percent in 2.50 phi bin,Wt. percent in 2.75 phi bin,Wt. percent in 3.00 phi bin,Wt. percent in 3.25 phi bin,Wt. percent in 3.50 phi bin,Wt. percent in 3.75 phi bin,Wt. percent in 4.00 phi bin,Wt. percent in 4.25 phi bin,Wt. percent in 4.50 phi bin,Wt. percent in 4.75 phi bin,Wt. percent in 5.00 phi bin,Wt. percent in 5.25 phi bin,Wt. percent in 5.50 phi bin,Wt. percent in 5.75 phi bin,Wt. percent in 6.00 phi bin,Wt. percent in 6.25 phi bin,Wt. percent in 6.50 phi bin,Wt. percent in 6.75 phi bin,Wt. percent in 7.00 phi bin,Wt. percent in 7.25 phi bin,Wt. percent in 7.50 phi bin,Wt. percent in 7.75 phi bin,Wt. percent in 8.00 phi bin,Wt. percent in 8.25 phi bin,Wt. percent in 8.50 phi bin,Wt. percent in 8.75 phi bin,Wt. percent in 9.00 phi bin,Wt. percent in 9.25 phi bin,Wt. percent in 9.50 phi bin,Wt. percent in 9.75 phi bin,Wt. percent in 10.00 phi bin,Wt. percent in 10.25 phi bin,Wt. percent in 10.50 phi bin,Wt. percent in 10.75 phi bin,Wt. percent in 11.00 phi bin,Wt. percent in 11.25 phi bin,Wt. percent in 11.50 phi bin,Wt. percent in 12.00 phi bin,Wt. percent in 13.00 phi bin,Percent Gravel,Percent Sand,Percent Silt,Percent Clay,Percent Mud,D5 Phi, D10 Phi, D16 Phi, D25 Phi, D50 Phi, D75 Phi, D84 Phi, D90 Phi, D95 Phi, F-W Median, F-W Mean, F-W Sorting, F-W Skewness, F-W Kurtosis, Inman Median, Inman Mean, Inman Sorting, Inman Skew 16-84, Inman Skew 05-95, Inman Kurtosis,Moment 1 Mean,Moment 2 Variance,Moment 3 Skewness,Moment 4 Kurtosis,
W-04-12-PS,T01_1,yes,8/28/2012,18:36:38,48.149868,-123.568278,grab, W0512PS_T_22,30.59,6.78,9.64,6.20,12.56,7.46,7.77,6.05,5.00,2.51,2.48,1.96,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,-4.00,-4.00,-4.00,-4.00,-3.38,-2.69,-2.38,-2.10,-1.71,-3.38,-3.25,0.75,0.35,0.72,-3.38,-3.19,0.81,0.24,0.65,0.41,-3.23,0.59,0.76,2.62, 
W-04-12-PS,T01_2,yes,8/28/2012,18:33:24,48.149617,-123.567996,grab, W0512PS_T_23,0.00,0.00,12.35,0.00,0.00,0.00,0.00,1.53,0.68,1.80,1.39,1.17,1.10,1.28,2.42,4.28,6.67,9.12,11.01,11.87,11.16,8.88,5.87,3.13,1.34,0.52,0.24,0.14,0.09,0.05,0.04,0.03,0.04,0.04,0.04,0.04,0.05,0.06,0.06,0.06,0.06,0.07,0.09,0.10,0.11,0.11,0.10,0.10,0.09,0.08,0.07,0.07,0.06,0.06,0.06,0.05,0.04,0.04,0.03,0.02,0.01,0.01,0.00,0.00,0.00,20.03,78.18,1.18,0.60,1.79,-2.11,-2.92,-1.78,-0.41,0.40,0.94,1.17,1.39,1.69,0.40,-0.07,1.31,-0.40,1.15,0.40,-0.30,1.47,-0.47,-0.41,0.29,0.01,3.48,0.37,7.51, 
W-04-12-PS,T01_3,yes,8/28/2012,18:28:11,48.149454,-123.567841,grab, W0512PS_T_24,64.01,11.29,2.98,9.19,3.24,1.65,2.76,1.38,1.97,0.44,0.49,0.41,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,-4.00,-4.00,-4.00,-4.00,-4.00,-3.76,-3.30,-3.06,-2.51,-4.00,-3.77,0.40,1.00,2.51,-4.00,-3.65,0.35,1.00,2.12,1.12,-3.74,0.27,2.38,8.53, 
W-04-12-PS,T01_4,yes,8/28/2012,18:23:10,48.149374,-123.567633,grab, W0512PS_T_25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.60,0.20,0.62,1.12,2.26,4.09,6.37,9.00,11.75,14.04,14.43,12.51,8.96,5.22,2.46,1.00,0.44,0.27,0.17,0.13,0.10,0.09,0.08,0.08,0.09,0.11,0.12,0.13,0.13,0.14,0.17,0.20,0.22,0.23,0.22,0.21,0.19,0.18,0.16,0.14,0.13,0.12,0.11,0.11,0.10,0.09,0.07,0.05,0.04,0.03,0.02,0.00,0.00,0.00,1.29,95.03,2.51,1.17,3.68,-0.27,0.03,0.26,0.51,0.99,1.45,1.68,1.92,2.47,0.99,0.98,0.77,0.02,1.19,0.99,0.97,0.71,-0.03,0.15,0.92,1.15,2.03,3.35,18.38, 
W-04-12-PS,T01_5,yes,8/28/2012,18:20:01,48.149065,-123.567254,grab, W0512PS_T_26,95.75,4.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,-4.00,-4.00,-4.00,-4.00,-4.00,-4.00,-4.00,-4.00,-4.00,-4.00,-4.00,0.00,0.00,0.00,-4.00,-4.00,0.00,0.00,0.00,0.00,-3.99,0.00,4.53,21.55, 
W-04-12-PS,T02_1,yes,8/28/2012,17:47:30,48.150974,-123.566451,grab, W0512PS_T_27,93.03,3.49,3.41,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,-4.00,-4.00,-4.00,-4.00,-4.00,-4.00,-4.00,-4.00,-3.86,-4.00,-4.00,0.02,0.50,0.00,-4.00,-4.00,0.00,0.00,0.00,0.00,-3.98,0.01,12.55,276.24, 
W-04-12-PS,T02_2,yes,8/28/2012,17:41:08,48.150175,-123.565657,grab, W0512PS_T_28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,1.07,2.83,5.60,9.54,14.55,18.11,18.01,14.25,8.57,3.72,1.04,0.26,0.22,0.21,0.13,0.06,0.04,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.07,0.08,0.09,0.09,0.09,0.08,0.08,0.07,0.07,0.06,0.06,0.06,0.05,0.05,0.05,0.04,0.03,0.02,0.01,0.01,0.01,0.00,0.00,0.00,0.00,98.40,1.09,0.51,1.60,0.30,0.51,0.68,0.86,1.23,1.59,1.75,1.92,2.15,1.23,1.22,0.55,-0.01,1.04,1.23,1.21,0.53,-0.02,0.00,0.73,1.30,0.89,4.69,36.46, 
W-04-12-PS,T02_3,yes,8/28/2012,17:37:00,48.149933,-123.565400,grab, W0512PS_T_29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.75,1.83,3.46,6.09,9.66,13.57,16.19,16.19,13.09,8.42,4.07,1.60,0.65,0.37,0.27,0.18,0.11,0.09,0.10,0.12,0.12,0.12,0.12,0.13,0.16,0.18,0.20,0.21,0.20,0.19,0.18,0.16,0.15,0.13,0.12,0.11,0.10,0.10,0.09,0.08,0.06,0.05,0.04,0.02,0.01,0.00,0.00,0.00,0.00,96.53,2.40,1.07,3.47,0.69,0.93,1.11,1.32,1.73,2.14,2.34,2.54,2.99,1.73,1.73,0.66,0.05,1.15,1.73,1.72,0.61,0.00,0.18,0.88,1.87,1.45,3.72,21.47, 
W-04-12-PS,T02_4,yes,8/28/2012,17:33:27,48.149679,-123.565009,grab, W0512PS_T_30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.56,1.48,3.09,5.36,8.66,12.70,15.94,16.52,13.75,8.86,4.51,1.93,0.85,0.49,0.33,0.20,0.14,0.13,0.14,0.16,0.16,0.16,0.17,0.21,0.25,0.28,0.29,0.28,0.27,0.25,0.23,0.21,0.18,0.16,0.15,0.14,0.13,0.12,0.10,0.09,0.07,0.05,0.04,0.02,0.00,0.00,0.00,0.00,95.19,3.34,1.48,4.81,0.99,1.23,1.42,1.63,2.03,2.44,2.66,2.91,3.85,2.03,2.04,0.74,0.14,1.44,2.03,2.04,0.62,0.01,0.62,1.31,2.23,1.70,3.40,17.48, 
W-04-12-PS,T02_5,yes,8/28/2012,17:29:00,48.149344,-123.564807,grab, W0512PS_T_31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.69,1.32,2.03,3.11,5.07,7.71,10.71,13.16,14.00,12.59,9.59,6.09,3.52,1.97,1.12,0.63,0.35,0.21,0.16,0.15,0.17,0.19,0.20,0.21,0.23,0.28,0.33,0.37,0.38,0.38,0.36,0.33,0.30,0.27,0.24,0.21,0.20,0.18,0.17,0.16,0.14,0.12,0.09,0.07,0.05,0.03,0.01,0.00,0.00,0.00,93.83,4.24,1.93,6.17,0.57,0.90,1.13,1.38,1.86,2.37,2.66,3.03,5.61,1.86,1.88,1.14,0.26,2.09,1.86,1.89,0.76,0.04,1.61,2.30,2.12,2.36,2.83,12.84, 
W-04-12-PS,T04_1,yes,8/28/2012,17:23:03,48.152809,-123.561771,grab, W0512PS_T_32,50.71,26.49,10.87,2.88,3.00,3.12,0.90,0.77,0.46,0.23,0.18,0.22,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,-4.00,-4.00,-4.00,-4.00,-4.00,-3.77,-3.60,-3.34,-2.91,-4.00,-3.87,0.27,1.00,1.96,-4.00,-3.80,0.20,1.00,2.69,1.69,-3.79,0.15,3.10,14.60, 
W-04-12-PS,T04_2,yes,8/28/2012,17:17:29,48.151489,-123.561073,grab, W0512PS_T_33,35.64,20.70,15.29,7.68,5.54,5.13,3.56,2.81,1.68,0.52,0.60,0.53,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,-4.00,-4.00,-4.00,-4.00,-3.83,-3.39,-3.04,-2.75,-2.37,-3.83,-3.62,0.49,0.72,1.10,-3.83,-3.52,0.48,0.65,1.35,0.69,-3.59,0.31,1.75,5.88, 
W-04-12-PS,T04_3,yes,8/28/2012,17:11:50,48.150794,-123.560677,grab, W0512PS_T_34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.16,0.61,1.13,1.63,2.59,4.70,8.62,13.72,17.67,17.67,13.35,7.18,2.76,0.90,0.47,0.40,0.28,0.17,0.14,0.15,0.16,0.18,0.19,0.20,0.23,0.28,0.34,0.38,0.39,0.38,0.37,0.34,0.31,0.27,0.24,0.21,0.19,0.18,0.17,0.16,0.14,0.12,0.09,0.07,0.05,0.03,0.01,0.00,0.00,0.00,93.86,4.21,1.93,6.14,0.91,1.22,1.42,1.62,1.99,2.37,2.57,2.83,5.68,1.99,1.99,1.01,0.28,2.59,1.99,2.00,0.58,0.01,2.26,3.15,2.24,2.12,3.18,14.71, 
W-04-12-PS,T04_4,yes,8/28/2012,17:08:21,48.150414,-123.560382,grab, W0512PS_T_35,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,-4.00,-4.00,-4.00,-4.00,-4.00,-4.00,-4.00,-4.00,-4.00,-4.00,-4.00,0.00,0.00,0.00,-4.00,-4.00,0.00,0.00,0.00,0.00,-4.00,0.00,0.00,0.00, 
W-04-12-PS,T06_1,yes,8/28/2012,16:44:40,48.153660,-123.557060,grab, W0512PS_T_36,71.10,11.08,7.87,3.99,2.00,1.13,1.04,0.65,0.52,0.17,0.21,0.15,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,-4.00,-4.00,-4.00,-4.00,-4.00,-3.91,-3.69,-3.50,-3.13,-4.00,-3.90,0.21,1.00,4.08,-4.00,-3.85,0.15,1.00,2.82,1.82,-3.85,0.13,3.59,18.27, 
W-04-12-PS,T06_2,yes,8/28/2012,16:36:44,48.152678,-123.556934,grab, W0512PS_T_37,40.91,19.39,4.65,7.68,5.85,6.51,4.51,2.93,2.75,1.69,1.33,1.14,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,-4.00,-4.00,-4.00,-4.00,-3.89,-3.15,-2.79,-2.46,-2.02,-3.89,-3.56,0.60,0.85,0.96,-3.89,-3.39,0.61,0.82,1.45,0.63,-3.51,0.47,1.47,4.34, 
W-04-12-PS,T06_3,yes,8/28/2012,16:27:47,48.151860,-123.556754,grab, W0512PS_T_38,86.48,0.00,2.19,4.10,0.00,4.00,1.28,0.83,0.29,0.34,0.20,0.14,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,-4.00,-4.00,-4.00,-4.00,-4.00,-4.00,-4.00,-3.40,-1.85,-4.00,-4.00,0.33,0.50,0.00,-4.00,-4.00,0.00,0.00,0.00,0.00,-3.86,0.16,3.39,15.39, 
W-04-12-PS,T06_5,yes,8/28/2012,16:15:21,48.150682,-123.556441,grab, W0512PS_T_39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.34,0.64,1.13,2.12,3.79,6.62,10.58,14.36,15.92,14.27,10.23,5.96,3.01,1.46,0.78,0.47,0.31,0.23,0.22,0.25,0.28,0.29,0.29,0.31,0.37,0.44,0.49,0.50,0.49,0.47,0.43,0.39,0.35,0.31,0.28,0.25,0.23,0.21,0.20,0.17,0.15,0.11,0.09,0.06,0.04,0.01,0.00,0.00,0.00,91.79,5.76,2.45,8.21,1.06,1.34,1.54,1.74,2.17,2.63,2.91,3.40,6.61,2.17,2.20,1.19,0.34,2.59,2.17,2.22,0.69,0.08,2.43,3.04,2.50,2.51,2.75,11.36, 
W-04-12-PS,T08_1,yes,8/28/2012,16:03:52,48.154235,-123.551357,grab, W0512PS_T_40,97.21,2.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,-4.00,-4.00,-4.00,-4.00,-4.00,-4.00,-4.00,-4.00,-4.00,-4.00,-4.00,0.00,0.00,0.00,-4.00,-4.00,0.00,0.00,0.00,0.00,-4.00,0.00,5.74,33.92, 
W-04-12-PS,T08_2,yes,8/28/2012,16:00:32,48.152900,-123.551815,grab, W0512PS_T_41,81.87,9.29,2.92,3.55,1.35,0.00,0.28,0.35,0.30,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,-4.00,-4.00,-4.00,-4.00,-4.00,-4.00,-3.94,-3.78,-3.43,-4.00,-3.98,0.10,1.00,0.00,-4.00,-3.97,0.03,1.00,9.98,8.98,-3.93,0.05,4.68,29.63, 
W-04-12-PS,T08_3,yes,8/28/2012,15:55:27,48.151999,-123.552097,grab, W0512PS_T_42,0.00,0.00,0.00,10.64,4.60,2.19,0.00,1.28,0.78,0.28,0.71,0.65,0.86,1.66,2.11,2.85,3.77,4.62,5.28,5.83,6.54,7.38,8.21,8.52,7.68,5.70,3.29,1.35,0.44,0.21,0.18,0.16,0.11,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.10,0.11,0.12,0.12,0.12,0.12,0.11,0.10,0.09,0.08,0.07,0.07,0.06,0.06,0.05,0.05,0.04,0.03,0.02,0.02,0.01,0.00,0.00,0.00,21.99,75.87,1.49,0.65,2.14,-2.05,-3.07,-2.92,-0.58,0.83,1.64,1.92,2.16,2.47,0.83,-0.06,1.89,-0.41,0.83,0.83,-0.50,2.42,-0.55,-0.25,-0.07,0.33,4.54,0.11,4.70, 
W-04-12-PS,T08_4,yes,8/28/2012,15:51:45,48.151442,-123.552556,grab, W0512PS_T_43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.13,0.35,0.77,1.63,2.90,5.04,8.47,12.47,15.19,15.19,12.30,8.40,5.07,2.89,1.64,0.94,0.54,0.32,0.21,0.18,0.19,0.20,0.19,0.19,0.23,0.29,0.34,0.36,0.36,0.35,0.32,0.30,0.28,0.25,0.22,0.21,0.19,0.18,0.17,0.15,0.13,0.10,0.08,0.06,0.03,0.01,0.00,0.00,0.00,93.39,4.56,2.05,6.61,1.20,1.47,1.67,1.88,2.30,2.77,3.05,3.43,5.47,2.30,2.34,0.99,0.28,1.97,2.30,2.36,0.69,0.09,1.49,2.08,2.56,2.02,2.98,13.83, 
W-04-12-PS,T08_5,yes,8/28/2012,15:48:25,48.151118,-123.552836,grab, W0512PS_T_44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.27,0.54,0.97,1.84,3.21,5.54,9.06,12.89,15.07,14.60,11.77,8.22,5.14,2.92,1.51,0.71,0.34,0.21,0.16,0.15,0.16,0.17,0.17,0.18,0.22,0.27,0.31,0.32,0.32,0.31,0.29,0.27,0.25,0.22,0.20,0.19,0.18,0.17,0.16,0.13,0.11,0.08,0.07,0.05,0.03,0.01,0.00,0.00,0.00,94.32,3.85,1.83,5.68,1.12,1.41,1.62,1.83,2.26,2.73,3.00,3.32,4.71,2.26,2.29,0.89,0.22,1.62,2.26,2.31,0.69,0.07,0.95,1.59,2.49,1.90,3.02,14.67, 
W-04-12-PS,T08_5_duplicate,yes,8/28/2012,15:48:25,48.151118,-123.552836,grab, W0512PS_T_45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.26,0.48,0.86,1.75,3.15,5.44,8.91,12.74,15.12,14.74,12.00,8.44,5.38,3.10,1.58,0.72,0.33,0.20,0.15,0.14,0.14,0.15,0.15,0.16,0.20,0.25,0.29,0.30,0.30,0.29,0.27,0.25,0.23,0.20,0.19,0.17,0.17,0.16,0.15,0.13,0.11,0.08,0.06,0.04,0.02,0.01,0.00,0.00,0.00,94.71,3.57,1.72,5.29,1.15,1.43,1.63,1.84,2.27,2.74,3.00,3.30,4.22,2.27,2.30,0.81,0.17,1.40,2.27,2.32,0.69,0.06,0.60,1.23,2.48,1.79,3.08,15.41, 
W-04-12-PS,TW1_1,yes,8/30/2012,14:45:40,48.141282,-123.579831,grab, W0512PS_T_46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.08,0.23,0.38,0.91,1.79,2.22,1.92,1.96,3.30,5.99,9.58,13.24,14.39,12.01,7.63,3.78,1.77,1.15,0.99,0.90,0.84,0.81,0.78,0.75,0.75,0.82,0.89,0.94,0.94,0.90,0.85,0.78,0.71,0.64,0.57,0.52,0.48,0.45,0.43,0.41,0.38,0.36,0.29,0.22,0.14,0.08,0.02,0.00,0.00,0.00,81.24,13.78,4.97,18.76,1.19,1.79,2.15,2.43,2.90,3.48,4.67,6.52,7.99,2.90,3.24,1.66,0.45,2.65,2.90,3.41,1.26,0.41,1.34,1.70,3.40,3.74,1.74,5.94, 
W-04-12-PS,TW1_2,yes,8/30/2012,14:52:10,48.140488,-123.578871,grab, W0512PS_T_47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.19,0.76,1.75,2.34,2.07,1.77,2.45,4.61,8.65,14.51,18.64,17.70,12.17,5.71,1.79,0.53,0.35,0.29,0.19,0.14,0.12,0.12,0.12,0.15,0.18,0.21,0.21,0.21,0.21,0.19,0.17,0.16,0.14,0.13,0.13,0.13,0.13,0.14,0.13,0.12,0.10,0.07,0.04,0.02,0.01,0.00,0.00,0.00,95.16,3.39,1.44,4.84,1.24,1.87,2.25,2.51,2.91,3.24,3.42,3.60,3.98,2.90,2.86,0.71,-0.17,1.52,2.90,2.84,0.59,-0.12,-0.51,1.33,2.94,1.39,2.83,17.10, 
W-04-12-PS,TW1_3,yes,8/30/2012,14:57:57,48.140174,-123.577741,grab, W0512PS_T_48,0.00,0.00,0.00,0.00,0.00,6.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.45,3.72,10.23,17.92,21.46,18.40,11.10,4.59,1.34,0.51,0.37,0.25,0.14,0.11,0.11,0.09,0.08,0.09,0.11,0.13,0.14,0.14,0.14,0.13,0.12,0.11,0.10,0.10,0.11,0.12,0.13,0.14,0.14,0.14,0.12,0.09,0.05,0.03,0.01,0.00,0.00,6.74,89.21,2.66,1.38,4.05,-2.16,2.34,2.42,2.57,2.89,3.20,3.36,3.50,3.82,2.89,2.89,1.14,-0.34,3.89,2.89,2.89,0.47,0.01,-4.36,5.34,2.67,3.18,-1.01,10.01, 
W-04-12-PS,TW1_4,yes,8/30/2012,15:01:45,48.139700,-123.577716,grab, W0512PS_T_49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,3.49,12.03,21.97,25.25,20.19,10.94,3.74,0.81,0.39,0.26,0.10,0.05,0.04,0.03,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,98.63,1.15,0.22,1.37,2.30,2.45,2.50,2.63,2.88,3.15,3.27,3.41,3.56,2.88,2.88,0.38,0.05,0.98,2.88,2.89,0.38,0.02,0.13,0.64,2.91,0.29,5.15,58.07, 
