datetime_utc,longitude,latitude,easting_m,northing_m,ortho_ht_m
2018-Jul-23 20:00:21.000,-123.5681789,48.1459351,296542,131023.4,3.48
2018-Jul-23 20:00:22.000,-123.5681843,48.1459383,296541.6,131023.77,3.54
